head_node	tail_node	length	geo_distance	head_lat_3395	head_long_3395	tail_lat_3395	tail_long_3395	head_lat_4326	head_long_4326	tail_lat_4326	tail_long_4326	head_comuna	head_comuna_amb	tail_comuna	tail_comuna_amb	head_date	head_dec_date	tail_date	tail_dec_date
47	48	0.082922	10.28837914968583	-4660132.81277858	-8081266.877551905	-4667059.014256451	-8091438.980350288	-72.59525551153718	-38.75673502952758	-72.6866330656914	-38.805436264733586	Temuco	False	Nueva Imperial	False	2021-06-01	2021.41542	2021-07-01	2021.4983419999999
47	49	0.00347	1.9846133273867907	-4660132.81277858	-8081266.877551905	-4658774.122630855	-8079305.719525276	-72.59525551153718	-38.75673502952758	-72.57763812923822	-38.747177534720734	Temuco	False	Temuco	False	2021-06-01	2021.41542	2021-06-02	2021.41889
46	47	0.06154	462.85236557630344	-3122123.912197036	-7859442.1343152635	-4660132.81277858	-8081266.877551905	-70.60256993908354	-27.145114361230526	-72.59525551153718	-38.75673502952758	Caldera	False	Temuco	False	2021-05-10	2021.35388	2021-06-01	2021.41542
46	50	0.001996	266.27735410054424	-3122123.912197036	-7859442.1343152635	-2282559.802594872	-7799848.82765093	-70.60256993908354	-27.145114361230526	-70.06723415700561	-20.20482010263316	Caldera	False	Iquique	False	2021-05-10	2021.35388	2021-05-10	2021.3558759999999
45	46	0.047318	29.028245592238445	-3053811.777308559	-7838784.515062925	-3122123.912197036	-7859442.1343152635	-70.41699938800457	-26.59477741610546	-70.60256993908354	-27.145114361230526	Chanaral	False	Caldera	False	2021-04-22	2021.306562	2021-05-10	2021.35388
45	51	0.010958	241.0340441382571	-3053811.777308559	-7838784.515062925	-2282951.44713256	-7810630.30910347	-70.41699938800457	-26.59477741610546	-70.16408585274829	-20.208141370821437	Chanaral	False	Iquique	False	2021-04-22	2021.306562	2021-04-26	2021.31752
44	45	0.003002	258.6463212835195	-3944086.360903502	-7864448.754404716	-3053811.777308559	-7838784.515062925	-70.64754517256489	-33.54370460925934	-70.41699938800457	-26.59477741610546	Pirque	False	Chanaral	False	2021-04-21	2021.30356	2021-04-22	2021.306562
44	52	0.000262	0.17910087325765342	-3944086.360903502	-7864448.754404716	-3943647.733311851	-7864580.418240875	-70.64754517256489	-33.54370460925934	-70.64872792892876	-33.54040510473074	Pirque	False	Pirque	False	2021-04-21	2021.30356	2021-04-21	2021.3038219999999
43	44	0.005928	1.0214805803924354	-3946082.8129247697	-7863589.221080573	-3944086.360903502	-7864448.754404716	-70.63982385334201	-33.558720987578944	-70.64754517256489	-33.54370460925934	Pirque	False	Pirque	False	2021-04-19	2021.297632	2021-04-21	2021.30356
53	54	0.000835	499.6458796595088	-3945945.6212011906	-7862286.168122169	-2283112.6131309345	-7810544.057877697	-70.6281183294565	-33.55768917989556	-70.16331104480443	-20.209508088078067	Pirque	False	Iquique	False	2021-04-20	2021.300247	2021-04-20	2021.301082
