head_node	tail_node	length	geo_distance	head_lat_3395	head_long_3395	tail_lat_3395	tail_long_3395	head_lat_4326	head_long_4326	tail_lat_4326	tail_long_4326	head_comuna	head_comuna_amb	tail_comuna	tail_comuna_amb	head_date	head_dec_date	tail_date	tail_dec_date
24	25	0.018693000000000015	1.0193652154064365	-3919355.9849144286	-7870946.947042527	-3918438.953442169	-7870144.590010784	-33.35747607073894	-70.70591943022187	-33.35056274000211	-70.69871173437251	Santiago	False	Santiago	False	2021-09-17	2021.70965	2021-09-23	2021.728343
24	26	0.018693000000000015	0.8438165215062879	-3919355.9849144286	-7870946.947042527	-3920141.2330578277	-7871579.824361539	-33.35747607073894	-70.70591943022187	-33.3633954708349	-70.71160466390829	Santiago	False	Santiago	False	2021-09-17	2021.70965	2021-09-23	2021.728343
23	24	0.007889000000000007	0.1841543009309191	-3919471.3046472184	-7871134.8175351145	-3919355.9849144286	-7870946.947042527	-33.35834540565536	-70.70760709957113	-33.35747607073894	-70.70591943022187	Santiago	False	Santiago	False	2021-09-14	2021.701761	2021-09-17	2021.70965
27	28	0.014960000000000001	494.05924528121034	-3918581.6146194977	-7870689.965060476	-3343399.6826362326	-7878494.7498902315	-33.35163827264608	-70.70361092179968	-28.908861645897957	-70.77372249681802	Santiago	False	Vallenar	False	2021-09-18	2021.713382	2021-09-23	2021.7283419999999
27	29	0.014960000000000001	0.952348274116648	-3918581.6146194977	-7870689.965060476	-3917580.7796996715	-7870150.021587904	-33.35163827264608	-70.70361092179968	-33.34409262483769	-70.69876052705996	Santiago	False	Santiago	False	2021-09-18	2021.713382	2021-09-23	2021.7283419999999
23	27	0.011620999999999992	0.8330525697524511	-3919471.3046472184	-7871134.8175351145	-3918581.6146194977	-7870689.965060476	-33.35834540565536	-70.70760709957113	-33.35163827264608	-70.70361092179968	Santiago	False	Santiago	False	2021-09-14	2021.701761	2021-09-18	2021.713382
22	23	0.001811000000000007	0.5782391129478212	-3920092.486173993	-7871436.266206757	-3919471.3046472184	-7871134.8175351145	-33.36302801626586	-70.71031505906228	-33.35834540565536	-70.70760709957113	Santiago	False	Santiago	False	2021-09-13	2021.69995	2021-09-14	2021.701761
31	32	0.0005000000000000004	1.0796279126084007	-3920965.0622403184	-7876096.201178728	-3922246.998178424	-7875968.551662015	-33.36960526774205	-70.75217596714552	-33.37926725715347	-70.75102927202678	Santiago	False	Santiago	False	2021-09-23	2021.727842	2021-09-23	2021.7283419999999
31	33	0.0005000000000000004	1.143405553555777	-3920965.0622403184	-7876096.201178728	-3919630.5579481744	-7876380.42965198	-33.36960526774205	-70.75217596714552	-33.359545918265134	-70.75472923496257	Santiago	False	Santiago	False	2021-09-23	2021.727842	2021-09-23	2021.7283419999999
30	31	0.021845000000000003	2.5611937913757092	-3920344.6694692657	-7873090.002456411	-3920965.0622403184	-7876096.201178728	-33.364928959928335	-70.72517082455194	-33.36960526774205	-70.75217596714552	Santiago	False	Santiago	False	2021-09-15	2021.705997	2021-09-23	2021.727842
