date	dec_date
2021-05-07	2021.346099
2021-05-07	2021.346099
2021-05-04	2021.337312
2021-05-04	2021.337312
2021-04-27	2021.318242
2021-04-27	2021.318242
2021-04-25	2021.313639
2021-04-26	2021.315615
2021-04-26	2021.315615
2021-04-25	2021.313639
2021-04-24	2021.311643
2021-04-24	2021.311643
2021-04-21	2021.303177
2021-06-21	2021.47012
2021-06-21	2021.47012
2021-05-10	2021.355982
2021-05-10	2021.355982
2021-05-05	2021.34026
2021-05-05	2021.34026
2021-04-21	2021.303177
2021-04-20	2021.299214
2021-06-11	2021.443283
2021-06-11	2021.443283
2021-04-20	2021.299214
2021-04-18	2021.295238
2021-05-05	2021.341497
2021-05-05	2021.341497
2021-05-05	2021.34134
2021-05-05	2021.34134
2021-05-01	2021.331388
2021-05-01	2021.331388
2021-04-23	2021.307462
2021-04-23	2021.307462
2021-04-18	2021.295238
2021-03-16	2021.204165
2021-03-16	2021.204165
2021-03-16	2021.204057
2021-08-09	2021.603965
2021-08-09	2021.603965
2021-06-22	2021.471354
2021-07-05	2021.509048
2021-07-05	2021.509048
2021-06-22	2021.471354
2021-03-16	2021.204057
2021-03-14	2021.199151
2021-08-12	2021.613669
2021-08-12	2021.613669
2021-08-12	2021.612635
2021-08-12	2021.612635
2021-08-11	2021.61043
2021-08-11	2021.61043
2021-08-10	2021.606768
2021-08-12	2021.613338
2021-08-12	2021.613338
2021-08-10	2021.606768
2021-08-08	2021.600785
2021-08-12	2021.612957
2021-08-12	2021.612957
2021-08-08	2021.600785
2021-08-06	2021.595031
2021-08-06	2021.595031
2021-08-04	2021.591092
2021-08-04	2021.591092
2021-07-27	2021.567957
2021-08-05	2021.592556
2021-08-05	2021.592556
2021-08-02	2021.585928
2021-08-02	2021.585928
2021-07-28	2021.571997
2021-07-28	2021.571997
2021-07-27	2021.567957
2021-07-14	2021.534228
2021-08-05	2021.594064
2021-08-05	2021.594064
2021-08-01	2021.583223
2021-08-01	2021.583223
2021-07-27	2021.568052
2021-07-27	2021.568052
2021-07-14	2021.534228
2021-06-21	2021.470416
2021-06-21	2021.470416
2021-06-21	2021.469495
2021-06-21	2021.469495
2021-06-07	2021.431447
2021-06-21	2021.468715
2021-06-21	2021.468715
2021-06-07	2021.431447
2021-03-14	2021.199151
