head_node	tail_node	length	geo_distance	head_lat_3395	head_long_3395	tail_lat_3395	tail_long_3395	head_lat_4326	head_long_4326	tail_lat_4326	tail_long_4326	head_comuna	head_comuna_amb	tail_comuna	tail_comuna_amb	head_date	head_dec_date	tail_date	tail_dec_date
29	30	0.010573999999999972	30.946007603374493	-3125970.552552419	-7797988.650980819	-3160197.328500835	-7792347.960466751	-27.176022995581476	-70.05052390566638	-27.45066135409333	-69.99985272064862	Copiapo	False	Copiapo	False	2021-09-11	2021.694028	2021-09-15	2021.704602
29	31	0.010573999999999972	28.88700572447007	-3125970.552552419	-7797988.650980819	-3093702.141939148	-7799371.313939935	-27.176022995581476	-70.05052390566638	-26.91647154829155	-70.06294457835597	Copiapo	False	Copiapo	False	2021-09-11	2021.694028	2021-09-15	2021.704602
28	29	0.0014080000000000203	1.9012533514905465	-3127553.386878157	-7799419.087913766	-3125970.552552419	-7797988.650980819	-27.188738919864296	-70.06337373926473	-27.176022995581476	-70.05052390566638	Copiapo	False	Copiapo	False	2021-09-10	2021.69262	2021-09-11	2021.694028
32	33	0.004099000000000019	4.642152315747683	-3116544.837492354	-7789637.415592074	-3111360.0906560984	-7789365.467912068	-27.10026986565608	-69.97550348175649	-27.05857868991014	-69.97306053418218	Copiapo	False	Copiapo	False	2021-09-13	2021.700503	2021-09-15	2021.704602
32	34	0.004099000000000019	60.87098817480723	-3116544.837492354	-7789637.415592074	-3104877.15412539	-7722224.124242746	-27.10026986565608	-69.97550348175649	-27.006426573622427	-69.36991958203745	Copiapo	False	Copiapo	False	2021-09-13	2021.700503	2021-09-15	2021.704602
28	32	0.007882999999999973	13.128903971550107	-3127553.386878157	-7799419.087913766	-3116544.837492354	-7789637.415592074	-27.188738919864296	-70.06337373926473	-27.10026986565608	-69.97550348175649	Copiapo	False	Copiapo	False	2021-09-10	2021.69262	2021-09-13	2021.700503
27	28	0.0013580000000000259	35.216890483860325	-3158552.7495864583	-7823981.435665687	-3127553.386878157	-7799419.087913766	-27.43748085165979	-70.28402106325883	-27.188738919864296	-70.06337373926473	Copiapo	False	Copiapo	False	2021-09-10	2021.691262	2021-09-10	2021.69262
27	35	0.03525800000000001	29.236922248550854	-3158552.7495864583	-7823981.435665687	-3188902.7241808507	-7836596.561737315	-27.43748085165979	-70.28402106325883	-27.680464405502146	-70.39734466887121	Copiapo	False	Copiapo	False	2021-09-10	2021.691262	2021-09-23	2021.72652
26	27	0.004807000000000006	14.188589048305571	-3167394.8024965255	-7837297.011959165	-3158552.7495864583	-7823981.435665687	-27.50832688656718	-70.40363692027174	-27.43748085165979	-70.28402106325883	Copiapo	False	Copiapo	False	2021-09-08	2021.686455	2021-09-10	2021.691262
36	37	0.004290000000000016	6.115325383042866	-3202693.694600585	-7865082.342390472	-3209579.449606661	-7865046.200756413	-27.79069576310614	-70.65323679027928	-27.845691455928073	-70.6529121244566	Copiapo	False	Copiapo	False	2021-09-09	2021.689353	2021-09-11	2021.693643
36	38	0.004290000000000016	42.840746656473634	-3202693.694600585	-7865082.342390472	-3228296.873456837	-7906220.749369069	-27.79069576310614	-70.65323679027928	-27.995042822971588	-71.02278938781132	Copiapo	False	Huasco	False	2021-09-09	2021.689353	2021-09-11	2021.693643
26	36	0.0028980000000000117	39.877848497394645	-3167394.8024965255	-7837297.011959165	-3202693.694600585	-7865082.342390472	-27.50832688656718	-70.40363692027174	-27.79069576310614	-70.65323679027928	Copiapo	False	Copiapo	False	2021-09-08	2021.686455	2021-09-09	2021.689353
25	26	0.023529999999999995	21.13489601547724	-3144223.038415264	-7832248.89900237	-3167394.8024965255	-7837297.011959165	-27.322567893475497	-70.35828895002123	-27.50832688656718	-70.40363692027174	Copiapo	False	Copiapo	False	2021-08-30	2021.6629249999999	2021-09-08	2021.686455
25	39	0.014280999999999988	11.156091647603708	-3144223.038415264	-7832248.89900237	-3138026.960204847	-7821332.8708568355	-27.322567893475497	-70.35828895002123	-27.272842920790907	-70.26022860077111	Copiapo	False	Copiapo	False	2021-08-30	2021.6629249999999	2021-09-05	2021.677206
24	25	0.0004290000000000127	4.521092740288595	-3139268.38852454	-7833313.940021847	-3144223.038415264	-7832248.89900237	-27.282807475359462	-70.36785637628134	-27.322567893475497	-70.35828895002123	Copiapo	False	Copiapo	False	2021-08-30	2021.662496	2021-08-30	2021.6629249999999
24	40	0.0037510000000000043	140.7001916452804	-3139268.38852454	-7833313.940021847	-3016126.7599230385	-7735479.950843587	-27.282807475359462	-70.36785637628134	-26.29002612844564	-69.48899869842919	Copiapo	False	Diego de Almagro	False	2021-08-30	2021.662496	2021-09-01	2021.6662469999999
23	24	0.008551999999999976	32.50395200809731	-3133223.3904904006	-7869411.402785344	-3139268.38852454	-7833313.940021847	-27.234277673273546	-70.69212540146518	-27.282807475359462	-70.36785637628134	Caldera	False	Copiapo	False	2021-08-27	2021.653944	2021-08-30	2021.662496
42	43	0.015786000000000022	44.88503333976267	-3178597.047736827	-7862223.895189929	-3228759.699112586	-7868348.99463228	-27.598017551932312	-70.62755892218831	-27.998733190847275	-70.68258162664648	Copiapo	False	Copiapo	False	2021-09-01	2021.666899	2021-09-07	2021.682685
42	44	0.015786000000000022	149.53393414275055	-3178597.047736827	-7862223.895189929	-3123997.4610529	-7702822.374344023	-27.598017551932312	-70.62755892218831	-27.16016983442245	-69.19563069731058	Copiapo	False	Copiapo	False	2021-09-01	2021.666899	2021-09-07	2021.682685
41	42	0.012353999999999976	42.00854353671521	-3132115.350533383	-7870022.809140889	-3178597.047736827	-7862223.895189929	-27.225379905791367	-70.69761775820513	-27.598017551932312	-70.62755892218831	Caldera	False	Copiapo	False	2021-08-27	2021.6545449999999	2021-09-01	2021.666899
41	45	0.017181999999999975	29.901317316499227	-3132115.350533383	-7870022.809140889	-3099570.9616617607	-7877778.964240072	-27.225379905791367	-70.69761775820513	-26.96372259236373	-70.7672924849211	Caldera	False	Caldera	False	2021-08-27	2021.6545449999999	2021-09-03	2021.671727
23	41	0.0006009999999999904	1.1286183102670915	-3133223.3904904006	-7869411.402785344	-3132115.350533383	-7870022.809140889	-27.234277673273546	-70.69212540146518	-27.225379905791367	-70.69761775820513	Caldera	False	Caldera	False	2021-08-27	2021.653944	2021-08-27	2021.6545449999999
22	23	0.006729000000000013	5.2545945611541285	-3132106.428166842	-7875219.970435403	-3133223.3904904006	-7869411.402785344	-27.225308254607846	-70.74430465245409	-27.234277673273546	-70.69212540146518	Caldera	False	Caldera	False	2021-08-25	2021.647215	2021-08-27	2021.653944
22	46	0.013552000000000008	17.311172630911372	-3132106.428166842	-7875219.970435403	-3143324.695287627	-7891124.836646944	-27.225308254607846	-70.74430465245409	-27.31535987562529	-70.88718049655112	Caldera	False	Caldera	False	2021-08-25	2021.647215	2021-08-30	2021.660767
21	22	0.006274000000000002	5.693071905408766	-3128027.6317667016	-7870294.970033436	-3132106.428166842	-7875219.970435403	-27.192548548327153	-70.70006262110026	-27.225308254607846	-70.74430465245409	Caldera	False	Caldera	False	2021-08-22	2021.6409409999999	2021-08-25	2021.647215
21	47	0.0006480000000000097	2.226897121784864	-3128027.6317667016	-7870294.970033436	-3125966.5822749725	-7868885.073014233	-27.192548548327153	-70.70006262110026	-27.175991097952494	-70.68739730068643	Caldera	False	Caldera	False	2021-08-22	2021.6409409999999	2021-08-23	2021.641589
