"source","Adm0","month","passenger_volume","airport"
"Spain","Spain","Jul_2021",0,"SCL"
"Colombia","Colombia","Jul_2021",0,"SCL"
"Colombia","Colombia","Jul_2021",4991,"SCL"
"France","France","Jul_2021",0,"SCL"
"Australia","Australia","Jul_2021",120,"SCL"
"Argentina","Argentina","Jul_2021",0,"SCL"
"Mexico","Mexico","Jul_2021",1451,"SCL"
"Panama","Panama","Jul_2021",2974,"SCL"
"Colombia","Colombia","Jul_2021",467,"SCL"
"Mexico","Mexico","Jul_2021",0,"SCL"
"Venezuela","Venezuela","Jul_2021",216,"SCL"
"Peru","Peru","Jul_2021",0,"SCL"
"Bolivia","Bolivia","Jul_2021",0,"SCL"
"Argentina","Argentina","Jul_2021",0,"SCL"
"Parana","Brazil","Jul_2021",0,"SCL"
"Texas","United States of America","Jul_2021",2219,"SCL"
"Santa Catarina","Brazil","Jul_2021",0,"SCL"
"Goias","Brazil","Jul_2021",0,"SCL"
"Ecuador","Ecuador","Jul_2021",461,"SCL"
"Texas","United States of America","Jul_2021",1307,"SCL"
"Parana","Brazil","Jul_2021",0,"SCL"
"Bolivia","Bolivia","Jul_2021",92,"SCL"
"Colombia","Colombia","Jul_2021",0,"SCL"
"Peru","Peru","Jul_2021",5234,"SCL"
"United Kingdom","United Kingdom","Jul_2021",0,"SCL"
"California","United States of America","Jul_2021",308,"SCL"
"Spain","Spain","Jul_2021",7495,"SCL"
"Colombia","Colombia","Jul_2021",0,"SCL"
"Argentina","Argentina","Jul_2021",0,"SCL"
"Florida","United States of America","Jul_2021",6257,"SCL"
"Uruguay","Uruguay","Jul_2021",693,"SCL"
"India","India","Jul_2021",0,"SCL"
"New York","United States of America","Jul_2021",1299,"SCL"
"French Polynesia","French Polynesia","Jul_2021",0,"SCL"
"France","France","Jul_2021",2043,"SCL"
"Colombia","Colombia","Jul_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Jul_2021",0,"SCL"
"Haiti","Haiti","Jul_2021",0,"SCL"
"Dominican Republic","Dominican Republic","Jul_2021",0,"SCL"
"Ecuador","Ecuador","Jul_2021",0,"SCL"
"Rio de Janeiro","Brazil","Jul_2021",51,"SCL"
"Bahia","Brazil","Jul_2021",0,"SCL"
"Argentina","Argentina","Jul_2021",0,"SCL"
"Bolivia","Bolivia","Jul_2021",287,"SCL"
"Dominican Republic","Dominican Republic","Jul_2021",0,"SCL"
"Sao Paulo","Brazil","Jul_2021",2487,"SCL"
"Australia","Australia","Jul_2021",0,"SCL"
"Peru","Peru","Jul_2021",435,"SCL"
"Netherlands","Netherlands","Aug_2021",1872,"SCL"
"Peru","Peru","Aug_2021",322,"SCL"
"Praguay","Praguay","Aug_2021",564,"SCL"
"Georgia","United States of America","Aug_2021",1665,"SCL"
"New Zaeland","New Zaeland","Aug_2021",0,"SCL"
"Spain","Spain","Aug_2021",0,"SCL"
"Colombia","Colombia","Aug_2021",0,"SCL"
"Colombia","Colombia","Aug_2021",8745,"SCL"
"France","France","Aug_2021",158,"SCL"
"Australia","Australia","Aug_2021",0,"SCL"
"Argentina","Argentina","Aug_2021",1259,"SCL"
"Mexico","Mexico","Aug_2021",4481,"SCL"
"Panama","Panama","Aug_2021",3996,"SCL"
"Colombia","Colombia","Aug_2021",811,"SCL"
"Mexico","Mexico","Aug_2021",0,"SCL"
"Venezuela","Venezuela","Aug_2021",0,"SCL"
"Peru","Peru","Aug_2021",0,"SCL"
"Bolivia","Bolivia","Aug_2021",0,"SCL"
"Argentina","Argentina","Aug_2021",0,"SCL"
"Parana","Brazil","Aug_2021",0,"SCL"
"Texas","United States of America","Aug_2021",3252,"SCL"
"Santa Catarina","Brazil","Aug_2021",0,"SCL"
"Goias","Brazil","Aug_2021",0,"SCL"
"Ecuador","Ecuador","Aug_2021",744,"SCL"
"Texas","United States of America","Aug_2021",3356,"SCL"
"Parana","Brazil","Aug_2021",0,"SCL"
"Bolivia","Bolivia","Aug_2021",280,"SCL"
"Colombia","Colombia","Aug_2021",0,"SCL"
"Peru","Peru","Aug_2021",13542,"SCL"
"United Kingdom","United Kingdom","Aug_2021",0,"SCL"
"California","United States of America","Aug_2021",1080,"SCL"
"Spain","Spain","Aug_2021",11483,"SCL"
"Colombia","Colombia","Aug_2021",0,"SCL"
"Argentina","Argentina","Aug_2021",0,"SCL"
"Florida","United States of America","Aug_2021",10329,"SCL"
"Uruguay","Uruguay","Aug_2021",1106,"SCL"
"India","India","Aug_2021",0,"SCL"
"New York","United States of America","Aug_2021",3085,"SCL"
"French Polynesia","French Polynesia","Aug_2021",0,"SCL"
"France","France","Aug_2021",2591,"SCL"
"Colombia","Colombia","Aug_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Aug_2021",0,"SCL"
"Haiti","Haiti","Aug_2021",647,"SCL"
"Dominican Republic","Dominican Republic","Aug_2021",182,"SCL"
"Ecuador","Ecuador","Aug_2021",0,"SCL"
"Rio de Janeiro","Brazil","Aug_2021",543,"SCL"
"Bahia","Brazil","Aug_2021",0,"SCL"
"Argentina","Argentina","Aug_2021",0,"SCL"
"Bolivia","Bolivia","Aug_2021",487,"SCL"
"Dominican Republic","Dominican Republic","Aug_2021",0,"SCL"
"Sao Paulo","Brazil","Aug_2021",4620,"SCL"
"Australia","Australia","Aug_2021",0,"SCL"
"Peru","Peru","Aug_2021",855,"SCL"
"Netherlands","Netherlands","Sep_2021",1806,"SCL"
"Peru","Peru","Sep_2021",284,"SCL"
"Praguay","Praguay","Sep_2021",534,"SCL"
"Georgia","United States of America","Sep_2021",1169,"SCL"
"New Zaeland","New Zaeland","Sep_2021",0,"SCL"
"Spain","Spain","Sep_2021",0,"SCL"
"Colombia","Colombia","Sep_2021",0,"SCL"
"Colombia","Colombia","Sep_2021",8733,"SCL"
"France","France","Sep_2021",0,"SCL"
"Australia","Australia","Sep_2021",0,"SCL"
"Argentina","Argentina","Sep_2021",1528,"SCL"
"Mexico","Mexico","Sep_2021",4662,"SCL"
"Panama","Panama","Sep_2021",10496,"SCL"
"Colombia","Colombia","Sep_2021",532,"SCL"
"Mexico","Mexico","Sep_2021",415,"SCL"
"Venezuela","Venezuela","Sep_2021",0,"SCL"
"Peru","Peru","Sep_2021",0,"SCL"
"Bolivia","Bolivia","Sep_2021",0,"SCL"
"Argentina","Argentina","Sep_2021",0,"SCL"
"Parana","Brazil","Sep_2021",0,"SCL"
"Texas","United States of America","Sep_2021",3047,"SCL"
"Santa Catarina","Brazil","Sep_2021",0,"SCL"
"Goias","Brazil","Sep_2021",0,"SCL"
"Ecuador","Ecuador","Sep_2021",576,"SCL"
"Texas","United States of America","Sep_2021",3095,"SCL"
"Parana","Brazil","Sep_2021",0,"SCL"
"Bolivia","Bolivia","Sep_2021",205,"SCL"
"Colombia","Colombia","Sep_2021",0,"SCL"
"Peru","Peru","Sep_2021",13431,"SCL"
"United Kingdom","United Kingdom","Sep_2021",0,"SCL"
"California","United States of America","Sep_2021",1677,"SCL"
"Spain","Spain","Sep_2021",12303,"SCL"
"Colombia","Colombia","Sep_2021",0,"SCL"
"Argentina","Argentina","Sep_2021",76,"SCL"
"Florida","United States of America","Sep_2021",11538,"SCL"
"Uruguay","Uruguay","Sep_2021",1372,"SCL"
"India","India","Sep_2021",0,"SCL"
"New York","United States of America","Sep_2021",4507,"SCL"
"French Polynesia","French Polynesia","Sep_2021",0,"SCL"
"France","France","Sep_2021",2585,"SCL"
"Colombia","Colombia","Sep_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Sep_2021",0,"SCL"
"Haiti","Haiti","Sep_2021",447,"SCL"
"Dominican Republic","Dominican Republic","Sep_2021",36,"SCL"
"Ecuador","Ecuador","Sep_2021",57,"SCL"
"Rio de Janeiro","Brazil","Sep_2021",1215,"SCL"
"Bahia","Brazil","Sep_2021",0,"SCL"
"Argentina","Argentina","Sep_2021",0,"SCL"
"Bolivia","Bolivia","Sep_2021",343,"SCL"
"Dominican Republic","Dominican Republic","Sep_2021",0,"SCL"
"Sao Paulo","Brazil","Sep_2021",5964,"SCL"
"Australia","Australia","Sep_2021",0,"SCL"
"Peru","Peru","Sep_2021",627,"SCL"
"Netherlands","Netherlands","Oct_2021",2333,"SCL"
"Peru","Peru","Oct_2021",470,"SCL"
"Praguay","Praguay","Oct_2021",0,"SCL"
"Georgia","United States of America","Oct_2021",1308,"SCL"
"New Zaeland","New Zaeland","Oct_2021",0,"SCL"
"Spain","Spain","Oct_2021",0,"SCL"
"Colombia","Colombia","Oct_2021",0,"SCL"
"Colombia","Colombia","Oct_2021",11273,"SCL"
"France","France","Oct_2021",0,"SCL"
"Australia","Australia","Oct_2021",0,"SCL"
"Argentina","Argentina","Oct_2021",6766,"SCL"
"Mexico","Mexico","Oct_2021",3996,"SCL"
"Panama","Panama","Oct_2021",12390,"SCL"
"Colombia","Colombia","Oct_2021",842,"SCL"
"Mexico","Mexico","Oct_2021",2296,"SCL"
"Venezuela","Venezuela","Oct_2021",183,"SCL"
"Peru","Peru","Oct_2021",0,"SCL"
"Bolivia","Bolivia","Oct_2021",0,"SCL"
"Argentina","Argentina","Oct_2021",0,"SCL"
"Parana","Brazil","Oct_2021",0,"SCL"
"Texas","United States of America","Oct_2021",3603,"SCL"
"Santa Catarina","Brazil","Oct_2021",0,"SCL"
"Goias","Brazil","Oct_2021",0,"SCL"
"Ecuador","Ecuador","Oct_2021",884,"SCL"
"Texas","United States of America","Oct_2021",4452,"SCL"
"Parana","Brazil","Oct_2021",0,"SCL"
"Bolivia","Bolivia","Oct_2021",246,"SCL"
"Colombia","Colombia","Oct_2021",0,"SCL"
"Peru","Peru","Oct_2021",18902,"SCL"
"United Kingdom","United Kingdom","Oct_2021",0,"SCL"
"California","United States of America","Oct_2021",1485,"SCL"
"Spain","Spain","Oct_2021",11992,"SCL"
"Colombia","Colombia","Oct_2021",0,"SCL"
"Argentina","Argentina","Oct_2021",1061,"SCL"
"Florida","United States of America","Oct_2021",15930,"SCL"
"Uruguay","Uruguay","Oct_2021",1891,"SCL"
"India","India","Oct_2021",0,"SCL"
"New York","United States of America","Oct_2021",5218,"SCL"
"French Polynesia","French Polynesia","Oct_2021",0,"SCL"
"France","France","Oct_2021",2695,"SCL"
"Colombia","Colombia","Oct_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Oct_2021",0,"SCL"
"Haiti","Haiti","Oct_2021",424,"SCL"
"Dominican Republic","Dominican Republic","Oct_2021",1097,"SCL"
"Ecuador","Ecuador","Oct_2021",0,"SCL"
"Rio de Janeiro","Brazil","Oct_2021",2005,"SCL"
"Bahia","Brazil","Oct_2021",0,"SCL"
"Argentina","Argentina","Oct_2021",0,"SCL"
"Bolivia","Bolivia","Oct_2021",466,"SCL"
"Dominican Republic","Dominican Republic","Oct_2021",0,"SCL"
"Sao Paulo","Brazil","Oct_2021",7101,"SCL"
"Australia","Australia","Oct_2021",19,"SCL"
"Peru","Peru","Oct_2021",870,"SCL"
"Netherlands","Netherlands","Nov_2021",2020,"SCL"
"Peru","Peru","Nov_2021",437,"SCL"
"Praguay","Praguay","Nov_2021",179,"SCL"
"Georgia","United States of America","Nov_2021",2090,"SCL"
"New Zaeland","New Zaeland","Nov_2021",0,"SCL"
"Spain","Spain","Nov_2021",0,"SCL"
"Colombia","Colombia","Nov_2021",0,"SCL"
"Colombia","Colombia","Nov_2021",14609,"SCL"
"France","France","Nov_2021",0,"SCL"
"Australia","Australia","Nov_2021",0,"SCL"
"Argentina","Argentina","Nov_2021",17722,"SCL"
"Mexico","Mexico","Nov_2021",6277,"SCL"
"Panama","Panama","Nov_2021",14436,"SCL"
"Colombia","Colombia","Nov_2021",1561,"SCL"
"Mexico","Mexico","Nov_2021",2228,"SCL"
"Venezuela","Venezuela","Nov_2021",0,"SCL"
"Peru","Peru","Nov_2021",0,"SCL"
"Bolivia","Bolivia","Nov_2021",0,"SCL"
"Argentina","Argentina","Nov_2021",846,"SCL"
"Parana","Brazil","Nov_2021",0,"SCL"
"Texas","United States of America","Nov_2021",2432,"SCL"
"Santa Catarina","Brazil","Nov_2021",0,"SCL"
"Goias","Brazil","Nov_2021",0,"SCL"
"Ecuador","Ecuador","Nov_2021",1161,"SCL"
"Texas","United States of America","Nov_2021",6014,"SCL"
"Parana","Brazil","Nov_2021",0,"SCL"
"Bolivia","Bolivia","Nov_2021",294,"SCL"
"Colombia","Colombia","Nov_2021",0,"SCL"
"Peru","Peru","Nov_2021",27883,"SCL"
"United Kingdom","United Kingdom","Nov_2021",0,"SCL"
"California","United States of America","Nov_2021",1755,"SCL"
"Spain","Spain","Nov_2021",10777,"SCL"
"Colombia","Colombia","Nov_2021",0,"SCL"
"Argentina","Argentina","Nov_2021",4010,"SCL"
"Florida","United States of America","Nov_2021",16868,"SCL"
"Uruguay","Uruguay","Nov_2021",2326,"SCL"
"India","India","Nov_2021",0,"SCL"
"New York","United States of America","Nov_2021",6048,"SCL"
"French Polynesia","French Polynesia","Nov_2021",0,"SCL"
"France","France","Nov_2021",2389,"SCL"
"Colombia","Colombia","Nov_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Nov_2021",0,"SCL"
"Haiti","Haiti","Nov_2021",165,"SCL"
"Dominican Republic","Dominican Republic","Nov_2021",1261,"SCL"
"Ecuador","Ecuador","Nov_2021",55,"SCL"
"Rio de Janeiro","Brazil","Nov_2021",4624,"SCL"
"Bahia","Brazil","Nov_2021",0,"SCL"
"Argentina","Argentina","Nov_2021",0,"SCL"
"Bolivia","Bolivia","Nov_2021",562,"SCL"
"Dominican Republic","Dominican Republic","Nov_2021",0,"SCL"
"Sao Paulo","Brazil","Nov_2021",11298,"SCL"
"Australia","Australia","Nov_2021",0,"SCL"
"Peru","Peru","Nov_2021",1656,"SCL"
"Netherlands","Netherlands","Dec_2021",2776,"SCL"
"Peru","Peru","Dec_2021",1267,"SCL"
"Praguay","Praguay","Dec_2021",0,"SCL"
"Georgia","United States of America","Dec_2021",2930,"SCL"
"New Zaeland","New Zaeland","Dec_2021",0,"SCL"
"Spain","Spain","Dec_2021",0,"SCL"
"Colombia","Colombia","Dec_2021",0,"SCL"
"Colombia","Colombia","Dec_2021",24055,"SCL"
"France","France","Dec_2021",0,"SCL"
"Australia","Australia","Dec_2021",0,"SCL"
"Argentina","Argentina","Dec_2021",28479,"SCL"
"Mexico","Mexico","Dec_2021",7296,"SCL"
"Panama","Panama","Dec_2021",15517,"SCL"
"Colombia","Colombia","Dec_2021",4537,"SCL"
"Mexico","Mexico","Dec_2021",2549,"SCL"
"Venezuela","Venezuela","Dec_2021",218,"SCL"
"Peru","Peru","Dec_2021",0,"SCL"
"Bolivia","Bolivia","Dec_2021",0,"SCL"
"Argentina","Argentina","Dec_2021",2659,"SCL"
"Parana","Brazil","Dec_2021",0,"SCL"
"Texas","United States of America","Dec_2021",2568,"SCL"
"Santa Catarina","Brazil","Dec_2021",1547,"SCL"
"Goias","Brazil","Dec_2021",0,"SCL"
"Ecuador","Ecuador","Dec_2021",1670,"SCL"
"Texas","United States of America","Dec_2021",5578,"SCL"
"Parana","Brazil","Dec_2021",578,"SCL"
"Bolivia","Bolivia","Dec_2021",653,"SCL"
"Colombia","Colombia","Dec_2021",0,"SCL"
"Peru","Peru","Dec_2021",39509,"SCL"
"United Kingdom","United Kingdom","Dec_2021",2121,"SCL"
"California","United States of America","Dec_2021",2929,"SCL"
"Spain","Spain","Dec_2021",14748,"SCL"
"Colombia","Colombia","Dec_2021",1535,"SCL"
"Argentina","Argentina","Dec_2021",4179,"SCL"
"Florida","United States of America","Dec_2021",19874,"SCL"
"Uruguay","Uruguay","Dec_2021",3119,"SCL"
"India","India","Dec_2021",0,"SCL"
"New York","United States of America","Dec_2021",9200,"SCL"
"French Polynesia","French Polynesia","Dec_2021",0,"SCL"
"France","France","Dec_2021",4177,"SCL"
"Colombia","Colombia","Dec_2021",0,"SCL"
"Rio Grande do Sul","Brazil","Dec_2021",0,"SCL"
"Haiti","Haiti","Dec_2021",16,"SCL"
"Dominican Republic","Dominican Republic","Dec_2021",1018,"SCL"
"Ecuador","Ecuador","Dec_2021",0,"SCL"
"Rio de Janeiro","Brazil","Dec_2021",7613,"SCL"
"Bahia","Brazil","Dec_2021",0,"SCL"
"Argentina","Argentina","Dec_2021",0,"SCL"
"Bolivia","Bolivia","Dec_2021",1270,"SCL"
"Dominican Republic","Dominican Republic","Dec_2021",0,"SCL"
"Sao Paulo","Brazil","Dec_2021",16997,"SCL"
"Australia","Australia","Dec_2021",0,"SCL"
"Peru","Peru","Dec_2021",2997,"SCL"
"Argentina","Argentina","Sep_2020",0,"Other"
"Argentina","Argentina","Sep_2020",0,"Other"
"Colombia","Colombia","Sep_2020",0,"Other"
"Peru","Peru","Sep_2020",0,"Other"
"Paraguay","Paraguay","Sep_2020",0,"Other"
"Colombia","Colombia","Sep_2020",0,"Other"
"Venezuela","Venezuela","Sep_2020",0,"Other"
"Bolivia","Bolivia","Sep_2020",126,"Other"
"Haiti","Haiti","Sep_2020",0,"Other"
"Bolivia","Bolivia","Sep_2020",0,"Other"
"Paraguay","Paraguay","Sep_2020",0,"Other"
"Argentina","Argentina","Sep_2020",0,"Other"
"Uruguay","Uruguay","Sep_2020",0,"Other"
"Haiti","Haiti","Sep_2020",0,"Other"
"Colombia","Colombia","Sep_2020",0,"Other"
"Colombia","Colombia","Sep_2020",0,"Other"
"Argentina","Argentina","Oct_2020",0,"Other"
"Argentina","Argentina","Oct_2020",0,"Other"
"Colombia","Colombia","Oct_2020",0,"Other"
"Peru","Peru","Oct_2020",39,"Other"
"Paraguay","Paraguay","Oct_2020",0,"Other"
"Colombia","Colombia","Oct_2020",0,"Other"
"Venezuela","Venezuela","Oct_2020",0,"Other"
"Bolivia","Bolivia","Oct_2020",197,"Other"
"Haiti","Haiti","Oct_2020",0,"Other"
"Bolivia","Bolivia","Oct_2020",100,"Other"
"Paraguay","Paraguay","Oct_2020",0,"Other"
"Argentina","Argentina","Oct_2020",0,"Other"
"Uruguay","Uruguay","Oct_2020",40,"Other"
"Haiti","Haiti","Oct_2020",0,"Other"
"Colombia","Colombia","Oct_2020",0,"Other"
"Colombia","Colombia","Oct_2020",0,"Other"
"Argentina","Argentina","Nov_2020",0,"Other"
"Argentina","Argentina","Nov_2020",0,"Other"
"Colombia","Colombia","Nov_2020",0,"Other"
"Peru","Peru","Nov_2020",84,"Other"
"Paraguay","Paraguay","Nov_2020",0,"Other"
"Colombia","Colombia","Nov_2020",0,"Other"
"Venezuela","Venezuela","Nov_2020",0,"Other"
"Bolivia","Bolivia","Nov_2020",168,"Other"
"Haiti","Haiti","Nov_2020",0,"Other"
"Bolivia","Bolivia","Nov_2020",165,"Other"
"Paraguay","Paraguay","Nov_2020",0,"Other"
"Argentina","Argentina","Nov_2020",0,"Other"
"Uruguay","Uruguay","Nov_2020",0,"Other"
"Haiti","Haiti","Nov_2020",0,"Other"
"Colombia","Colombia","Nov_2020",58,"Other"
"Colombia","Colombia","Nov_2020",129,"Other"
"Argentina","Argentina","Dec_2020",0,"Other"
"Argentina","Argentina","Dec_2020",0,"Other"
"Colombia","Colombia","Dec_2020",26,"Other"
"Peru","Peru","Dec_2020",0,"Other"
"Paraguay","Paraguay","Dec_2020",0,"Other"
"Colombia","Colombia","Dec_2020",0,"Other"
"Venezuela","Venezuela","Dec_2020",0,"Other"
"Bolivia","Bolivia","Dec_2020",490,"Other"
"Haiti","Haiti","Dec_2020",0,"Other"
"Bolivia","Bolivia","Dec_2020",314,"Other"
"Paraguay","Paraguay","Dec_2020",0,"Other"
"Argentina","Argentina","Dec_2020",0,"Other"
"Uruguay","Uruguay","Dec_2020",0,"Other"
"Haiti","Haiti","Dec_2020",0,"Other"
"Colombia","Colombia","Dec_2020",66,"Other"
"Colombia","Colombia","Dec_2020",354,"Other"
"Argentina","Argentina","Jan_2021",0,"Other"
"Argentina","Argentina","Jan_2021",0,"Other"
"Colombia","Colombia","Jan_2021",0,"Other"
"Peru","Peru","Jan_2021",0,"Other"
"Paraguay","Paraguay","Jan_2021",0,"Other"
"Colombia","Colombia","Jan_2021",0,"Other"
"Venezuela","Venezuela","Jan_2021",0,"Other"
"Bolivia","Bolivia","Jan_2021",122,"Other"
"Haiti","Haiti","Jan_2021",0,"Other"
"Bolivia","Bolivia","Jan_2021",304,"Other"
"Paraguay","Paraguay","Jan_2021",0,"Other"
"Argentina","Argentina","Jan_2021",0,"Other"
"Uruguay","Uruguay","Jan_2021",0,"Other"
"Haiti","Haiti","Jan_2021",0,"Other"
"Colombia","Colombia","Jan_2021",0,"Other"
"Colombia","Colombia","Jan_2021",311,"Other"
"Argentina","Argentina","Feb_2021",0,"Other"
"Argentina","Argentina","Feb_2021",0,"Other"
"Colombia","Colombia","Feb_2021",0,"Other"
"Peru","Peru","Feb_2021",0,"Other"
"Paraguay","Paraguay","Feb_2021",0,"Other"
"Colombia","Colombia","Feb_2021",0,"Other"
"Venezuela","Venezuela","Feb_2021",0,"Other"
"Bolivia","Bolivia","Feb_2021",29,"Other"
"Haiti","Haiti","Feb_2021",0,"Other"
"Bolivia","Bolivia","Feb_2021",348,"Other"
"Paraguay","Paraguay","Feb_2021",0,"Other"
"Argentina","Argentina","Feb_2021",0,"Other"
"Uruguay","Uruguay","Feb_2021",0,"Other"
"Haiti","Haiti","Feb_2021",0,"Other"
"Colombia","Colombia","Feb_2021",0,"Other"
"Colombia","Colombia","Feb_2021",237,"Other"
"Argentina","Argentina","Mar_2021",0,"Other"
"Argentina","Argentina","Mar_2021",0,"Other"
"Colombia","Colombia","Mar_2021",0,"Other"
"Peru","Peru","Mar_2021",0,"Other"
"Paraguay","Paraguay","Mar_2021",0,"Other"
"Colombia","Colombia","Mar_2021",0,"Other"
"Venezuela","Venezuela","Mar_2021",0,"Other"
"Bolivia","Bolivia","Mar_2021",0,"Other"
"Haiti","Haiti","Mar_2021",0,"Other"
"Bolivia","Bolivia","Mar_2021",397,"Other"
"Paraguay","Paraguay","Mar_2021",0,"Other"
"Argentina","Argentina","Mar_2021",0,"Other"
"Uruguay","Uruguay","Mar_2021",0,"Other"
"Haiti","Haiti","Mar_2021",134,"Other"
"Colombia","Colombia","Mar_2021",0,"Other"
"Colombia","Colombia","Mar_2021",372,"Other"
"Argentina","Argentina","Apr_2021",0,"Other"
"Argentina","Argentina","Apr_2021",0,"Other"
"Colombia","Colombia","Apr_2021",0,"Other"
"Peru","Peru","Apr_2021",0,"Other"
"Paraguay","Paraguay","Apr_2021",0,"Other"
"Colombia","Colombia","Apr_2021",0,"Other"
"Venezuela","Venezuela","Apr_2021",0,"Other"
"Bolivia","Bolivia","Apr_2021",34,"Other"
"Haiti","Haiti","Apr_2021",0,"Other"
"Bolivia","Bolivia","Apr_2021",91,"Other"
"Paraguay","Paraguay","Apr_2021",0,"Other"
"Argentina","Argentina","Apr_2021",38,"Other"
"Uruguay","Uruguay","Apr_2021",0,"Other"
"Haiti","Haiti","Apr_2021",0,"Other"
"Colombia","Colombia","Apr_2021",0,"Other"
"Colombia","Colombia","Apr_2021",0,"Other"
"Argentina","Argentina","May_2021",0,"Other"
"Argentina","Argentina","May_2021",0,"Other"
"Colombia","Colombia","May_2021",0,"Other"
"Peru","Peru","May_2021",0,"Other"
"Paraguay","Paraguay","May_2021",48,"Other"
"Colombia","Colombia","May_2021",0,"Other"
"Venezuela","Venezuela","May_2021",0,"Other"
"Bolivia","Bolivia","May_2021",0,"Other"
"Haiti","Haiti","May_2021",0,"Other"
"Bolivia","Bolivia","May_2021",150,"Other"
"Paraguay","Paraguay","May_2021",36,"Other"
"Argentina","Argentina","May_2021",39,"Other"
"Uruguay","Uruguay","May_2021",0,"Other"
"Haiti","Haiti","May_2021",0,"Other"
"Colombia","Colombia","May_2021",0,"Other"
"Colombia","Colombia","May_2021",0,"Other"
"Argentina","Argentina","June_2021",0,"Other"
"Argentina","Argentina","June_2021",0,"Other"
"Colombia","Colombia","June_2021",0,"Other"
"Peru","Peru","June_2021",0,"Other"
"Paraguay","Paraguay","June_2021",0,"Other"
"Colombia","Colombia","June_2021",0,"Other"
"Venezuela","Venezuela","June_2021",102,"Other"
"Bolivia","Bolivia","June_2021",0,"Other"
"Haiti","Haiti","June_2021",0,"Other"
"Bolivia","Bolivia","June_2021",190,"Other"
"Paraguay","Paraguay","June_2021",0,"Other"
"Argentina","Argentina","June_2021",0,"Other"
"Uruguay","Uruguay","June_2021",0,"Other"
"Haiti","Haiti","June_2021",0,"Other"
"Colombia","Colombia","June_2021",0,"Other"
"Colombia","Colombia","June_2021",0,"Other"
"Argentina","Argentina","Jul_2021",0,"Other"
"Argentina","Argentina","Jul_2021",0,"Other"
"Colombia","Colombia","Jul_2021",0,"Other"
"Peru","Peru","Jul_2021",0,"Other"
"Paraguay","Paraguay","Jul_2021",0,"Other"
"Colombia","Colombia","Jul_2021",0,"Other"
"Venezuela","Venezuela","Jul_2021",0,"Other"
"Bolivia","Bolivia","Jul_2021",0,"Other"
"Haiti","Haiti","Jul_2021",0,"Other"
"Bolivia","Bolivia","Jul_2021",180,"Other"
"Paraguay","Paraguay","Jul_2021",0,"Other"
"Argentina","Argentina","Jul_2021",0,"Other"
"Uruguay","Uruguay","Jul_2021",0,"Other"
"Haiti","Haiti","Jul_2021",0,"Other"
"Colombia","Colombia","Jul_2021",0,"Other"
"Colombia","Colombia","Jul_2021",138,"Other"
"Argentina","Argentina","Aug_2021",0,"Other"
"Argentina","Argentina","Aug_2021",0,"Other"
"Colombia","Colombia","Aug_2021",0,"Other"
"Peru","Peru","Aug_2021",0,"Other"
"Paraguay","Paraguay","Aug_2021",0,"Other"
"Colombia","Colombia","Aug_2021",0,"Other"
"Venezuela","Venezuela","Aug_2021",0,"Other"
"Bolivia","Bolivia","Aug_2021",0,"Other"
"Haiti","Haiti","Aug_2021",0,"Other"
"Bolivia","Bolivia","Aug_2021",79,"Other"
"Paraguay","Paraguay","Aug_2021",0,"Other"
"Argentina","Argentina","Aug_2021",0,"Other"
"Uruguay","Uruguay","Aug_2021",0,"Other"
"Haiti","Haiti","Aug_2021",0,"Other"
"Colombia","Colombia","Aug_2021",0,"Other"
"Colombia","Colombia","Aug_2021",0,"Other"
"Argentina","Argentina","Sep_2021",0,"Other"
"Argentina","Argentina","Sep_2021",0,"Other"
"Colombia","Colombia","Sep_2021",0,"Other"
"Peru","Peru","Sep_2021",0,"Other"
"Paraguay","Paraguay","Sep_2021",0,"Other"
"Colombia","Colombia","Sep_2021",0,"Other"
"Venezuela","Venezuela","Sep_2021",0,"Other"
"Bolivia","Bolivia","Sep_2021",0,"Other"
"Haiti","Haiti","Sep_2021",447,"Other"
"Bolivia","Bolivia","Sep_2021",79,"Other"
"Paraguay","Paraguay","Sep_2021",0,"Other"
"Argentina","Argentina","Sep_2021",0,"Other"
"Uruguay","Uruguay","Sep_2021",0,"Other"
"Haiti","Haiti","Sep_2021",0,"Other"
"Colombia","Colombia","Sep_2021",0,"Other"
"Colombia","Colombia","Sep_2021",0,"Other"
"Argentina","Argentina","Oct_2021",0,"Other"
"Argentina","Argentina","Oct_2021",0,"Other"
"Colombia","Colombia","Oct_2021",0,"Other"
"Peru","Peru","Oct_2021",33,"Other"
"Paraguay","Paraguay","Oct_2021",0,"Other"
"Colombia","Colombia","Oct_2021",0,"Other"
"Venezuela","Venezuela","Oct_2021",0,"Other"
"Bolivia","Bolivia","Oct_2021",0,"Other"
"Haiti","Haiti","Oct_2021",0,"Other"
"Bolivia","Bolivia","Oct_2021",325,"Other"
"Paraguay","Paraguay","Oct_2021",0,"Other"
"Argentina","Argentina","Oct_2021",0,"Other"
"Uruguay","Uruguay","Oct_2021",0,"Other"
"Haiti","Haiti","Oct_2021",0,"Other"
"Colombia","Colombia","Oct_2021",0,"Other"
