Poblacion,Casos Confirmados,Fecha,Region ID,Region,Provincia ID,Provincia,Comuna ID,Comuna,Tasa
247552,28074,2021/07/02,15,Arica y Parinacota,151,Arica,15101,Arica,11340.647621509825
247552,904,2020/06/08,15,Arica y Parinacota,151,Arica,15101,Arica,365.1758014477766
247552,10294,2020/11/13,15,Arica y Parinacota,151,Arica,15101,Arica,4158.318252326784
247552,10875,2020/12/18,15,Arica y Parinacota,151,Arica,15101,Arica,439316416752844
247552,24548,2021/05/24,15,Arica y Parinacota,151,Arica,15101,Arica,9916.300413650466
247552,28299,2021/07/05,15,Arica y Parinacota,151,Arica,15101,Arica,11431.537616339194
247552,3372,2020/07/20,15,Arica y Parinacota,151,Arica,15101,Arica,1362.1380558428127
247552,8772,2020/10/05,15,Arica y Parinacota,151,Arica,15101,Arica,3543.497931747673
247552,7172,2020/09/04,15,Arica y Parinacota,151,Arica,15101,Arica,2897.1690796277144
247552,8597,2020/10/02,15,Arica y Parinacota,151,Arica,15101,Arica,3472.8057135470526
247552,10103,2020/11/06,15,Arica y Parinacota,151,Arica,15101,Arica,4081.1627456049637
247552,14734,2021/02/19,15,Arica y Parinacota,151,Arica,15101,Arica,5951.880816959669
247552,26531,2021/06/14,15,Arica y Parinacota,151,Arica,15101,Arica,10717.344234746639
247552,525,2020/05/25,15,Arica y Parinacota,151,Arica,15101,Arica,2127665460186143
247552,7646,2020/09/14,15,Arica y Parinacota,151,Arica,15101,Arica,3088.644002068252
247552,7344,2020/09/07,15,Arica y Parinacota,151,Arica,15101,Arica,2966.64943123061
247552,24929,2021/05/28,15,Arica y Parinacota,151,Arica,15101,Arica,10070.20747156153
247552,310,2020/05/04,15,Arica y Parinacota,151,Arica,15101,Arica,125.22621509824198
247552,12453,2021/01/22,15,Arica y Parinacota,151,Arica,15101,Arica,5030.458247156153
247552,6374,2020/08/21,15,Arica y Parinacota,151,Arica,15101,Arica,2574.8125646328854
247552,11028,2020/12/25,15,Arica y Parinacota,151,Arica,15101,Arica,4454.821613236815
247552,18370,2021/03/26,15,Arica y Parinacota,151,Arica,15101,Arica,7420.663133402275
247552,16253,2021/03/08,15,Arica y Parinacota,151,Arica,15101,Arica,6565.489270941055
247552,8996,2020/10/09,15,Arica y Parinacota,151,Arica,15101,Arica,3633.9839710444676
247552,6969,2020/08/31,15,Arica y Parinacota,151,Arica,15101,Arica,2815.1661065149947
247552,297,2020/05/01,15,Arica y Parinacota,151,Arica,15101,Arica,119.97479317476733
247552,22821,2021/05/07,15,Arica y Parinacota,151,Arica,15101,Arica,9218.669208893485
247552,806,2020/06/05,15,Arica y Parinacota,151,Arica,15101,Arica,325.58815925542916
247552,21325,2021/04/23,15,Arica y Parinacota,151,Arica,15101,Arica,8614.351732161324
247552,11296,2021/01/04,15,Arica y Parinacota,151,Arica,15101,Arica,456381695966908
247552,328,2020/05/08,15,Arica y Parinacota,151,Arica,15101,Arica,132.49741468459152
247552,3882,2020/07/24,15,Arica y Parinacota,151,Arica,15101,Arica,1568.1553774560496
247552,9763,2020/10/26,15,Arica y Parinacota,151,Arica,15101,Arica,3943.8178645294724
247552,11650,2021/01/11,15,Arica y Parinacota,151,Arica,15101,Arica,470681954498449
247552,19157,2021/04/02,15,Arica y Parinacota,151,Arica,15101,Arica,7738.57613753878
247552,63,2020/04/08,15,Arica y Parinacota,151,Arica,15101,Arica,25.449198552223372
247552,10530,2020/11/27,15,Arica y Parinacota,151,Arica,15101,Arica,4253.651758014478
247552,11434,2021/01/08,15,Arica y Parinacota,151,Arica,15101,Arica,4618.827559462255
247552,10720,2020/12/11,15,Arica y Parinacota,151,Arica,15101,Arica,4330.4033092037225
247552,15358,2021/02/26,15,Arica y Parinacota,151,Arica,15101,Arica,6203.949069286453
247552,6,2020/03/30,15,Arica y Parinacota,151,Arica,15101,Arica,2.4237331954498447
247552,1176,2020/06/15,15,Arica y Parinacota,151,Arica,15101,Arica,4755170630816957
247552,10489,2020/11/23,15,Arica y Parinacota,151,Arica,15101,Arica,423789581178904
247552,6131,2020/08/17,15,Arica y Parinacota,151,Arica,15101,Arica,2476.6513702171665
247552,25913,2021/06/07,15,Arica y Parinacota,151,Arica,15101,Arica,10467.699715615305
247552,27195,2021/06/21,15,Arica y Parinacota,151,Arica,15101,Arica,10985.570708376423
247552,15627,2021/03/01,15,Arica y Parinacota,151,Arica,15101,Arica,6312.613107549121
247552,15007,2021/02/22,15,Arica y Parinacota,151,Arica,15101,Arica,6062.160677352637
247552,12711,2021/01/25,15,Arica y Parinacota,151,Arica,15101,Arica,5134.678774560496
247552,14168,2021/02/12,15,Arica y Parinacota,151,Arica,15101,Arica,5723.241985522233
247552,10443,2020/11/20,15,Arica y Parinacota,151,Arica,15101,Arica,4218.507626680455
247552,10934,2020/12/21,15,Arica y Parinacota,151,Arica,15101,Arica,4416.849793174767
247552,29158,2021/07/23,15,Arica y Parinacota,151,Arica,15101,Arica,11778.535418821097
247552,15978,2021/03/05,15,Arica y Parinacota,151,Arica,15101,Arica,6454.401499482937
247552,19396,2021/04/05,15,Arica y Parinacota,151,Arica,15101,Arica,7835.121509824198
247552,13335,2021/02/01,15,Arica y Parinacota,151,Arica,15101,Arica,5386.74702688728
247552,4211,2020/07/27,15,Arica y Parinacota,151,Arica,15101,Arica,170156747673216
247552,7503,2020/09/11,15,Arica y Parinacota,151,Arica,15101,Arica,3030.878360910031
247552,7819,2020/09/18,15,Arica y Parinacota,151,Arica,15101,Arica,3158.528309203723
247552,18637,2021/03/29,15,Arica y Parinacota,151,Arica,15101,Arica,7528.519260599794
247552,28995,2021/07/16,15,Arica y Parinacota,151,Arica,15101,Arica,11712.690667011375
247552,13885,2021/02/08,15,Arica y Parinacota,151,Arica,15101,Arica,5608.922569803516
247552,29117,2021/07/19,15,Arica y Parinacota,151,Arica,15101,Arica,11761.973241985523
247552,353,2020/05/11,15,Arica y Parinacota,151,Arica,15101,Arica,142.59630299896588
247552,19845,2021/04/09,15,Arica y Parinacota,151,Arica,15101,Arica,8016.497543950362
247552,23547,2021/05/14,15,Arica y Parinacota,151,Arica,15101,Arica,9511.940925542916
247552,5907,2020/08/14,15,Arica y Parinacota,151,Arica,15101,Arica,2386.165330920372
247552,6,2020/04/01,15,Arica y Parinacota,151,Arica,15101,Arica,2.4237331954498447
247552,26916,2021/06/18,15,Arica y Parinacota,151,Arica,15101,Arica,10872.867114788005
247552,25231,2021/05/31,15,Arica y Parinacota,151,Arica,15101,Arica,10192.202042399173
247552,5543,2020/08/10,15,Arica y Parinacota,151,Arica,15101,Arica,2239.1255170630816
247552,27576,2021/06/25,15,Arica y Parinacota,151,Arica,15101,Arica,11139.477766287488
247552,9138,2020/10/12,15,Arica y Parinacota,151,Arica,15101,Arica,3691.345656670114
247552,20894,2021/04/19,15,Arica y Parinacota,151,Arica,15101,Arica,8440.24689762151
247552,23856,2021/05/17,15,Arica y Parinacota,151,Arica,15101,Arica,9636.763185108583
247552,9888,2020/10/30,15,Arica y Parinacota,151,Arica,15101,Arica,3994.3123061013443
247552,134,2020/04/17,15,Arica y Parinacota,151,Arica,15101,Arica,54.13004136504654
247552,87,2020/04/10,15,Arica y Parinacota,151,Arica,15101,Arica,35.14413133402275
247552,1046,2020/06/12,15,Arica y Parinacota,151,Arica,15101,Arica,422.53748707342294
247552,4874,2020/08/03,15,Arica y Parinacota,151,Arica,15101,Arica,1968.879265770424
1233,27,2020/08/24,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,59,2021/05/21,15,Arica y Parinacota,151,Arica,15102,Camarones,47857704785077
1233,27,2021/01/01,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,61,2021/06/11,15,Arica y Parinacota,151,Arica,15102,Camarones,4947.2830494728305
1233,28,2020/12/14,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,51,2021/04/12,15,Arica y Parinacota,151,Arica,15102,Camarones,4136.25304136253
1233,0,2020/05/22,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,31,2021/01/29,15,Arica y Parinacota,151,Arica,15102,Camarones,2514.1930251419303
1233,42,2021/03/15,15,Arica y Parinacota,151,Arica,15102,Camarones,3406.3260340632605
1233,16,2020/07/31,15,Arica y Parinacota,151,Arica,15102,Camarones,1297.6480129764802
1233,28,2020/12/04,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,0,2020/05/29,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,54,2021/04/16,15,Arica y Parinacota,151,Arica,15102,Camarones,4379.56204379562
1233,28,2020/12/07,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,0,2020/05/15,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,65,2021/07/09,15,Arica y Parinacota,151,Arica,15102,Camarones,5271.69505271695
1233,0,2020/04/15,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,28,2020/11/09,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,0,2020/04/06,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/05/18,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,42,2021/03/22,15,Arica y Parinacota,151,Arica,15102,Camarones,3406.3260340632605
1233,0,2020/06/23,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/07/01,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,60,2021/06/04,15,Arica y Parinacota,151,Arica,15102,Camarones,4866.1800486618
1233,27,2020/09/25,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,55,2021/04/26,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,8,2020/07/13,15,Arica y Parinacota,151,Arica,15102,Camarones,648.8240064882401
1233,28,2020/10/19,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,28,2020/11/16,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,0,2020/04/03,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,29,2021/01/15,15,Arica y Parinacota,151,Arica,15102,Camarones,2351.98702351987
1233,28,2020/11/02,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,63,2021/06/28,15,Arica y Parinacota,151,Arica,15102,Camarones,5109.489051094891
1233,55,2021/05/03,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,25,2020/08/28,15,Arica y Parinacota,151,Arica,15102,Camarones,2027.5750202757501
1233,0,2020/04/27,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/06/19,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,13,2020/07/17,15,Arica y Parinacota,151,Arica,15102,Camarones,1054.33901054339
1233,65,2021/07/12,15,Arica y Parinacota,151,Arica,15102,Camarones,5271.69505271695
1233,55,2021/04/30,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,42,2021/03/19,15,Arica y Parinacota,151,Arica,15102,Camarones,3406.3260340632605
1233,28,2020/10/16,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,55,2021/05/10,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,0,2020/06/01,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,27,2020/12/28,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,29,2021/01/18,15,Arica y Parinacota,151,Arica,15102,Camarones,2351.98702351987
1233,28,2020/11/30,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,23,2020/08/07,15,Arica y Parinacota,151,Arica,15102,Camarones,1865.36901865369
1233,0,2020/04/20,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/06/28,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,42,2021/03/12,15,Arica y Parinacota,151,Arica,15102,Camarones,3406.3260340632605
1233,0,2020/07/10,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,30,2021/02/15,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,0,2020/04/13,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/04/24,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,27,2020/09/28,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,30,2021/02/05,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,28,2020/10/24,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,27,2020/09/21,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,0,2020/07/05,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,64,2021/07/02,15,Arica y Parinacota,151,Arica,15102,Camarones,5190.592051905921
1233,0,2020/06/08,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,28,2020/11/13,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,27,2020/12/18,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,59,2021/05/24,15,Arica y Parinacota,151,Arica,15102,Camarones,47857704785077
1233,65,2021/07/05,15,Arica y Parinacota,151,Arica,15102,Camarones,5271.69505271695
1233,13,2020/07/20,15,Arica y Parinacota,151,Arica,15102,Camarones,1054.33901054339
1233,28,2020/10/05,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,26,2020/09/04,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,27,2020/10/02,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,28,2020/11/06,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,30,2021/02/19,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,61,2021/06/14,15,Arica y Parinacota,151,Arica,15102,Camarones,4947.2830494728305
1233,0,2020/05/25,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,26,2020/09/14,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,26,2020/09/07,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,59,2021/05/28,15,Arica y Parinacota,151,Arica,15102,Camarones,47857704785077
1233,0,2020/05/04,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,30,2021/01/22,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,25,2020/08/21,15,Arica y Parinacota,151,Arica,15102,Camarones,2027.5750202757501
1233,27,2020/12/25,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,42,2021/03/26,15,Arica y Parinacota,151,Arica,15102,Camarones,3406.3260340632605
1233,36,2021/03/08,15,Arica y Parinacota,151,Arica,15102,Camarones,2919.70802919708
1233,28,2020/10/09,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,26,2020/08/31,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,0,2020/05/01,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,55,2021/05/07,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,0,2020/06/05,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,55,2021/04/23,15,Arica y Parinacota,151,Arica,15102,Camarones,4460.665044606651
1233,27,2021/01/04,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,0,2020/05/08,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,13,2020/07/24,15,Arica y Parinacota,151,Arica,15102,Camarones,1054.33901054339
1233,28,2020/10/26,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,27,2021/01/11,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,44,2021/04/02,15,Arica y Parinacota,151,Arica,15102,Camarones,3568.5320356853204
1233,0,2020/04/08,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,28,2020/11/27,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,27,2021/01/08,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,28,2020/12/11,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,32,2021/02/26,15,Arica y Parinacota,151,Arica,15102,Camarones,2595.2960259529605
1233,0,2020/03/30,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/06/15,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,28,2020/11/23,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,25,2020/08/17,15,Arica y Parinacota,151,Arica,15102,Camarones,2027.5750202757501
1233,60,2021/06/07,15,Arica y Parinacota,151,Arica,15102,Camarones,4866.1800486618
1233,62,2021/06/21,15,Arica y Parinacota,151,Arica,15102,Camarones,5028.386050283861
1233,32,2021/03/01,15,Arica y Parinacota,151,Arica,15102,Camarones,2595.2960259529605
1233,31,2021/02/22,15,Arica y Parinacota,151,Arica,15102,Camarones,2514.1930251419303
1233,30,2021/01/25,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,30,2021/02/12,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,28,2020/11/20,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,27,2020/12/21,15,Arica y Parinacota,151,Arica,15102,Camarones,2189.78102189781
1233,66,2021/07/23,15,Arica y Parinacota,151,Arica,15102,Camarones,5352.79805352798
1233,36,2021/03/05,15,Arica y Parinacota,151,Arica,15102,Camarones,2919.70802919708
1233,43,2021/04/05,15,Arica y Parinacota,151,Arica,15102,Camarones,3487.42903487429
1233,30,2021/02/01,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,15,2020/07/27,15,Arica y Parinacota,151,Arica,15102,Camarones,1216.54501216545
1233,26,2020/09/11,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,26,2020/09/18,15,Arica y Parinacota,151,Arica,15102,Camarones,2108.67802108678
1233,43,2021/03/29,15,Arica y Parinacota,151,Arica,15102,Camarones,3487.42903487429
1233,66,2021/07/16,15,Arica y Parinacota,151,Arica,15102,Camarones,5352.79805352798
1233,30,2021/02/08,15,Arica y Parinacota,151,Arica,15102,Camarones,2433900243309
1233,66,2021/07/19,15,Arica y Parinacota,151,Arica,15102,Camarones,5352.79805352798
1233,0,2020/05/11,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,46,2021/04/09,15,Arica y Parinacota,151,Arica,15102,Camarones,3730.73803730738
1233,56,2021/05/14,15,Arica y Parinacota,151,Arica,15102,Camarones,4541.768045417681
1233,24,2020/08/14,15,Arica y Parinacota,151,Arica,15102,Camarones,1946.4720194647202
1233,0,2020/04/01,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,62,2021/06/18,15,Arica y Parinacota,151,Arica,15102,Camarones,5028.386050283861
1233,59,2021/05/31,15,Arica y Parinacota,151,Arica,15102,Camarones,47857704785077
1233,23,2020/08/10,15,Arica y Parinacota,151,Arica,15102,Camarones,1865.36901865369
1233,62,2021/06/25,15,Arica y Parinacota,151,Arica,15102,Camarones,5028.386050283861
1233,28,2020/10/12,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,54,2021/04/19,15,Arica y Parinacota,151,Arica,15102,Camarones,4379.56204379562
1233,58,2021/05/17,15,Arica y Parinacota,151,Arica,15102,Camarones,4703.97404703974
1233,28,2020/10/30,15,Arica y Parinacota,151,Arica,15102,Camarones,2270.8840227088403
1233,0,2020/04/17,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/04/10,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,0,2020/06/12,15,Arica y Parinacota,151,Arica,15102,Camarones,0
1233,21,2020/08/03,15,Arica y Parinacota,151,Arica,15102,Camarones,1703.1630170316303
810,62,2020/08/24,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7654.320987654321
810,79,2021/05/21,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,975386419753086
810,64,2021/01/01,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,79,2021/06/11,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,975386419753086
810,64,2020/12/14,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,67,2021/04/12,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,8271.604938271605
810,0,2020/05/22,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,64,2021/01/29,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,65,2021/03/15,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,8024.691358024691
810,1,2020/07/31,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,123.45679012345678
810,64,2020/12/04,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,0,2020/05/29,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,69,2021/04/16,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,8518.518518518518
810,64,2020/12/07,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,0,2020/05/15,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,87,2021/07/09,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,10740.74074074074
810,0,2020/04/15,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,64,2020/11/09,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,0,2020/04/06,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,0,2020/05/18,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,65,2021/03/22,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,8024.691358024691
810,0,2020/06/23,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,0,2020/07/01,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,0
810,79,2021/06/04,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,975386419753086
810,64,2020/09/25,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,7901.234567901234
810,74,2021/04/26,15,Arica y Parinacota,152,Parinacota,15202,General Lagos,9135.802469135802
