State,week,Alpha.count,Delta.count,Gamma.count,Lambda.count,Mu.count,Others.count,total.count,Alpha.prop,Delta.prop,Gamma.prop,Lambda.prop,Mu.prop,Others.prop
Florida,2021-08-15,11,3264,5,0,10,70,3360,0.00327380952380952,0.971428571428571,0.00148809523809524,0,0.00297619047619048,0.0208333333333333
Florida,2021-08-22,3,3732,7,0,3,99,3844,0.000780437044745057,0.970863683662851,0.0018210197710718,0,0.000780437044745057,0.0257544224765869
Florida,2021-08-29,7,3982,4,0,3,84,4080,0.0017156862745098,0.975980392156863,0.000980392156862745,0,0.000735294117647059,0.0205882352941176
Florida,2021-09-05,1,3660,4,0,1,108,3774,0.000264970853206147,0.969793322734499,0.00105988341282459,0,0.000264970853206147,0.0286168521462639
Florida,2021-09-12,0,2839,1,0,0,91,2931,0,0.968611395428182,0.000341180484476288,0,0,0.0310474240873422
Florida,2021-09-19,0,2380,1,0,2,54,2437,0,0.976610586787033,0.000410340582683627,0,0.000820681165367255,0.0221583914649159
Florida,2021-09-26,0,2005,4,0,0,44,2053,0,0.976619581100828,0.00194836824159766,0,0,0.0214320506575743
Florida,2021-10-03,2,1781,1,0,1,68,1853,0.00107933081489477,0.961144090663788,0.000539665407447383,0,0.000539665407447383,0.036697247706422
Florida,2021-10-10,0,1383,0,0,2,34,1419,0,0.974630021141649,0,0,0.00140944326990839,0.0239605355884426
Florida,2021-10-17,0,1018,1,0,0,34,1053,0,0.9667616334283,0.000949667616334283,0,0,0.0322886989553656
Florida,2021-10-24,0,1020,1,0,0,23,1044,0,0.977011494252874,0.000957854406130268,0,0,0.0220306513409962
Florida,2021-10-31,0,950,0,0,1,24,975,0,0.974358974358974,0,0,0.00102564102564103,0.0246153846153846
Georgia,2020-11-01,0,0,0,0,0,50,50,0,0,0,0,0,1
Georgia,2020-11-08,0,0,0,0,0,9,9,0,0,0,0,0,1
Georgia,2020-11-15,0,0,0,0,0,24,24,0,0,0,0,0,1
Georgia,2020-11-22,0,0,0,0,0,9,9,0,0,0,0,0,1
Georgia,2020-11-29,0,0,0,0,0,26,26,0,0,0,0,0,1
Georgia,2020-12-06,1,0,0,0,0,38,39,0.0256410256410256,0,0,0,0,0.974358974358974
Georgia,2020-12-13,0,0,0,0,0,38,38,0,0,0,0,0,1
Georgia,2020-12-20,0,0,0,0,0,297,297,0,0,0,0,0,1
Georgia,2020-12-27,2,0,0,0,0,156,158,0.0126582278481013,0,0,0,0,0.987341772151899
Georgia,2021-01-03,11,0,0,0,0,183,194,0.0567010309278351,0,0,0,0,0.943298969072165
Georgia,2021-01-10,10,0,0,0,0,139,149,0.0671140939597315,0,0,0,0,0.932885906040268
Georgia,2021-01-17,10,0,0,0,0,214,224,0.0446428571428571,0,0,0,0,0.955357142857143
Georgia,2021-01-24,14,0,0,0,0,404,418,0.0334928229665072,0,0,0,0,0.966507177033493
Georgia,2021-01-31,24,0,0,0,0,248,272,0.0882352941176471,0,0,0,0,0.911764705882353
Georgia,2021-02-07,36,0,0,2,0,528,566,0.0636042402826855,0,0,0.00353356890459364,0,0.932862190812721
Georgia,2021-02-14,33,0,0,0,0,336,369,0.0894308943089431,0,0,0,0,0.910569105691057
Georgia,2021-02-21,72,0,0,0,0,338,410,0.175609756097561,0,0,0,0,0.824390243902439
Georgia,2021-02-28,128,0,1,0,0,321,450,0.284444444444444,0,0.00222222222222222,0,0,0.713333333333333
Georgia,2021-03-07,220,0,0,0,0,233,453,0.485651214128035,0,0,0,0,0.514348785871965
Georgia,2021-03-14,284,0,2,2,0,230,518,0.548262548262548,0,0.00386100386100386,0.00386100386100386,0,0.444015444015444
Georgia,2021-03-21,262,0,4,2,0,139,407,0.643734643734644,0,0.00982800982800983,0.00491400491400491,0,0.341523341523342
Georgia,2021-03-28,316,0,7,3,0,105,431,0.733178654292343,0,0.0162412993039443,0.00696055684454756,0,0.243619489559165
Georgia,2021-04-04,281,1,6,3,0,105,396,0.70959595959596,0.00252525252525253,0.0151515151515152,0.00757575757575758,0,0.265151515151515
Georgia,2021-04-11,365,2,15,1,0,78,461,0.79175704989154,0.00433839479392625,0.0325379609544469,0.00216919739696312,0,0.169197396963124
Georgia,2021-04-18,257,3,12,1,1,64,338,0.760355029585799,0.00887573964497041,0.0355029585798817,0.0029585798816568,0.0029585798816568,0.189349112426035
Georgia,2021-04-25,344,6,18,0,5,71,444,0.774774774774775,0.0135135135135135,0.0405405405405405,0,0.0112612612612613,0.15990990990991
Georgia,2021-05-02,313,4,31,2,7,35,392,0.798469387755102,0.0102040816326531,0.0790816326530612,0.00510204081632653,0.0178571428571429,0.0892857142857143
Georgia,2021-05-09,267,1,20,2,4,45,339,0.787610619469027,0.00294985250737463,0.0589970501474926,0.00589970501474926,0.0117994100294985,0.132743362831858
Georgia,2021-05-16,125,1,6,1,5,14,152,0.822368421052632,0.00657894736842105,0.0394736842105263,0.00657894736842105,0.0328947368421053,0.0921052631578947
Georgia,2021-05-23,87,2,12,3,4,16,124,0.701612903225806,0.0161290322580645,0.0967741935483871,0.0241935483870968,0.032258064516129,0.129032258064516
Georgia,2021-05-30,51,3,8,3,1,5,71,0.71830985915493,0.0422535211267606,0.112676056338028,0.0422535211267606,0.0140845070422535,0.0704225352112676
Georgia,2021-06-06,78,15,13,0,8,14,128,0.609375,0.1171875,0.1015625,0,0.0625,0.109375
Georgia,2021-06-13,107,31,15,0,18,11,182,0.587912087912088,0.17032967032967,0.0824175824175824,0,0.0989010989010989,0.0604395604395604
Georgia,2021-06-20,66,73,5,0,6,8,158,0.417721518987342,0.462025316455696,0.0316455696202532,0,0.0379746835443038,0.0506329113924051
Georgia,2021-06-27,47,168,5,1,5,2,228,0.206140350877193,0.736842105263158,0.0219298245614035,0.0043859649122807,0.0219298245614035,0.0087719298245614
Georgia,2021-07-04,41,362,11,0,18,6,438,0.0936073059360731,0.82648401826484,0.0251141552511416,0,0.0410958904109589,0.0136986301369863
Georgia,2021-07-11,37,583,13,1,18,8,660,0.0560606060606061,0.883333333333333,0.0196969696969697,0.00151515151515152,0.0272727272727273,0.0121212121212121
Georgia,2021-07-18,30,1019,15,4,11,9,1088,0.0275735294117647,0.936580882352941,0.0137867647058824,0.00367647058823529,0.0101102941176471,0.00827205882352941
Georgia,2021-07-25,30,1858,9,0,12,21,1930,0.0155440414507772,0.962694300518135,0.00466321243523316,0,0.00621761658031088,0.010880829015544
Georgia,2021-08-01,15,3070,11,1,10,51,3158,0.00474984167194427,0.97213426219126,0.00348321722609246,0.000316656111462951,0.00316656111462951,0.0161494616846105
Georgia,2021-08-08,1,2109,4,0,3,17,2134,0.000468603561387067,0.988284910965323,0.00187441424554827,0,0.0014058106841612,0.00796626054358013
Georgia,2021-08-15,0,2041,0,0,4,16,2061,0,0.990295972828724,0,0,0.00194080543425522,0.00776322173702086
Georgia,2021-08-22,3,2352,3,0,4,31,2393,0.00125365649811952,0.9828666945257,0.00125365649811952,0,0.00167154199749269,0.0129544504805683
Georgia,2021-08-29,0,2451,1,0,3,42,2497,0,0.981577893472167,0.00040048057669203,0,0.00120144173007609,0.0168201842210653
Georgia,2021-09-05,0,1998,0,0,0,28,2026,0,0.986179664363277,0,0,0,0.0138203356367226
Georgia,2021-09-12,0,1767,0,0,1,27,1795,0,0.984401114206128,0,0,0.000557103064066852,0.015041782729805
Georgia,2021-09-19,0,1305,1,0,0,33,1339,0,0.974607916355489,0.000746825989544436,0,0,0.0246452576549664
Georgia,2021-09-26,0,1006,0,0,0,10,1016,0,0.990157480314961,0,0,0,0.00984251968503937
Georgia,2021-10-03,0,956,0,0,0,11,967,0,0.988624612202689,0,0,0,0.0113753877973113
Georgia,2021-10-10,0,691,0,0,0,7,698,0,0.989971346704871,0,0,0,0.0100286532951289
Georgia,2021-10-17,0,590,0,0,0,8,598,0,0.986622073578595,0,0,0,0.0133779264214047
Georgia,2021-10-24,0,465,0,0,0,7,472,0,0.985169491525424,0,0,0,0.0148305084745763
Georgia,2021-10-31,0,401,0,0,0,7,408,0,0.982843137254902,0,0,0,0.017156862745098
New York,2020-11-01,0,0,0,0,0,205,205,0,0,0,0,0,1
New York,2020-11-08,0,0,0,0,0,376,376,0,0,0,0,0,1
New York,2020-11-15,0,1,0,0,0,319,320,0,0.003125,0,0,0,0.996875
New York,2020-11-22,0,0,0,0,0,184,184,0,0,0,0,0,1
New York,2020-11-29,0,0,0,0,0,394,394,0,0,0,0,0,1
New York,2020-12-06,0,0,0,0,0,640,640,0,0,0,0,0,1
New York,2020-12-13,0,0,0,0,0,628,628,0,0,0,0,0,1
New York,2020-12-20,3,0,0,0,0,1086,1089,0.00275482093663912,0,0,0,0,0.997245179063361
New York,2020-12-27,9,0,0,0,0,1523,1532,0.00587467362924282,0,0,0,0,0.994125326370757
New York,2021-01-03,26,0,0,0,0,2045,2071,0.012554321583776,0,0,0,0,0.987445678416224
New York,2021-01-10,22,0,0,0,0,1524,1546,0.0142302716688228,0,0,0,0,0.985769728331177
New York,2021-01-17,22,0,0,0,0,1442,1464,0.0150273224043716,0,0,0,0,0.984972677595628
New York,2021-01-24,46,0,0,2,0,1716,1764,0.0260770975056689,0,0,0.00113378684807256,0,0.972789115646258
New York,2021-01-31,123,0,0,1,0,1707,1831,0.0671764063353359,0,0,0.000546149645002731,0,0.932277444019661
New York,2021-02-07,159,0,0,0,0,1869,2028,0.0784023668639053,0,0,0,0,0.921597633136095
New York,2021-02-14,176,0,0,2,0,1659,1837,0.0958083832335329,0,0,0.00108873162765378,0,0.903102885138813
New York,2021-02-21,287,0,0,1,0,1719,2007,0.142999501743896,0,0,0.00049825610363727,0,0.856502242152466
New York,2021-02-28,388,0,1,3,0,1804,2196,0.176684881602914,0,0.000455373406193078,0.00136612021857923,0,0.821493624772313
New York,2021-03-07,433,0,4,8,0,2471,2916,0.148491083676269,0,0.00137174211248285,0.00274348422496571,0,0.847393689986283
New York,2021-03-14,642,3,7,3,0,1696,2351,0.273075287111867,0.0012760527435134,0.00297745640153126,0.0012760527435134,0,0.721395150999575
New York,2021-03-21,1090,3,35,3,1,2138,3270,0.333333333333333,0.000917431192660551,0.0107033639143731,0.000917431192660551,0.000305810397553517,0.653822629969419
New York,2021-03-28,1275,0,45,9,2,1931,3262,0.39086450030656,0,0.0137952176578786,0.00275904353157572,0.000613120784794605,0.591968117719191
New York,2021-04-04,1398,2,87,7,3,1929,3426,0.408056042031524,0.000583771161704612,0.0253940455341506,0.00204319906596614,0.000875656742556918,0.563047285464098
New York,2021-04-11,1353,4,89,8,11,1600,3065,0.441435562805873,0.00130505709624796,0.0290375203915171,0.00261011419249592,0.00358890701468189,0.522022838499184
New York,2021-04-18,860,9,65,6,12,950,1902,0.452155625657203,0.00473186119873817,0.0341745531019979,0.00315457413249211,0.00630914826498423,0.499474237644585
New York,2021-04-25,899,22,89,7,9,687,1713,0.524810274372446,0.0128429655575015,0.0519556333917104,0.00408639813193228,0.00525394045534151,0.401050788091068
New York,2021-05-02,696,31,88,3,6,435,1259,0.552819698173153,0.0246227164416203,0.0698967434471803,0.00238284352660842,0.00476568705321684,0.345512311358221
New York,2021-05-09,514,29,53,2,17,344,959,0.535974973931178,0.0302398331595412,0.0552659019812305,0.00208550573514077,0.0177267987486966,0.358706986444213
New York,2021-05-16,534,37,78,7,18,292,966,0.552795031055901,0.0383022774327122,0.0807453416149068,0.0072463768115942,0.0186335403726708,0.302277432712215
New York,2021-05-23,276,31,51,3,15,141,517,0.53384912959381,0.0599613152804642,0.0986460348162476,0.00580270793036751,0.0290135396518375,0.272727272727273
New York,2021-05-30,153,27,42,1,27,80,330,0.463636363636364,0.0818181818181818,0.127272727272727,0.00303030303030303,0.0818181818181818,0.242424242424242
New York,2021-06-06,133,74,25,1,38,47,318,0.418238993710692,0.232704402515723,0.0786163522012579,0.00314465408805031,0.119496855345912,0.147798742138365
New York,2021-06-13,67,101,22,5,27,33,255,0.262745098039216,0.396078431372549,0.0862745098039216,0.0196078431372549,0.105882352941176,0.129411764705882
New York,2021-06-20,44,115,17,2,23,28,229,0.192139737991266,0.502183406113537,0.074235807860262,0.00873362445414847,0.100436681222707,0.122270742358079
New York,2021-06-27,37,195,19,0,19,14,284,0.130281690140845,0.686619718309859,0.0669014084507042,0,0.0669014084507042,0.0492957746478873
New York,2021-07-04,28,407,24,2,37,38,536,0.0522388059701493,0.759328358208955,0.0447761194029851,0.00373134328358209,0.0690298507462687,0.0708955223880597
New York,2021-07-11,26,716,15,2,36,34,829,0.0313630880579011,0.863691194209891,0.0180940892641737,0.00241254523522316,0.0434258142340169,0.0410132689987937
New York,2021-07-18,13,1256,12,0,29,25,1335,0.00973782771535581,0.940823970037453,0.00898876404494382,0,0.0217228464419476,0.0187265917602996
New York,2021-07-25,15,1762,9,0,23,14,1823,0.00822819528250137,0.966538672517828,0.00493691716950082,0,0.0126165660998354,0.00767964893033461
New York,2021-08-01,7,2677,15,2,15,21,2737,0.00255754475703325,0.978078187796858,0.00548045305078553,0.000730727073438071,0.00548045305078553,0.00767263427109974
New York,2021-08-08,5,2777,11,4,7,14,2818,0.00177430801987225,0.985450674237048,0.00390347764371895,0.0014194464158978,0.00248403122782115,0.0049680624556423
New York,2021-08-15,3,2852,7,1,7,6,2876,0.00104311543810848,0.991655076495132,0.00243393602225313,0.000347705146036161,0.00243393602225313,0.00208623087621697
New York,2021-08-22,1,2679,6,0,15,8,2709,0.000369139904023625,0.988925802879291,0.00221483942414175,0,0.00553709856035437,0.002953119232189
New York,2021-08-29,1,2487,1,1,4,5,2499,0.00040016006402561,0.995198079231693,0.00040016006402561,0.00040016006402561,0.00160064025610244,0.00200080032012805
New York,2021-09-05,2,2455,1,0,6,5,2469,0.000810044552450385,0.994329688132847,0.000405022276225192,0,0.00243013365735115,0.00202511138112596
New York,2021-09-12,0,2896,0,0,3,8,2907,0,0.996216030271758,0,0,0.00103199174406605,0.00275197798417613
New York,2021-09-19,0,2641,3,0,7,13,2664,0,0.991366366366366,0.00112612612612613,0,0.00262762762762763,0.00487987987987988
New York,2021-09-26,0,2267,0,0,0,14,2281,0,0.993862341078474,0,0,0,0.00613765892152565
New York,2021-10-03,0,2089,0,0,0,10,2099,0,0.995235826584088,0,0,0,0.00476417341591234
New York,2021-10-10,1,2331,0,0,0,10,2342,0.000426985482493595,0.99530315969257,0,0,0,0.00426985482493595
New York,2021-10-17,0,2182,2,0,0,19,2203,0,0.99046754425783,0.000907852927825692,0,0,0.00862460281434408
New York,2021-10-24,0,2159,0,0,1,14,2174,0,0.99310027598896,0,0,0.000459981600735971,0.00643974241030359
New York,2021-10-31,0,2146,0,0,0,25,2171,0,0.988484569322893,0,0,0,0.0115154306771073
Texas,2020-11-01,0,0,0,0,0,554,554,0,0,0,0,0,1
Texas,2020-11-08,0,0,0,0,0,791,791,0,0,0,0,0,1
Texas,2020-11-15,0,0,0,0,0,966,966,0,0,0,0,0,1
Texas,2020-11-22,0,0,0,0,0,629,629,0,0,0,0,0,1
Texas,2020-11-29,0,2,0,0,0,1001,1003,0,0.00199401794616152,0,0,0,0.998005982053839
Texas,2020-12-06,0,0,0,0,0,1261,1261,0,0,0,0,0,1
Texas,2020-12-13,1,0,0,0,0,1404,1405,0.000711743772241993,0,0,0,0,0.999288256227758
Texas,2020-12-20,0,1,0,0,0,1197,1198,0,0.000834724540901503,0,0,0,0.999165275459099
Texas,2020-12-27,2,0,0,0,0,2071,2073,0.000964785335262904,0,0,0,0,0.999035214664737
Texas,2021-01-03,4,0,0,0,0,2195,2199,0.00181900864029104,0,0,0,0,0.998180991359709
Texas,2021-01-10,8,0,0,0,0,1995,2003,0.00399400898652022,0,0,0,0,0.99600599101348
