State,week,Alpha.count,Delta.count,Gamma.count,Lambda.count,Mu.count,Others.count,total.count,Alpha.prop,Delta.prop,Gamma.prop,Lambda.prop,Mu.prop,Others.prop
Texas,2021-01-17,45,0,4,0,0,1662,1711,0.0263004091174752,0,0.00233781414377557,0,0,0.971361776738749
Texas,2021-01-24,85,0,0,0,0,872,957,0.0888192267502612,0,0,0,0,0.911180773249739
Texas,2021-01-31,161,0,0,0,0,1287,1448,0.111187845303867,0,0,0,0,0.888812154696133
Texas,2021-02-07,167,0,1,0,0,1260,1428,0.116946778711485,0,0.000700280112044818,0,0,0.882352941176471
Texas,2021-02-14,118,0,1,0,0,998,1117,0.105640107430618,0,0.000895255147717099,0,0,0.893464637421665
Texas,2021-02-21,572,0,4,0,0,1730,2306,0.248048568950564,0,0.00173460537727667,0,0,0.75021682567216
Texas,2021-02-28,534,0,0,0,0,1344,1878,0.284345047923323,0,0,0,0,0.715654952076677
Texas,2021-03-07,710,0,4,0,0,813,1527,0.464963981663392,0,0.00261951538965291,0,0,0.532416502946955
Texas,2021-03-14,833,0,4,0,0,665,1502,0.554593874833555,0,0.00266311584553928,0,0,0.442743009320905
Texas,2021-03-21,744,0,12,0,0,486,1242,0.599033816425121,0,0.00966183574879227,0,0,0.391304347826087
Texas,2021-03-28,843,2,25,5,3,474,1352,0.623520710059172,0.0014792899408284,0.018491124260355,0.00369822485207101,0.0022189349112426,0.350591715976331
Texas,2021-04-04,1095,3,70,0,1,564,1733,0.631852279284478,0.00173110213502597,0.0403923831506059,0,0.000577034045008655,0.325447201384882
Texas,2021-04-11,1236,3,80,2,2,393,1716,0.72027972027972,0.00174825174825175,0.0466200466200466,0.00116550116550117,0.00116550116550117,0.229020979020979
Texas,2021-04-18,1183,27,65,3,5,282,1565,0.75591054313099,0.0172523961661342,0.0415335463258786,0.00191693290734824,0.00319488817891374,0.180191693290735
Texas,2021-04-25,1192,26,93,1,9,354,1675,0.711641791044776,0.0155223880597015,0.0555223880597015,0.000597014925373134,0.00537313432835821,0.21134328358209
Texas,2021-05-02,1166,40,110,5,34,256,1611,0.723774053382992,0.0248292985723153,0.0682805710738672,0.00310366232153942,0.021104903786468,0.158907510862818
Texas,2021-05-09,971,32,87,4,13,222,1329,0.730624529721595,0.0240782543265613,0.0654627539503386,0.00300978179082017,0.00978179082016554,0.167042889390519
Texas,2021-05-16,599,42,69,2,13,165,890,0.673033707865169,0.0471910112359551,0.0775280898876405,0.00224719101123596,0.0146067415730337,0.185393258426966
Texas,2021-05-23,511,65,60,3,19,158,816,0.626225490196078,0.079656862745098,0.0735294117647059,0.00367647058823529,0.0232843137254902,0.193627450980392
Texas,2021-05-30,372,119,65,5,21,148,730,0.50958904109589,0.163013698630137,0.089041095890411,0.00684931506849315,0.0287671232876712,0.202739726027397
Texas,2021-06-06,404,159,70,17,25,129,804,0.502487562189055,0.197761194029851,0.0870646766169154,0.0211442786069652,0.0310945273631841,0.16044776119403
Texas,2021-06-13,424,330,69,11,41,141,1016,0.417322834645669,0.324803149606299,0.0679133858267717,0.0108267716535433,0.0403543307086614,0.138779527559055
Texas,2021-06-20,272,501,49,4,25,123,974,0.279260780287474,0.514373716632444,0.0503080082135524,0.00410677618069815,0.0256673511293634,0.126283367556468
Texas,2021-06-27,238,905,54,11,25,131,1364,0.174486803519062,0.663489736070381,0.0395894428152493,0.00806451612903226,0.0183284457478006,0.0960410557184751
Texas,2021-07-04,128,1317,42,14,32,119,1652,0.0774818401937046,0.797215496368039,0.0254237288135593,0.00847457627118644,0.0193704600484262,0.0720338983050847
Texas,2021-07-11,108,1984,54,9,38,109,2302,0.0469157254561251,0.861859252823632,0.0234578627280626,0.00390964378801043,0.0165073848827107,0.0473501303214596
Texas,2021-07-18,59,2986,46,8,26,57,3182,0.0185417976115651,0.938403519798869,0.0144563167818982,0.00251414204902577,0.00817096165933375,0.0179132620993086
Texas,2021-07-25,52,4462,32,9,19,84,4658,0.0111635895234006,0.957921854873336,0.0068699012451696,0.00193215972520395,0.00407900386431945,0.0180334907685702
Texas,2021-08-01,39,6307,45,6,26,162,6585,0.00592255125284738,0.957782839787396,0.00683371298405467,0.000911161731207289,0.00394836750189825,0.0246013667425968
Texas,2021-08-08,12,5076,19,5,19,43,5174,0.00231928875144956,0.981059141863162,0.00367220718979513,0.000966370313103981,0.00367220718979513,0.00831078469269424
Texas,2021-08-15,11,4996,7,4,13,95,5126,0.00214592274678112,0.974639094810769,0.00136558720249707,0.000780335544284042,0.00253609051892314,0.018532969176746
Texas,2021-08-22,3,5406,6,1,9,118,5543,0.000541223164351434,0.975284142161284,0.00108244632870287,0.000180407721450478,0.0016236694930543,0.0212881111311564
Texas,2021-08-29,3,5631,4,0,3,82,5723,0.000524200594094007,0.98392451511445,0.000698934125458675,0,0.000524200594094007,0.0143281495719028
Texas,2021-09-05,0,5539,1,0,1,112,5653,0,0.979833716610649,0.000176897222713603,0,0.000176897222713603,0.0198124889439236
Texas,2021-09-12,3,4586,2,0,3,131,4725,0.000634920634920635,0.970582010582011,0.000423280423280423,0,0.000634920634920635,0.0277248677248677
Texas,2021-09-19,1,3427,0,0,2,86,3516,0.000284414106939704,0.974687144482366,0,0,0.000568828213879408,0.0244596131968146
Texas,2021-09-26,0,2794,0,0,0,78,2872,0,0.972841225626741,0,0,0,0.0271587743732591
Texas,2021-10-03,0,2570,0,0,0,79,2649,0,0.970177425443564,0,0,0,0.0298225745564364
Texas,2021-10-10,0,2016,1,0,1,49,2067,0,0.975326560232221,0.000483792936623125,0,0.000483792936623125,0.0237058538945331
Texas,2021-10-17,0,1877,1,0,0,49,1927,0,0.974052932018682,0.000518941359626362,0,0,0.0254281266216917
Texas,2021-10-24,0,1863,0,0,1,34,1898,0,0.981559536354057,0,0,0.000526870389884088,0.017913593256059
Texas,2021-10-31,1,1626,0,0,0,48,1675,0.000597014925373134,0.970746268656716,0,0,0,0.0286567164179104
