taxa	date
EPI_ISL_5431250	2021-09-26
EPI_ISL_5431267	2021-09-19
EPI_ISL_5010707	2021-09-16
EPI_ISL_5010709	2021-09-18
EPI_ISL_5010721	2021-09-16
EPI_ISL_5010740	2021-09-14
EPI_ISL_5010805	2021-09-23
EPI_ISL_5010844	2021-09-21
EPI_ISL_5010847	2021-09-21
EPI_ISL_5010879	2021-09-21
EPI_ISL_5011080	2021-09-20
EPI_ISL_5011151	2021-09-20
EPI_ISL_5011232	2021-09-20
EPI_ISL_5011277	2021-09-21
EPI_ISL_5011460	2021-09-16
EPI_ISL_5010804	2021-09-15
EPI_ISL_5011591	2021-09-22
EPI_ISL_5011881	2021-09-24
EPI_ISL_4636149	2021-09-02
EPI_ISL_4655929	2021-09-15
EPI_ISL_4656431	2021-09-16
EPI_ISL_4658560	2021-09-15
EPI_ISL_4658633	2021-09-12
EPI_ISL_5411300	2021-09-21
EPI_ISL_5411283	2021-09-21
EPI_ISL_5411137	2021-09-20
EPI_ISL_5411150	2021-09-19
EPI_ISL_5411151	2021-09-19
EPI_ISL_5411159	2021-09-17
EPI_ISL_5411185	2021-09-27
EPI_ISL_5411203	2021-09-24
EPI_ISL_5411204	2021-09-24
EPI_ISL_5411212	2021-09-22
EPI_ISL_5411221	2021-09-21
EPI_ISL_5411244	2021-09-23
EPI_ISL_5411284	2021-09-21
EPI_ISL_5411286	2021-09-21
EPI_ISL_5411301	2021-09-21
EPI_ISL_5411305	2021-09-20
EPI_ISL_5411307	2021-09-20
EPI_ISL_5411310	2021-09-20
EPI_ISL_5411315	2021-09-20
EPI_ISL_5411241	2021-09-23
EPI_ISL_5421807	2021-09-27
EPI_ISL_5421808	2021-09-28
EPI_ISL_5421809	2021-09-28
EPI_ISL_5421810	2021-09-27
EPI_ISL_5421816	2021-09-28
EPI_ISL_5421795	2021-09-26
EPI_ISL_5431276	2021-09-24
EPI_ISL_5431302	2021-09-20
EPI_ISL_5431303	2021-09-20
EPI_ISL_5431307	2021-09-20
EPI_ISL_5431333	2021-09-22
EPI_ISL_5431254	2021-09-23
EPI_ISL_5431257	2021-09-24
EPI_ISL_5431269	2021-09-19
EPI_ISL_5431499	2021-09-20
EPI_ISL_5431589	2021-10-02
EPI_ISL_5431535	2021-09-25
EPI_ISL_5431577	2021-09-19
EPI_ISL_5431582	2021-09-26
EPI_ISL_5431334	2021-09-22
EPI_ISL_5431345	2021-09-22
EPI_ISL_5431347	2021-09-22
EPI_ISL_5431348	2021-09-22
EPI_ISL_5431385	2021-09-23
EPI_ISL_5431387	2021-09-23
EPI_ISL_5431398	2021-09-22
EPI_ISL_5431415	2021-09-24
EPI_ISL_5431434	2021-09-20
EPI_ISL_5431439	2021-10-01
EPI_ISL_5431440	2021-09-23
EPI_ISL_5431441	2021-09-23
EPI_ISL_5431487	2021-09-23
EPI_ISL_5431496	2021-10-01
EPI_ISL_5431596	2021-09-29
EPI_ISL_5431386	2021-09-23
EPI_ISL_5431444	2021-10-01
EPI_ISL_5431407	2021-09-24
EPI_ISL_5431472	2021-09-24
EPI_ISL_5431565	2021-09-21
EPI_ISL_5543911	2021-09-24
EPI_ISL_5543953	2021-09-24
EPI_ISL_5543954	2021-09-24
EPI_ISL_5543888	2021-09-24
EPI_ISL_5543890	2021-09-24
EPI_ISL_5543905	2021-09-24
EPI_ISL_5543907	2021-09-24
EPI_ISL_5544152	2021-09-24
EPI_ISL_5544245	2021-09-25
EPI_ISL_5544311	2021-09-25
EPI_ISL_5544314	2021-09-24
EPI_ISL_5544238	2021-09-27
EPI_ISL_5545611	2021-09-24
EPI_ISL_5545905	2021-09-23
EPI_ISL_5687181	2021-10-06
EPI_ISL_4636151	2021-09-03
EPI_ISL_12144430	2021-09-18
EPI_ISL_12144514	2021-09-22
EPI_ISL_12144526	2021-09-24
EPI_ISL_12144519	2021-09-26
EPI_ISL_5431278	2021-09-26
EPI_ISL_4632012	2021-09-06
EPI_ISL_4632040	2021-09-06
EPI_ISL_4632081	2021-09-06
EPI_ISL_4632013	2021-09-06
EPI_ISL_4632016	2021-09-06
EPI_ISL_4632020	2021-09-08
EPI_ISL_4632031	2021-09-06
EPI_ISL_4632558	2021-09-01
EPI_ISL_4632567	2021-09-01
EPI_ISL_4632571	2021-09-01
EPI_ISL_4632572	2021-09-01
EPI_ISL_4632575	2021-09-01
EPI_ISL_4632562	2021-09-01
EPI_ISL_4636136	2021-09-01
EPI_ISL_4636150	2021-09-02
EPI_ISL_4636174	2021-09-04
EPI_ISL_4636527	2021-09-12
EPI_ISL_4636542	2021-09-08
EPI_ISL_4636548	2021-09-02
EPI_ISL_4636154	2021-09-02
EPI_ISL_4652838	2021-09-07
EPI_ISL_4653554	2021-09-07
EPI_ISL_4654199	2021-09-10
EPI_ISL_4654288	2021-09-13
EPI_ISL_4653593	2021-09-10
EPI_ISL_4653492	2021-09-10
EPI_ISL_4655247	2021-09-10
EPI_ISL_4655471	2021-09-07
EPI_ISL_4655831	2021-09-14
EPI_ISL_4656046	2021-09-13
EPI_ISL_4655005	2021-09-09
EPI_ISL_4655846	2021-09-09
EPI_ISL_4655849	2021-09-13
EPI_ISL_4655999	2021-09-15
EPI_ISL_4656012	2021-09-15
EPI_ISL_4656067	2021-09-14
EPI_ISL_4656198	2021-09-16
EPI_ISL_4656416	2021-09-15
EPI_ISL_4656417	2021-09-15
EPI_ISL_4655631	2021-09-08
EPI_ISL_4655991	2021-09-15
EPI_ISL_4656047	2021-09-14
EPI_ISL_4656109	2021-09-13
EPI_ISL_4655687	2021-09-11
EPI_ISL_4655722	2021-09-11
EPI_ISL_4656405	2021-09-15
EPI_ISL_4658594	2021-09-14
EPI_ISL_4658105	2021-09-05
EPI_ISL_4658588	2021-09-13
EPI_ISL_4658592	2021-09-14
EPI_ISL_4658602	2021-09-13
EPI_ISL_4657912	2021-09-03
