taxa	lat	long
EPI_ISL_11976090	-33.5557395315577	-70.6219846619192
EPI_ISL_11992224	-33.5706926463128	-70.6623770334866
EPI_ISL_11992231	-33.5339835558558	-70.3689197054569
EPI_ISL_12014863	-34.1751376769606	-70.7074693225322
EPI_ISL_12014865	-36.8361306457448	-72.3612366905475
EPI_ISL_12144416	-34.0904514341708	-70.8509596345871
EPI_ISL_12144462	-35.440836453777	-71.5230889798777
EPI_ISL_12144464	-33.4252871440398	-70.6193733668794
EPI_ISL_12144477	-33.4819243837838	-70.5495652089345
EPI_ISL_12144482	-33.4440108667521	-70.5248911475993
EPI_ISL_12144488	-33.5290820729568	-70.6115557867876
EPI_ISL_12144508	-33.4545766694462	-70.5155049618489
EPI_ISL_12144510	-33.4510293340295	-70.5680520525477
EPI_ISL_12144515	-33.4516468479743	-70.642908620809
EPI_ISL_12144603	-32.6908285852105	-70.6687018601539
EPI_ISL_3185452	-34.1067021226041	-71.6986529971639
EPI_ISL_3185623	-33.402266899198	-70.9171581857934
EPI_ISL_3982402	-33.334058850421	-70.6962416832567
EPI_ISL_3982426	-33.6150609212794	-70.8918516273871
EPI_ISL_3982628	-27.9341537657515	-70.6071390346763
EPI_ISL_3987636	-36.6734017616541	-72.8211297832877
EPI_ISL_3987641	-33.500791589099	-70.6238353598137
EPI_ISL_3987874	-37.5905851005084	-72.6446028618
EPI_ISL_3987877	-37.5640895437477	-72.9476345277203
EPI_ISL_3987878	-37.5678742252426	-72.725263026887
EPI_ISL_3987880	-40.3868131286593	-72.934758695357
EPI_ISL_3987905	-33.621169365623	-71.3047792907522
EPI_ISL_3988223	-33.5777661616279	-70.5355745174049
EPI_ISL_3988227	-33.5245808290388	-70.6318587929615
EPI_ISL_3988236	-33.5387733506497	-70.6276091055499
EPI_ISL_4005006	-37.1444281295199	-73.1144864818698
EPI_ISL_4005007	-36.8321617265872	-72.9424828676953
EPI_ISL_4005191	-33.7662097355479	-71.2180296833992
EPI_ISL_4005192	-36.770852040009	-72.2587243529864
EPI_ISL_4005193	-37.4852269494026	-72.5210257922625
EPI_ISL_4005218	-40.5915732610303	-73.1714150191622
EPI_ISL_4630482	-37.3577632556276	-71.5300297150825
EPI_ISL_4630484	-37.3413739284597	-71.5151708438469
EPI_ISL_4630485	-37.2126734995767	-72.6671393689766
EPI_ISL_4630488	-33.6012945297345	-70.8604428736195
EPI_ISL_4631686	-33.5546541430712	-70.5844076849955
EPI_ISL_4631706	-33.4305270665174	-70.7377274348182
EPI_ISL_4632057	-36.8256831305761	-72.2951174336306
EPI_ISL_4632058	-33.2911082934919	-70.7969557243473
EPI_ISL_4632060	-36.3339933968419	-72.136416376667
EPI_ISL_4632238	-33.5057681227138	-70.5262785145641
EPI_ISL_4632244	-33.4391980344752	-70.6941954208069
EPI_ISL_4632246	-40.4138712859343	-72.7506520389874
EPI_ISL_4632247	-33.4332524655448	-70.6640600002356
EPI_ISL_4632248	-33.4089863748071	-70.5327902059284
EPI_ISL_4632250	-37.0209034097461	-71.3043786594186
