taxa	lat	long
EPI_ISL_12144474	-33.5258701417414	-70.6279048895062
EPI_ISL_2391141	-35.7784041267566	-70.9275548763349
EPI_ISL_2391172	-33.4508761870338	-70.9369462597149
EPI_ISL_2391209	-27.8758668383879	-70.2894915798887
EPI_ISL_2892685	-27.7098012013251	-70.7114308685531
EPI_ISL_2892724	-36.8716160314296	-73.0373118959032
EPI_ISL_2892855	-34.1345854545869	-70.7768442277133
EPI_ISL_2892903	-33.5519834350389	-70.8004134431293
EPI_ISL_2892911	-33.3753545623963	-70.9158400145933
EPI_ISL_2894948	-34.1773833590616	-70.7796534746811
EPI_ISL_3185526	-33.548515374486	-70.6380338060975
EPI_ISL_3262676	-36.949964041797	-73.1434877106737
EPI_ISL_3262713	-33.5636434979429	-70.7344953582085
EPI_ISL_3368419	-37.7564469558091	-72.2975242835616
EPI_ISL_3537162	-37.0081419885156	-73.0687255996805
EPI_ISL_3537304	-36.9786494801069	-72.9966210852826
EPI_ISL_3537305	-36.9848887577434	-73.0869896783681
EPI_ISL_3537306	-36.9770567208315	-73.1072450053445
EPI_ISL_3537327	-37.4932895427056	-72.1162643104273
EPI_ISL_3982392	-38.3051270593096	-73.2291402545903
EPI_ISL_3987871	-37.3863645571828	-72.3744372517808
EPI_ISL_3987872	-37.4368748890548	-72.4537868851189
EPI_ISL_3987873	-37.4115240962883	-72.2298850468639
EPI_ISL_3988275	-37.5132549780617	-72.2940754056199
EPI_ISL_3988278	-37.308931499996	-72.230216888772
EPI_ISL_3988279	-37.5574669413272	-72.1903808015812
EPI_ISL_3988280	-37.2606662065029	-72.265120106136
EPI_ISL_4005164	-37.2508159909522	-72.1887997180178
EPI_ISL_4005168	-37.4721581267628	-72.6552133262596
EPI_ISL_4005169	-37.3070490821261	-72.338403771501
EPI_ISL_4005170	-37.4508061272768	-72.169509222798
EPI_ISL_4630507	-37.5291287073543	-72.591657963439
EPI_ISL_4630508	-37.3842490683177	-72.3778000197386
EPI_ISL_4630509	-37.4456842556166	-72.3663459293004
EPI_ISL_4630511	-37.3699833914246	-72.4561821696146
EPI_ISL_4631953	-36.9366745718265	-73.0075957625806
EPI_ISL_4631962	-36.7946941462616	-73.1398137905393
EPI_ISL_4631966	-37.2221298206075	-72.2297499863876
EPI_ISL_4632410	-37.3681346264339	-72.1261491237617
EPI_ISL_4632411	-37.3444790718777	-72.2452856649956
EPI_ISL_4632412	-37.5086830865741	-72.4670168943713
EPI_ISL_4632435	-33.7027605025352	-71.2274470623423
EPI_ISL_4632475	-37.347583413635	-72.24464571117
EPI_ISL_4632683	-37.1055799405138	-71.6812912743934
EPI_ISL_4635797	-37.2878197816478	-72.3505355503567
EPI_ISL_4636045	-37.383582005783	-72.1541758418875
EPI_ISL_4636049	-37.0598889607037	-72.402151693871
EPI_ISL_4636053	-37.6412960214953	-73.4457745229386
EPI_ISL_4636567	-37.294030729705	-72.4404039290135
EPI_ISL_4636568	-37.3047552818068	-72.2209151429011
EPI_ISL_4636569	-37.432936613833	-72.3697596541972
EPI_ISL_4636570	-37.3656062694321	-72.3580919812442
EPI_ISL_4636571	-37.3588682668301	-72.1885926033638
EPI_ISL_4653008	-36.899887654524	-72.9971403043092
EPI_ISL_4654026	-37.1061770738067	-72.3568994534631
EPI_ISL_4654036	-37.518529866396	-72.1993976876126
EPI_ISL_4654042	-37.3696533531531	-72.329677474735
EPI_ISL_4654043	-37.3159450598907	-72.149882988606
EPI_ISL_4654050	-37.387010380837	-72.6008161709709
EPI_ISL_4654064	-37.5898778519019	-72.2828519915473
EPI_ISL_4655149	-37.3803145331869	-72.4000241343275
EPI_ISL_4655150	-37.2861346206798	-72.4742384287152
EPI_ISL_4655158	-37.442629577104	-72.5657103182906
EPI_ISL_4655159	-37.3676255397351	-72.2657992676317
EPI_ISL_4655161	-37.2419011022409	-72.4799903083061
EPI_ISL_4655162	-37.5467365814476	-72.4602207350988
EPI_ISL_4655172	-37.4188602574209	-71.8714315191946
EPI_ISL_4658071	-36.7507191733556	-73.0054052018902
EPI_ISL_4658075	-37.2457017769937	-72.4484511948407
EPI_ISL_4658080	-37.4663756670994	-72.2635546444843
EPI_ISL_4659734	-37.2186501233826	-72.3178331959582
EPI_ISL_4659747	-37.4600780148388	-72.1427405815912
EPI_ISL_4659748	-37.4366721397831	-72.3041787543293
EPI_ISL_4704333	-37.3018983026492	-72.3503472155962
EPI_ISL_5010826	-37.227367294956	-72.445095166871
EPI_ISL_5431368	-37.4769297874126	-72.6178598952738
EPI_ISL_5431383	-37.4413283783812	-71.9614880096748
EPI_ISL_5431384	-37.3635598180612	-71.8049680545899
EPI_ISL_5431388	-37.1914388912163	-72.9239751580214
EPI_ISL_5544329	-37.4708321840658	-72.4192869220222
