taxa	lat	long
EPI_ISL_12144354	-37.7301708636432	-72.7314404969126
EPI_ISL_12144389	-37.477504549048	-72.758510627108
EPI_ISL_12144391	-36.8108325925862	-72.9455459516045
EPI_ISL_12144393	-37.268597247809	-72.6286163713156
EPI_ISL_12144394	-37.2279754464327	-72.3819343500605
EPI_ISL_12144485	-33.7134685859215	-70.738620051597
EPI_ISL_12144486	-33.527433884558	-70.5425560823964
EPI_ISL_12144490	-33.4852808848822	-70.5654873676025
EPI_ISL_12144496	-33.5216187023569	-70.6316486834634
EPI_ISL_12144501	-33.4377150588682	-70.6351508883589
EPI_ISL_12144517	-33.4379094477741	-70.3809019625665
EPI_ISL_12144523	-33.5620559346396	-70.6654703557817
EPI_ISL_12144527	-33.6318044841898	-70.6119869756072
EPI_ISL_12144596	-33.0297496778769	-71.5079649529997
EPI_ISL_12144598	-33.0245645599154	-71.5562262500248
EPI_ISL_12144599	-33.042129763847	-71.5589655050941
EPI_ISL_12145270	-33.3735101904433	-71.6360387994385
EPI_ISL_3987627	-33.3987697024271	-70.4911610238767
EPI_ISL_3987701	-33.4376052762161	-70.65181027088
EPI_ISL_3987703	-33.3270160861615	-70.4294470401016
EPI_ISL_3987859	-33.6089672385039	-70.9145085214025
EPI_ISL_4628776	-33.4328606670982	-70.6104245538379
EPI_ISL_4631736	-32.99919157951	-70.8390417180935
EPI_ISL_4631777	-33.0949564270793	-70.8706029032445
EPI_ISL_4631786	-32.9556105037979	-70.8064347182475
EPI_ISL_4631799	-33.1555719180494	-70.9234963651285
EPI_ISL_4632022	-33.6894526075153	-70.8371648370458
EPI_ISL_4632033	-33.2397775134011	-70.8065305393282
EPI_ISL_4632041	-33.4043040829819	-70.7094376796424
EPI_ISL_4632044	-33.4174015350218	-70.7525871786709
EPI_ISL_4632226	-33.6099034631457	-70.8433707997574
EPI_ISL_4632286	-33.3639636194398	-70.5581628352572
EPI_ISL_4632301	-33.4372635885128	-70.5365810624427
EPI_ISL_4632353	-33.5646313187457	-70.7990303568472
EPI_ISL_4632586	-33.4303867961479	-70.626467468381
EPI_ISL_4635477	-33.3988127915351	-70.5969539580803
EPI_ISL_4635504	-33.4894725998687	-70.5483312953061
EPI_ISL_4635524	-33.4926330333377	-70.5752519595773
EPI_ISL_4636114	-33.4383241145241	-70.6815519629279
EPI_ISL_4636117	-33.6057231560853	-70.918243911725
EPI_ISL_4636118	-33.6165126886451	-70.8725686378563
EPI_ISL_4636119	-33.5676343276366	-70.8150394828086
EPI_ISL_4636121	-33.5935055272813	-70.9047260411272
EPI_ISL_4636462	-35.041464289557	-71.2218274662194
EPI_ISL_4636471	-33.6453124121948	-70.86596539184
EPI_ISL_4636472	-33.687896151936	-70.9440552815175
EPI_ISL_4636475	-33.3920713415721	-70.5063329932212
EPI_ISL_4636509	-34.3462446400486	-71.0880845739794
EPI_ISL_4636545	-33.5540666906902	-70.6186550425178
EPI_ISL_4636576	-33.4181272090257	-70.5292855894441
EPI_ISL_4636593	-33.3968233452726	-70.5297849727729
EPI_ISL_4636614	-33.4601158593711	-70.6676602766376
EPI_ISL_4652609	-33.3950765230804	-70.5724635341596
EPI_ISL_4652613	-33.3677786525698	-70.5878609466644
EPI_ISL_4652768	-33.366696950288	-70.5762235704373
EPI_ISL_4652839	-33.5525434819795	-70.8708765244581
EPI_ISL_4652843	-33.478770987017	-70.667431163935
EPI_ISL_4652844	-33.4438569599909	-70.6451690577009
EPI_ISL_4653970	-33.6034685858389	-70.5202857310192
EPI_ISL_4654128	-37.4777308570407	-72.6860518001719
EPI_ISL_4654135	-33.6154081751096	-70.6039106923089
EPI_ISL_4654139	-37.4985784856652	-72.4441690337112
EPI_ISL_4654145	-37.8417308469005	-72.3206070083334
EPI_ISL_4654151	-33.6014794782132	-70.5690889629398
EPI_ISL_4654158	-37.441735686386	-72.4336057454131
EPI_ISL_4654159	-37.6531650775261	-72.4498831808689
EPI_ISL_4654185	-37.4801150862214	-72.1522860446149
EPI_ISL_4654287	-33.6889411135091	-70.8160709712615
EPI_ISL_4654333	-33.4362551594688	-70.6872716894856
EPI_ISL_4654344	-33.5253672408695	-70.652752132138
EPI_ISL_4654345	-33.5288300298275	-70.5995615386453
EPI_ISL_4654363	-33.5496238346808	-70.5933310236705
EPI_ISL_4655006	-37.8259441678032	-72.3216957996523
EPI_ISL_4655015	-37.9132493562699	-72.1545835305864
EPI_ISL_4655017	-37.6934011692911	-72.1271578470876
EPI_ISL_4655021	-37.6170647968273	-72.3067677571386
EPI_ISL_4655022	-38.0338290239221	-72.3150367720755
EPI_ISL_4655641	-36.3438821615285	-72.0837552047314
EPI_ISL_4655645	-33.34076312933	-70.7000397632924
EPI_ISL_4655850	-33.5117396322038	-70.7376173612054
EPI_ISL_4655997	-33.5078168763983	-70.8347822330165
EPI_ISL_4656054	-33.404606289364	-70.5358766442153
EPI_ISL_4656073	-33.4248128521691	-70.5799710152369
EPI_ISL_4656090	-34.1001761791253	-70.8404012636613
EPI_ISL_4656218	-33.5010750518644	-70.5610689779525
EPI_ISL_4656336	-33.4445878670129	-70.6704000965827
EPI_ISL_4656345	-33.5420151423912	-70.6866391577745
EPI_ISL_4656352	-33.3464494769515	-70.7654412270728
EPI_ISL_4656374	-33.4145685759446	-70.5592226222667
EPI_ISL_4656381	-33.4286971427504	-70.4817760694274
EPI_ISL_4656406	-33.5269972188633	-70.5290996857959
EPI_ISL_4656426	-24.2651532102237	-68.6085488971981
EPI_ISL_4656430	-40.1419862199279	-72.8654120380056
EPI_ISL_4657994	-33.4392878102363	-70.5853181398592
EPI_ISL_4658000	-33.489591331263	-70.6850127490377
EPI_ISL_4658001	-33.4553714944889	-70.6731795657337
EPI_ISL_4658121	-33.5032777365278	-70.6649924141193
EPI_ISL_4658359	-33.4623426768103	-70.6974847033231
EPI_ISL_4658391	-37.5298839342134	-72.2063446617858
EPI_ISL_4658401	-37.3064547642531	-72.2380502284354
EPI_ISL_4658545	-33.1810937684124	-70.4022251848263
EPI_ISL_4658572	-33.5392100473489	-70.8991063620314
EPI_ISL_4658615	-33.619820028331	-70.7222094046541
EPI_ISL_4658654	-33.5785797694113	-70.833066164965
EPI_ISL_4658664	-33.4803912251508	-70.6536090853694
EPI_ISL_4659608	-33.4509707293053	-70.6905111163882
EPI_ISL_4659626	-33.377787456691	-70.920280365375
EPI_ISL_4659800	-41.2015452791314	-72.6858890428624
EPI_ISL_4659829	-34.6781186955907	-71.1733844360194
EPI_ISL_4704198	-33.621435305692	-70.8745397658039
EPI_ISL_4704251	-33.4605528476328	-70.6520205273147
EPI_ISL_4704414	-37.3358489949301	-72.1591822573823
EPI_ISL_4704484	-37.5564740251964	-72.8590141257473
EPI_ISL_5010678	-37.3134996668758	-72.3221304705286
EPI_ISL_5010680	-37.5423756958201	-72.9599243318402
EPI_ISL_5010681	-37.5378611257829	-72.9284351719721
EPI_ISL_5010682	-37.5208703269715	-72.5337402330455
EPI_ISL_5010687	-37.5165297586786	-72.4469987380465
EPI_ISL_5010724	-33.1021253980861	-71.705450542909
EPI_ISL_5010746	-33.5329906884231	-70.6582735523517
EPI_ISL_5010748	-37.7206472949485	-72.5818890267294
EPI_ISL_5010749	-33.4624366108729	-70.5431803740516
EPI_ISL_5010750	-33.4546353364102	-70.6187691690137
EPI_ISL_5010752	-33.4849479312654	-70.5804014894991
EPI_ISL_5010753	-33.474395339097	-70.5355375468349
EPI_ISL_5010754	-33.4934530948745	-70.564899905969
EPI_ISL_5010755	-33.4829218602485	-70.5779405336843
EPI_ISL_5010769	-33.4510396141891	-70.6033340156726
EPI_ISL_5010772	-33.3909052456354	-70.5335083933277
EPI_ISL_5010776	-33.3999499227685	-70.8114178515062
EPI_ISL_5010777	-33.4614051657721	-70.741774851597
EPI_ISL_5010780	-33.3730493908917	-70.7847610638376
EPI_ISL_5010783	-33.3985100188118	-70.8856372491258
EPI_ISL_5010786	-33.5219971239609	-70.6017497733262
EPI_ISL_5010787	-33.6134439146286	-70.6989062086647
EPI_ISL_5010791	-34.1666871754552	-70.7235933433717
EPI_ISL_5010807	-37.3303886093944	-72.5570941740673
EPI_ISL_5010809	-37.2113210547918	-72.3601545628687
EPI_ISL_5010815	-37.5794240287696	-72.6822508415927
EPI_ISL_5010821	-37.5492962603646	-73.002142440545
EPI_ISL_5010842	-33.5510207948289	-70.8684440707745
EPI_ISL_5010843	-33.5414573902321	-70.893616727437
EPI_ISL_5010849	-33.5430942643821	-70.9083337358668
EPI_ISL_5010851	-33.554401155693	-70.8841273105589
EPI_ISL_5010852	-33.5629836790498	-70.9080628728054
EPI_ISL_5010862	-33.3994265333596	-70.6456404152706
EPI_ISL_5010873	-33.4716256442227	-70.5319482311827
EPI_ISL_5010942	-33.4827617712549	-70.6718486499339
EPI_ISL_5011056	-33.5464625986152	-70.6247793091324
EPI_ISL_5011085	-33.5303783688562	-70.6377407785603
EPI_ISL_5011201	-33.4586830286029	-70.6045316674765
EPI_ISL_5011347	-33.5179943307175	-70.6801378881362
EPI_ISL_5011372	-33.4879950805172	-70.681435475824
EPI_ISL_5011409	-27.2840084799108	-68.9921045556417
EPI_ISL_5011571	-33.4158854694901	-70.7032371677015
EPI_ISL_5011617	-33.4302864113063	-70.6669259990121
EPI_ISL_5011623	-33.4614680420484	-70.6437151843181
EPI_ISL_5011632	-33.4459527465488	-70.6759697168579
EPI_ISL_5011636	-33.4619689402569	-70.6486325186314
EPI_ISL_5011730	-33.4969268737625	-70.6806765351328
EPI_ISL_5011838	-33.148173933172	-71.6607946971507
EPI_ISL_5011873	-37.3044449336521	-72.178338305664
EPI_ISL_5411134	-33.5227385990498	-70.6768038608267
EPI_ISL_5411142	-33.7219682561268	-70.7265076133803
EPI_ISL_5411144	-33.5885563400747	-70.519915559926
EPI_ISL_5411146	-33.5233376921355	-70.5195458645442
EPI_ISL_5411155	-33.2963607180786	-70.7756404622185
EPI_ISL_5411163	-33.6337865324712	-70.6688142853401
EPI_ISL_5411164	-38.035367027856	-72.9802368484207
EPI_ISL_5411165	-37.7346465817711	-72.7087636436721
EPI_ISL_5411201	-33.5494963911088	-70.63797438012
EPI_ISL_5411208	-33.5185315683783	-70.6870631224825
EPI_ISL_5411233	-33.5646841700003	-70.8362721036788
EPI_ISL_5411236	-33.5410328258856	-70.9017005928583
EPI_ISL_5411268	-33.5027380192591	-70.555402607473
EPI_ISL_5411276	-33.4192624767602	-70.6852719685134
EPI_ISL_5411277	-33.5643156811261	-70.8892620812141
EPI_ISL_5411281	-37.7950403462731	-72.7280104914059
EPI_ISL_5411282	-37.7078577967421	-72.7691059785261
EPI_ISL_5411285	-38.0317490205974	-73.0483677435208
EPI_ISL_5411319	-39.7909832764855	-73.0513338711748
EPI_ISL_5411323	-33.5665892844331	-70.6487319089268
EPI_ISL_5411327	-33.6337697704726	-70.6035320605322
EPI_ISL_5421830	-34.0882511245994	-70.8534696704983
EPI_ISL_5421831	-34.1751331254417	-70.7717088243477
EPI_ISL_5431275	-24.8042675930012	-68.8937336308487
EPI_ISL_5431282	-37.7331300105485	-72.6993677588722
EPI_ISL_5431286	-37.821672379031	-72.6576507284128
EPI_ISL_5431288	-33.6140592562461	-70.6371229113454
EPI_ISL_5431338	-37.4642380261317	-72.1766599090559
EPI_ISL_5431341	-37.3214797862425	-72.3251557230024
EPI_ISL_5431344	-37.3573016578725	-72.1196675340083
EPI_ISL_5431353	-37.3481572714418	-72.6180027761983
EPI_ISL_5431361	-37.4530192472705	-72.3077110343103
EPI_ISL_5431363	-37.4455912793251	-72.5989629557565
EPI_ISL_5431364	-37.5092663969657	-72.2193553280424
EPI_ISL_5431369	-37.524411243957	-72.573491174585
EPI_ISL_5431372	-37.3826703555659	-72.4362824134567
EPI_ISL_5431373	-37.2734911208714	-72.622815615005
EPI_ISL_5431374	-37.3626823389196	-72.2002083982023
EPI_ISL_5431375	-37.3710886501175	-72.3939775999097
EPI_ISL_5431376	-37.4290638794196	-72.6356476275209
EPI_ISL_5431378	-37.4819879228263	-72.6375562994746
EPI_ISL_5431379	-37.4046133279954	-72.3623991815086
EPI_ISL_5431380	-37.4654755418084	-72.4190489614164
EPI_ISL_5431381	-37.4788640620269	-72.4255541080828
EPI_ISL_5431423	-40.1565313969636	-72.7980077468054
EPI_ISL_5431425	-40.0741400648551	-72.6446720770214
EPI_ISL_5431430	-39.8170886521362	-73.1322045436771
EPI_ISL_5431432	-40.0687561757014	-72.6951255538253
EPI_ISL_5431436	-33.4357356679622	-70.6869531267692
EPI_ISL_5431438	-34.7446132116838	-71.2990534283915
EPI_ISL_5431445	-33.9747681792099	-70.506962688991
EPI_ISL_5431456	-34.1425104383398	-70.8693885449344
EPI_ISL_5431458	-33.959047554096	-70.4792777675827
EPI_ISL_5431466	-34.1239491892253	-70.7615964213353
EPI_ISL_5431467	-34.142886950245	-70.8704260831206
EPI_ISL_5431478	-33.4522202706159	-70.6088099292726
EPI_ISL_5431485	-33.4074112602315	-70.9748389273184
EPI_ISL_5431488	-33.5568274339659	-70.6609872771055
EPI_ISL_5431490	-33.5333794395941	-70.6790340528408
EPI_ISL_5431505	-33.4418836564738	-70.7381823687775
EPI_ISL_5431506	-33.4391663183587	-70.7167128018137
EPI_ISL_5431507	-33.4376890572208	-70.7158794060203
EPI_ISL_5431517	-33.5750080534437	-70.8774325816441
EPI_ISL_5431521	-33.5775735683781	-70.9102117701243
EPI_ISL_5431526	-33.4415963385709	-70.7291815485931
EPI_ISL_5431527	-33.4532570141806	-70.5832257610391
EPI_ISL_5431528	-33.4715852771757	-70.5349123926527
EPI_ISL_5431530	-33.4675041024887	-70.5710822859843
EPI_ISL_5431531	-33.4661227482147	-70.5509778789257
EPI_ISL_5431532	-33.5354072808707	-70.6292982455583
EPI_ISL_5431534	-33.4414990847072	-70.598600492217
EPI_ISL_5431537	-33.4514966446138	-70.8705121863565
EPI_ISL_5431538	-33.442285074834	-70.910513465144
EPI_ISL_5431540	-33.4596502428468	-70.8084431058373
EPI_ISL_5431548	-33.4144932310907	-70.6947677943626
EPI_ISL_5431551	-33.3988279276343	-70.655822732811
EPI_ISL_5431553	-33.4021309948622	-70.6944162572058
EPI_ISL_5431555	-33.6197217216443	-70.6611215119068
EPI_ISL_5431556	-33.597547552583	-70.6934183006662
EPI_ISL_5431559	-33.5483365920314	-70.6873309830374
EPI_ISL_5431560	-33.5127818962819	-70.6187262718194
EPI_ISL_5431561	-33.5035635775702	-70.6510923684984
EPI_ISL_5431572	-33.4545795024987	-70.7319422741292
EPI_ISL_5431573	-33.6121208777329	-70.8803111475817
EPI_ISL_5431574	-33.4533371116739	-70.7178110995928
EPI_ISL_5431575	-33.4440414470789	-70.7359547057461
EPI_ISL_5431581	-33.4479865493147	-70.5973872262178
EPI_ISL_5431598	-33.0656721832585	-71.256220613244
EPI_ISL_5431600	-33.0871914454809	-70.9199454601244
EPI_ISL_5431607	-33.0366429570584	-71.4895169444886
EPI_ISL_5543916	-33.3533696940039	-70.2954257711617
EPI_ISL_5543923	-33.1566945578707	-70.3005304585427
EPI_ISL_5543951	-29.8547808353984	-71.1862708761493
EPI_ISL_5544159	-34.1325951506633	-70.7304015477024
EPI_ISL_5544201	-37.2569105260608	-72.3387943190083
EPI_ISL_5544209	-18.3390035382674	-70.1061066999781
EPI_ISL_5544236	-18.4715113991408	-69.7916209329438
EPI_ISL_5544286	-18.7492603683265	-69.7476048745407
EPI_ISL_5544294	-18.4677446935055	-69.9087302956843
EPI_ISL_5544299	-40.1523239972685	-73.3466191129199
EPI_ISL_5545696	-37.7134883600826	-72.7408771806035
