taxa	lat	long
EPI_ISL_3341947	-32.98806575033	-71.5378337654687
EPI_ISL_3365117	-33.1439492181917	-71.6811214360607
EPI_ISL_3368908	-32.9394162640111	-71.4590163429546
EPI_ISL_3537156	-33.4581605429223	-70.6690277946763
EPI_ISL_3537299	-33.4691191463248	-70.6701198573819
EPI_ISL_3537365	-40.9308841026941	-73.0379922996671
EPI_ISL_3987625	-40.8964055032771	-73.0960729727162
EPI_ISL_4005076	-40.9700799972741	-73.0709943572356
EPI_ISL_4631968	-39.202873073489	-71.7410957655267
EPI_ISL_4632050	-33.5563807365619	-70.8119336195733
EPI_ISL_4632051	-33.5682943735804	-70.904797353049
EPI_ISL_4632222	-39.8127276452904	-73.1438513406775
EPI_ISL_4632223	-39.7727271131653	-73.3869347835683
EPI_ISL_4632224	-33.487793905117	-70.7876574460306
EPI_ISL_4632269	-39.8592779168626	-73.0743482663701
EPI_ISL_4632294	-39.8683567506442	-73.1092099666712
EPI_ISL_4632295	-39.7965680133439	-73.339323715647
EPI_ISL_4632319	-39.3165079533339	-71.7333878865666
EPI_ISL_4632347	-39.3530976880163	-71.9359269023047
EPI_ISL_4632354	-39.3047427904149	-71.8026230429177
EPI_ISL_4632355	-39.1996226086339	-71.6241716534989
EPI_ISL_4632496	-33.4589860838937	-70.5404281965503
EPI_ISL_4632498	-33.4584267561142	-70.657506369339
EPI_ISL_4632503	-33.4598124044325	-70.6366305546296
EPI_ISL_4632522	-33.4364284761597	-70.6735505349773
EPI_ISL_4632566	-33.4545407712854	-70.5940416963923
EPI_ISL_4632576	-39.7658949276729	-73.2791974450768
EPI_ISL_4632669	-39.2373674184359	-71.6973583179584
EPI_ISL_4635514	-39.2473441272256	-71.7940746486043
EPI_ISL_4635583	-39.2001364600399	-71.767240289413
EPI_ISL_4636504	-34.1574528377754	-71.3323152452255
EPI_ISL_4636505	-34.144591806482	-71.3610860538994
EPI_ISL_4636572	-33.5566539331736	-70.8218427300241
EPI_ISL_4636573	-33.5728639894132	-70.846647956038
EPI_ISL_4636574	-33.5720093178458	-70.8657706152957
EPI_ISL_4636575	-33.5583689756301	-70.8745488475438
EPI_ISL_4636578	-39.8459262643546	-73.2397232457147
EPI_ISL_4636588	-33.5114057084007	-70.6471853716407
EPI_ISL_4653484	-39.36066521965	-71.8215580784635
EPI_ISL_4653500	-39.2269614540623	-71.9975090544862
EPI_ISL_4653501	-39.305455638714	-71.9613259199846
EPI_ISL_4653509	-39.3799406967388	-71.8393270993986
EPI_ISL_4653596	-39.3720505998072	-72.1936605820269
EPI_ISL_4654167	-37.4247076223491	-72.298383455292
EPI_ISL_4654192	-37.3942469060483	-72.5004229988251
EPI_ISL_4655046	-33.440664030489	-70.7371912198274
EPI_ISL_4655121	-39.7414959480236	-73.0171746696528
EPI_ISL_4655640	-33.3777500934079	-70.7025854314457
EPI_ISL_4655721	-34.8619715651642	-71.1026928872916
EPI_ISL_4658564	-35.4468919801905	-71.5965113918702
EPI_ISL_4659768	-39.2239660343721	-71.8576953551761
EPI_ISL_5010698	-33.050133051713	-71.2400639231932
EPI_ISL_5010715	-36.5274446167168	-72.045932922405
EPI_ISL_5010722	-39.2789491249915	-71.7200062101894
EPI_ISL_5010794	-33.461083959966	-70.6469454967365
EPI_ISL_5010820	-36.7310532301848	-72.9566652009014
EPI_ISL_5411186	-33.0513353262198	-71.2586478414709
EPI_ISL_5411187	-33.0266688781773	-71.3260364785671
EPI_ISL_5431295	-39.461302498871	-72.203908922136
EPI_ISL_5431296	-39.3088488476189	-71.8769108432953
EPI_ISL_5431437	-36.5542573818113	-72.1200501864487
EPI_ISL_5431497	-33.4091579598834	-70.5836400781545
EPI_ISL_5431541	-36.6175838387422	-72.2664542762349
EPI_ISL_5431606	-33.0724514155262	-71.210632841667
EPI_ISL_5544715	-33.586517062392	-70.5602384207664
EPI_ISL_5544741	-33.568313776725	-70.577130697883
