taxa	lat	long
EPI_ISL_12144489	-33.5123341305188	-70.6145498184555
EPI_ISL_12144509	-33.4465936042478	-70.6296677129716
EPI_ISL_12144513	-33.3766910232575	-70.4854167324938
EPI_ISL_12144518	-33.4288920771217	-70.2950610419259
EPI_ISL_4632015	-39.3501761731272	-72.5878351385531
EPI_ISL_4632023	-18.3890336790746	-70.1213737499629
EPI_ISL_4632024	-18.553107423745	-70.2333689069128
EPI_ISL_4632025	-18.7151928147997	-69.8632511573977
EPI_ISL_4632026	-18.3750911870611	-70.0759177845068
EPI_ISL_4632029	-22.3870518675741	-68.5934105329185
EPI_ISL_4632030	-18.702926992833	-69.6261339887442
EPI_ISL_4632036	-18.3628485362774	-70.1400165017302
EPI_ISL_4632037	-33.4145344403257	-70.5347390388743
EPI_ISL_4632042	-18.6455549948656	-69.9396934097691
EPI_ISL_4632046	-18.5279925145028	-70.3182966564697
EPI_ISL_4632047	-18.5906944766725	-69.8844012633678
EPI_ISL_4632048	-18.5534563722621	-69.8253910092143
EPI_ISL_4632053	-20.2569769762871	-70.0363755017219
EPI_ISL_4632225	-27.4444637243729	-69.0062135607968
EPI_ISL_4632227	-28.913133226591	-70.7437121947724
EPI_ISL_4632369	-20.2078213851431	-70.1550469668964
EPI_ISL_4632370	-22.5066868467997	-68.5782262928474
EPI_ISL_4632371	-18.2694708999962	-69.7971821001245
EPI_ISL_4632441	-23.9832767424316	-69.0283281319665
EPI_ISL_4632492	-24.666684961609	-69.2883119369305
EPI_ISL_4632493	-29.8071079738408	-71.1540006367671
EPI_ISL_4632494	-33.5773183760913	-70.6073334392394
EPI_ISL_4632508	-35.8907506437051	-70.714324691778
EPI_ISL_4632513	-23.5953012225023	-70.2856322805012
EPI_ISL_4632565	-23.9560628311648	-68.9678859550256
EPI_ISL_4632585	-41.6027480119634	-72.6854029554132
EPI_ISL_4635485	-18.7171256969161	-69.7622971224317
EPI_ISL_4635486	-18.6842608030601	-69.947148008678
EPI_ISL_4635497	-24.6036830435584	-69.8544615443009
EPI_ISL_4635550	-18.8793335875583	-69.8151876417614
EPI_ISL_4635551	-30.1626590971977	-71.3326178238644
EPI_ISL_4635554	-18.7993353161682	-69.9994102365941
EPI_ISL_4635555	-18.2468205001443	-69.8683932385143
EPI_ISL_4635556	-18.5464905975367	-69.7073102489201
EPI_ISL_4635563	-24.1681294051521	-69.6451518893198
EPI_ISL_4635566	-23.9120384912492	-68.7887792006809
EPI_ISL_4635587	-29.9034253556458	-71.25321110686
EPI_ISL_4635769	-33.5512040515128	-70.6401180411551
EPI_ISL_4636115	-33.627080110807	-70.6030272676755
EPI_ISL_4636116	-22.3030958571519	-68.7610851031401
EPI_ISL_4636148	-24.0158751594875	-68.883635655109
EPI_ISL_4636152	-34.1081529492647	-70.3176167996395
EPI_ISL_4636155	-35.4610473484409	-71.6210589042368
EPI_ISL_4636158	-21.9103721542647	-70.1659245133543
