taxa	lat	long
EPI_ISL_12144443	-39.795880535692	-73.2215161918789
EPI_ISL_12144584	-32.6929327245575	-70.8069503908263
EPI_ISL_12144587	-32.8360269418699	-70.9320429859793
EPI_ISL_1470444	-33.5235283706056	-70.8140834494007
EPI_ISL_1470447	-33.2426171423635	-70.771204908279
EPI_ISL_1541065	-33.4233740547999	-70.7399799121665
EPI_ISL_1633401	-45.014091977435	-72.1422024025686
EPI_ISL_2009240	-38.6673891387132	-72.6638774969629
EPI_ISL_2009241	-38.7206411728234	-72.6105207832123
EPI_ISL_2009641	-36.8055890572094	-73.067661621391
EPI_ISL_2391041	-33.1127350537696	-71.5924151719249
EPI_ISL_2391050	-45.6265735224348	-71.7788685602348
EPI_ISL_2391055	-45.765857972082	-72.0086369492874
EPI_ISL_2391060	-45.5686768982874	-72.0617594862655
EPI_ISL_2391063	-45.884199407885	-71.7909110860211
EPI_ISL_2391201	-37.0062769746879	-73.1775132855286
EPI_ISL_2391335	-34.0930200004214	-70.7251521292704
EPI_ISL_2391339	-34.1081136330432	-70.7520210646162
EPI_ISL_2391358	-45.6849375784421	-72.1217367311606
EPI_ISL_2391405	-33.5517753155134	-70.6191655027515
EPI_ISL_2391406	-33.5346437891417	-70.6427672894299
EPI_ISL_2391410	-33.5461972719266	-70.6170294613322
EPI_ISL_2391465	-36.617135057314	-72.935869502835
EPI_ISL_2508568	-45.0898551219018	-71.5567827497516
EPI_ISL_2508569	-45.5655073393841	-72.2795500496521
EPI_ISL_2508573	-45.9584787513141	-72.2529275041506
EPI_ISL_2508574	-45.6137894404916	-71.8336921969346
EPI_ISL_2508581	-39.4728576946149	-72.6453564099712
EPI_ISL_2509295	-45.4061862995227	-72.1113051725259
EPI_ISL_2509298	-45.1880768470492	-71.9206380490965
EPI_ISL_2597303	-46.0758483711617	-71.9788673344296
EPI_ISL_2597304	-45.8356366393655	-72.26239458227
EPI_ISL_2597307	-45.2993892722963	-72.0311059250416
EPI_ISL_2597308	-46.4451839254508	-74.4020132594412
EPI_ISL_2663606	-34.2201745900241	-70.899303697477
EPI_ISL_2756086	-34.0873123636713	-70.8541536614461
EPI_ISL_2756087	-34.1394574062136	-70.6886186353456
EPI_ISL_2756093	-34.1796670576079	-70.7914712621619
EPI_ISL_2756135	-34.157705382015	-70.8438290861625
EPI_ISL_2756156	-34.1565445570362	-70.7529249168912
EPI_ISL_2892714	-45.3065737492021	-71.7764099409053
EPI_ISL_2892716	-45.0436008556949	-71.9489537113749
EPI_ISL_2892717	-45.9328209599977	-71.8117088986166
EPI_ISL_2892852	-34.2025511321997	-70.7233999797345
EPI_ISL_2894920	-35.6165493787168	-71.895469441907
EPI_ISL_2894946	-34.1523111334926	-70.6815989747749
EPI_ISL_2894957	-34.133727503116	-70.7687909900923
EPI_ISL_2894968	-33.6380756479801	-70.5977261630565
EPI_ISL_2894969	-33.5695335236153	-70.552194274952
EPI_ISL_3132666	-37.5000141401765	-72.718746135761
EPI_ISL_3144898	-39.9049196925025	-72.7037365739922
EPI_ISL_3144902	-45.1377930469918	-71.8287219388567
EPI_ISL_3144906	-45.3162722484885	-72.9086458617025
EPI_ISL_3144940	-40.0694878054778	-72.3659039440615
EPI_ISL_3149138	-46.0177113967761	-72.2228567856176
EPI_ISL_3185571	-33.3852122233961	-70.9033349089931
EPI_ISL_3185573	-32.6790722138047	-70.7295160288758
EPI_ISL_3185589	-32.2816562365766	-71.3333776119916
EPI_ISL_3185590	-32.2317753464802	-71.4983081113305
EPI_ISL_3185758	-36.8018032107252	-73.0063749680888
EPI_ISL_3262695	-40.5501974931035	-73.0151529665914
EPI_ISL_3368899	-40.5446452486649	-72.9809211189848
EPI_ISL_3546367	-32.9223264316202	-71.2057951758014
EPI_ISL_3982429	-32.689690164927	-70.8247575234035
EPI_ISL_3987882	-40.9248930926983	-72.8298404169316
EPI_ISL_3987883	-40.6232468911363	-73.1430652866958
EPI_ISL_3987886	-40.8345001591613	-72.863758764741
EPI_ISL_3987887	-40.5578787489811	-72.9999379871546
EPI_ISL_3987888	-40.5984199127422	-73.0564330221072
EPI_ISL_3987889	-40.5603127014551	-73.0657775040563
EPI_ISL_3987890	-40.6757107764153	-73.0017059913039
EPI_ISL_3987902	-32.7070657137227	-70.6973873870534
EPI_ISL_3987921	-24.0948301147166	-69.0559542721571
EPI_ISL_3988097	-32.631868310053	-70.7366158867145
EPI_ISL_3988098	-32.6992489817743	-70.7863678506647
EPI_ISL_3988100	-33.3967197965061	-70.6753805300519
EPI_ISL_3988101	-32.7695953052546	-70.7430742092502
EPI_ISL_3988139	-39.2764078703833	-72.2007511865885
EPI_ISL_3988243	-33.5336031109759	-70.6434845670069
EPI_ISL_4004995	-32.7039338900841	-70.8217114460375
EPI_ISL_4005062	-32.7449532008861	-70.6876292533336
EPI_ISL_4005195	-32.7753353577628	-70.7517032070271
EPI_ISL_4628782	-32.7040845565781	-70.7547012562031
EPI_ISL_4628783	-32.7754764693313	-70.734687417865
EPI_ISL_4628784	-32.7912611182208	-70.7406432790381
EPI_ISL_4628785	-32.7270124193997	-70.7423834436186
EPI_ISL_4628786	-32.693985781642	-70.6681788736801
EPI_ISL_4628787	-32.7073094435232	-70.82049754156
EPI_ISL_4628788	-32.7338657979731	-70.682675862792
EPI_ISL_4632752	-40.96654856948	-72.6673388842525
EPI_ISL_4632753	-41.0845702911124	-72.6608295199322
EPI_ISL_4632759	-41.0007754789576	-72.9034970933786
EPI_ISL_4632760	-41.0586221887716	-72.6736249194721
EPI_ISL_4632766	-40.9032624583715	-72.7208620504884
EPI_ISL_4632771	-40.5637440398446	-73.1470597652533
