taxa	lat	long
EPI_ISL_11976068	-33.1560008841017	-71.5930732584015
EPI_ISL_12144411	-34.3718003810052	-71.3931288535676
EPI_ISL_12144452	-33.5293438744394	-70.6842668183147
EPI_ISL_12144459	-34.9422487756873	-71.2804511359716
EPI_ISL_12144543	-33.5400469653472	-70.6792052362912
EPI_ISL_12144549	-33.5226694088569	-70.6160557119084
EPI_ISL_12144595	-32.4925975477354	-71.4228287645406
EPI_ISL_1470443	-33.4483583054938	-70.6512104628003
EPI_ISL_1470492	-33.6159100758349	-70.6295382324212
EPI_ISL_1470500	-33.5489815643201	-70.6159171957019
EPI_ISL_1534574	-33.5376455477683	-70.639747540119
EPI_ISL_1541018	-38.7221653645036	-72.5781262231159
EPI_ISL_1541026	-34.8831418590005	-71.2006448857556
EPI_ISL_1541028	-35.4386575680054	-71.6198739659679
EPI_ISL_1541030	-35.2784869210726	-71.1220963943076
EPI_ISL_1633361	-33.4407625745153	-70.7181085900885
EPI_ISL_1633407	-38.7295383067962	-72.5363585084433
EPI_ISL_1633410	-34.1079612686948	-70.7226795923108
EPI_ISL_1633542	-33.5618177770867	-70.840747669129
EPI_ISL_1633543	-33.5440107047117	-70.8323742839121
EPI_ISL_1633546	-33.4545428929736	-70.840632724025
EPI_ISL_1712327	-35.4681169544904	-71.5182539784095
EPI_ISL_1712332	-35.435226843262	-71.6439288402328
EPI_ISL_1712334	-35.3934613160903	-71.6142090835059
EPI_ISL_2009258	-35.0552802448295	-71.1438214835199
EPI_ISL_2009259	-35.0718473432485	-71.1762437844921
EPI_ISL_2009301	-33.4675056628732	-70.653591575874
EPI_ISL_2009302	-33.4682678367267	-70.7128473577762
EPI_ISL_2009563	-35.119494162902	-72.0077513641932
EPI_ISL_2009564	-35.1039532902041	-71.0148987775832
EPI_ISL_2009566	-35.2418758341072	-71.8119003941905
EPI_ISL_2009567	-35.4788878225279	-71.7260318284153
EPI_ISL_2009636	-27.8749641091496	-70.2861164227542
EPI_ISL_2009643	-36.7902901657882	-72.9399223853104
EPI_ISL_2009644	-34.8721658585409	-71.1803301715455
EPI_ISL_2009645	-41.0317664491295	-73.1404792258743
EPI_ISL_2391020	-27.3143469689993	-69.0039081525249
EPI_ISL_2391134	-35.4197162673058	-71.6033539012252
EPI_ISL_2391138	-35.4637255809022	-71.6415280692018
EPI_ISL_2391144	-35.4376332367699	-71.6690057597628
EPI_ISL_2391195	-33.436378003397	-70.3201614276869
EPI_ISL_2391232	-33.4642614348335	-70.8226784580073
EPI_ISL_2391313	-35.4722688411242	-71.6276952162702
EPI_ISL_2391399	-33.4320403091822	-70.6580488851683
EPI_ISL_2391409	-33.5556111746091	-70.6491471216754
EPI_ISL_2391424	-33.6023531233442	-70.6388888449412
EPI_ISL_2391426	-33.9247511847128	-70.1136670831092
EPI_ISL_2391436	-38.6975263052344	-72.6799307198273
EPI_ISL_2391438	-38.7396573917185	-72.7870860411052
EPI_ISL_2391441	-33.4673946415903	-70.6730408497671
EPI_ISL_2391443	-33.502784466283	-70.6598926434407
EPI_ISL_2508587	-38.7053001169642	-72.6764797319847
EPI_ISL_2508595	-41.5895606439735	-72.7077448943926
EPI_ISL_2508598	-41.2472273791366	-73.0539402556845
EPI_ISL_2509171	-34.9654420656756	-72.0228758862704
EPI_ISL_2509174	-35.2882106470374	-71.1727282881345
EPI_ISL_2509180	-35.5019173982642	-71.7300367910134
EPI_ISL_2509182	-35.4685713714227	-71.662148736792
EPI_ISL_2509184	-34.9331790999154	-72.111053128967
EPI_ISL_2543531	-35.2703594386321	-71.8298731968883
EPI_ISL_2543532	-35.3903213162948	-71.6329662407885
EPI_ISL_2597242	-33.5468703673805	-70.6388895080893
EPI_ISL_2597243	-33.519935288897	-70.6424782411479
EPI_ISL_2597262	-33.3373974466149	-70.720293625955
EPI_ISL_2597266	-35.4178462127826	-71.6990830933275
EPI_ISL_2597302	-38.7380160299089	-72.7650867453403
EPI_ISL_2663424	-35.45730332961	-71.6222049668493
EPI_ISL_2663425	-35.121234126758	-71.9982432979809
EPI_ISL_2663555	-33.5416672460762	-70.6488511949791
EPI_ISL_2663594	-36.8217309254867	-72.9389803210447
EPI_ISL_2663608	-34.3145291873204	-71.2652666681707
EPI_ISL_2756059	-33.5319269675028	-70.6142922651729
EPI_ISL_2756065	-33.5314911550871	-70.6273827754495
EPI_ISL_2756084	-34.3536059807413	-71.2924769467658
EPI_ISL_2756096	-34.4145117597161	-71.2701952983063
EPI_ISL_2756118	-33.5168455378221	-70.5416184639279
EPI_ISL_2756146	-34.4304725936146	-71.3862700573375
EPI_ISL_2756170	-35.7330315704859	-70.5817234288727
EPI_ISL_2756174	-35.4384831046837	-71.6239146481061
EPI_ISL_2756285	-33.5461714206217	-70.6415519286355
EPI_ISL_2756298	-35.2846482200161	-71.4478669291693
EPI_ISL_2756300	-35.2187206108997	-71.2162599291815
