taxa	lat	long
EPI_ISL_12144390	-37.4924831336363	-72.4965603748355
EPI_ISL_3341919	-32.9472355499823	-71.4930614417966
EPI_ISL_3365105	-33.5535568330319	-70.7583776826341
EPI_ISL_3369285	-28.061870261261	-69.8442788630318
EPI_ISL_3369330	-27.0100242292177	-68.9821518053933
EPI_ISL_3369331	-27.9622611980321	-69.6296712633016
EPI_ISL_3369332	-27.6281300508086	-70.1087260467336
EPI_ISL_3537144	-27.4761072160662	-69.6726164898617
EPI_ISL_3537155	-34.1541745405896	-70.7890325338578
EPI_ISL_3537363	-34.1567182700643	-70.7328443806262
EPI_ISL_3537364	-34.1402070202937	-70.8505878247545
EPI_ISL_3982672	-32.9565091745352	-71.5192471130521
EPI_ISL_3987623	-34.1469102037864	-70.7166606589748
EPI_ISL_3987624	-34.1322515609991	-70.8222340702085
EPI_ISL_3987629	-34.2430757563575	-70.3407434948532
EPI_ISL_3987691	-34.1796529940442	-70.7135238768279
EPI_ISL_4628768	-34.1673579186715	-70.8284332072096
EPI_ISL_4628769	-34.1089005414546	-70.7881111307254
EPI_ISL_4628770	-34.1359051803797	-70.7656860230026
EPI_ISL_4628771	-34.0781467235388	-70.8148150190579
EPI_ISL_4628805	-34.1572064143106	-70.7620946857522
EPI_ISL_4631903	-34.1725401030167	-70.8674133320403
EPI_ISL_4631916	-34.5927681017343	-70.9653927980903
EPI_ISL_4632277	-34.1362721414169	-70.7688512061669
EPI_ISL_4632278	-34.1263814695548	-70.8018153517403
EPI_ISL_4632279	-34.2167606743001	-70.3306605746561
EPI_ISL_4632280	-34.1691919452388	-70.3674778578535
EPI_ISL_4632281	-34.3736289938771	-70.4567962208766
EPI_ISL_4632300	-34.1956252899934	-70.8158698620954
EPI_ISL_4632348	-34.213010956565	-70.7850542223496
EPI_ISL_4632349	-34.1740287900285	-70.7353668430309
EPI_ISL_4632350	-34.1409316759866	-70.7871675916499
EPI_ISL_4632351	-34.1755055994573	-70.7887389025486
EPI_ISL_4632444	-33.3707867730573	-70.5020422092453
