taxa	lat	long
EPI_ISL_12144374	-27.9337549030376	-69.5832941001344
EPI_ISL_12144400	-29.7632184680529	-71.06121742782
EPI_ISL_12144536	-33.4238272203289	-70.6567325741545
EPI_ISL_1321483	-33.5773529249792	-70.5957837253864
EPI_ISL_1470470	-36.5252986343568	-71.9991758404933
EPI_ISL_1534554	-33.5736346166034	-70.6034907663786
EPI_ISL_1534582	-33.5390402589358	-70.6415839218255
EPI_ISL_1541011	-36.6275097535496	-72.0525276972118
EPI_ISL_1541012	-36.6183418409165	-72.3985967715972
EPI_ISL_1541061	-18.4602491949175	-70.1660131497583
EPI_ISL_1633366	-20.2082387247088	-70.1641384977115
EPI_ISL_1633380	-18.7676734443116	-70.2496623059896
EPI_ISL_1633386	-18.4307105479248	-69.9582647318374
EPI_ISL_1633390	-18.3926016283992	-70.1991420822152
EPI_ISL_1633391	-18.7407595613535	-70.0954375538251
EPI_ISL_1633423	-18.4661591566033	-69.8389562740358
EPI_ISL_1633424	-18.7404146102482	-69.8965905996274
EPI_ISL_1633503	-33.549142874536	-70.6206899401672
EPI_ISL_1633519	-30.6045294604205	-71.4620587615273
EPI_ISL_1633534	-18.4333178807041	-69.9439714703774
EPI_ISL_1712315	-18.4253095303759	-69.8645873132489
EPI_ISL_1712320	-36.9579897014891	-73.1582728229297
EPI_ISL_2009298	-33.4310279004096	-70.6460093940232
EPI_ISL_2009565	-35.4686740297182	-71.6281855269135
EPI_ISL_2009638	-27.8880555382704	-70.6103647139634
EPI_ISL_2009652	-20.2108077945021	-70.1605391095853
EPI_ISL_2391018	-27.6368022923416	-70.7414629615555
EPI_ISL_2391023	-26.991120296908	-69.8873166341853
EPI_ISL_2391025	-33.4496694378438	-70.6854131757635
EPI_ISL_2391135	-35.3553149599109	-71.6591038865385
EPI_ISL_2391143	-35.3900035335266	-71.6124155281037
EPI_ISL_2391149	-24.7860986080595	-69.1205591619554
EPI_ISL_2391186	-18.2848597215558	-69.674750153429
EPI_ISL_2391188	-18.3254466914058	-69.76791392969
EPI_ISL_2391211	-27.9925468206301	-70.3097438322371
EPI_ISL_2391215	-26.9902456439745	-69.7624961777972
EPI_ISL_2391236	-40.4836402860705	-72.7341980988227
EPI_ISL_2391290	-18.3692270642224	-69.7016485664965
EPI_ISL_2391292	-18.8564596480691	-70.1184142688325
EPI_ISL_2391295	-18.6324411309399	-69.6287968989051
EPI_ISL_2391305	-35.4357459016438	-71.6569747530333
EPI_ISL_2391309	-35.3636434328222	-71.6589250882959
EPI_ISL_2391312	-35.4117024248941	-71.6080449929043
EPI_ISL_2391315	-35.4613414021463	-71.5250594915077
EPI_ISL_2391349	-28.1030255445101	-69.7049675740841
EPI_ISL_2391350	-27.5825172876196	-69.7629179355476
EPI_ISL_2391351	-27.7702451908621	-70.4699227009602
EPI_ISL_2391365	-33.6000935376554	-70.6612259615163
EPI_ISL_2391431	-36.0474333827596	-71.763634227762
EPI_ISL_2391432	-35.7211828959358	-71.4090867521076
EPI_ISL_2391434	-35.7236899967341	-71.6733317223881
EPI_ISL_2508579	-40.4770754101566	-72.7614584285289
EPI_ISL_2509317	-39.9138828395188	-72.6739661101741
EPI_ISL_2543445	-37.0017664017196	-73.0140864562317
EPI_ISL_2543466	-18.6616613009694	-69.9479585104972
EPI_ISL_2543506	-33.5429526052092	-70.6146948369755
EPI_ISL_2543590	-36.8028793957607	-73.0485354836562
EPI_ISL_2543601	-28.5196007266502	-70.7960265470659
EPI_ISL_2543606	-27.0726768208455	-69.3758370030277
EPI_ISL_2543609	-27.6509711494628	-69.8308852343624
EPI_ISL_2557253	-23.8979566330926	-70.2897373347737
EPI_ISL_2557267	-24.9860671435313	-68.7682060987023
EPI_ISL_2557278	-33.6201116996017	-70.8408364810542
EPI_ISL_2597245	-33.1945811312272	-70.2303220839893
EPI_ISL_2597251	-33.5436060102209	-70.6196323670622
EPI_ISL_2659118	-36.820552059236	-71.4793599849906
EPI_ISL_2659123	-18.7222668915246	-70.0979818684061
EPI_ISL_2663603	-34.4076662143284	-70.835413330505
EPI_ISL_2663604	-34.3265543464655	-70.9154378545077
EPI_ISL_2756102	-22.1914530354021	-70.0104014921471
EPI_ISL_2756103	-21.9815527221093	-69.9985155928688
EPI_ISL_2756107	-21.498620403831	-70.0396668916649
EPI_ISL_2756113	-22.1195218067258	-70.1187439223312
EPI_ISL_2892605	-24.5842517617523	-68.4977802277856
EPI_ISL_2892742	-36.9638942275809	-73.1566431402599
EPI_ISL_2892751	-37.1398752392821	-73.1155243136175
EPI_ISL_2892954	-33.5374038667941	-70.645432952499
EPI_ISL_3144936	-22.3624443900969	-69.9967368346228
EPI_ISL_3144938	-33.0898708404011	-71.5985337065528
EPI_ISL_3149143	-27.1787497729546	-69.0380725786093
EPI_ISL_3149144	-26.9728696937757	-69.210614117943
EPI_ISL_3185511	-27.1441965229202	-70.2966691538284
EPI_ISL_3185536	-27.4304659564616	-69.6237827087766
EPI_ISL_3185683	-27.0070788407686	-68.9858803802491
EPI_ISL_3185687	-26.6898612780636	-70.5057072664763
EPI_ISL_3185688	-26.5597889132394	-70.3915416137849
EPI_ISL_3185735	-29.9862255171567	-71.2812799325713
EPI_ISL_3185747	-36.8366384991096	-73.1492729325525
EPI_ISL_3220109	-30.2428585490294	-71.078415938934
EPI_ISL_3363517	-40.4883902473042	-72.0872407446921
EPI_ISL_3368442	-26.9282162354482	-69.9455072215042
EPI_ISL_3368443	-26.9337005679357	-69.0702272951223
EPI_ISL_3369329	-18.7025501009523	-69.7315269211102
EPI_ISL_3369424	-36.4651959570751	-71.8068774162863
EPI_ISL_3369425	-36.4331448231433	-71.9618655905299
EPI_ISL_3369429	-36.3677608062474	-72.0720054257911
EPI_ISL_3537161	-36.8130704950631	-72.959651007216
EPI_ISL_3537167	-36.9842516224279	-73.1345792172552
EPI_ISL_3546390	-40.3931088955517	-72.394751508532
EPI_ISL_3982634	-27.8422272461158	-70.649504926793
EPI_ISL_3988103	-33.5059304600573	-70.5899866162443
EPI_ISL_4005132	-36.4154777342615	-71.9995600349839
EPI_ISL_4632654	-38.7220703761346	-73.353861097704
EPI_ISL_4655535	-34.1634420914293	-70.7887511082317
