taxa	date
EPI_ISL_3358556	2021-07-11
EPI_ISL_3363681	2021-07-26
EPI_ISL_3363684	2021-07-07
EPI_ISL_3363679	2021-07-27
EPI_ISL_3363520	2021-07-26
EPI_ISL_3364881	2021-07-20
EPI_ISL_3365056	2021-07-16
EPI_ISL_3365045	2021-07-14
EPI_ISL_3365067	2021-07-20
EPI_ISL_3365082	2021-07-21
EPI_ISL_3368811	2021-07-18
EPI_ISL_3368812	2021-07-16
EPI_ISL_3368817	2021-07-17
EPI_ISL_3368437	2021-07-24
EPI_ISL_3368441	2021-07-25
EPI_ISL_3368460	2021-07-19
EPI_ISL_3368902	2021-07-12
EPI_ISL_3368903	2021-07-07
EPI_ISL_3368904	2021-07-12
EPI_ISL_3369365	2021-07-10
EPI_ISL_1470518	2021-03-22
EPI_ISL_1470514	2021-03-21
EPI_ISL_1470419	2021-03-09
EPI_ISL_1470553	2021-03-29
EPI_ISL_1470527	2021-03-28
EPI_ISL_3369369	2021-07-19
EPI_ISL_1541049	2021-04-04
EPI_ISL_1541001	2021-03-14
EPI_ISL_3536102	2021-07-30
EPI_ISL_3537351	2021-08-05
EPI_ISL_3546366	2021-07-26
EPI_ISL_3546399	2021-07-19
EPI_ISL_3369368	2021-07-13
EPI_ISL_3369422	2021-07-11
EPI_ISL_4632668	2021-08-16
EPI_ISL_12144347	2021-07-02
EPI_ISL_12144345	2021-06-27
EPI_ISL_12144414	2021-06-13
EPI_ISL_12144412	2021-06-07
EPI_ISL_12144449	2021-05-30
EPI_ISL_2391333	2021-05-10
EPI_ISL_2391344	2021-05-10
EPI_ISL_2391031	2021-04-25
EPI_ISL_2391035	2021-04-26
EPI_ISL_2391070	2021-04-24
EPI_ISL_2391034	2021-04-26
EPI_ISL_2391058	2021-04-27
EPI_ISL_2391071	2021-04-23
EPI_ISL_2391074	2021-04-23
EPI_ISL_2391140	2021-05-03
EPI_ISL_2391112	2021-04-30
EPI_ISL_2391129	2021-05-01
EPI_ISL_2391139	2021-05-03
EPI_ISL_2391175	2021-05-01
EPI_ISL_2391160	2021-05-02
EPI_ISL_2391226	2021-05-01
EPI_ISL_2391184	2021-05-03
EPI_ISL_2391204	2021-05-02
EPI_ISL_2391207	2021-05-02
EPI_ISL_2391213	2021-05-02
EPI_ISL_2391227	2021-05-03
EPI_ISL_2391231	2021-05-04
EPI_ISL_2391242	2021-05-04
EPI_ISL_2391243	2021-05-04
EPI_ISL_2391244	2021-05-04
EPI_ISL_2391245	2021-05-04
EPI_ISL_2391267	2021-05-03
EPI_ISL_2391397	2021-05-03
EPI_ISL_2391371	2021-03-15
EPI_ISL_2391422	2021-05-09
EPI_ISL_2391404	2021-05-04
EPI_ISL_2391447	2021-05-04
EPI_ISL_2391136	2021-05-03
EPI_ISL_2391179	2021-05-01
EPI_ISL_2391199	2021-05-03
EPI_ISL_2508557	2021-05-12
EPI_ISL_2508607	2021-05-09
EPI_ISL_2508584	2021-05-12
EPI_ISL_2508592	2021-05-10
EPI_ISL_2508591	2021-05-11
EPI_ISL_2509113	2021-05-09
EPI_ISL_2509144	2021-05-11
EPI_ISL_2509150	2021-05-13
EPI_ISL_2509281	2021-05-16
EPI_ISL_2509172	2021-05-16
EPI_ISL_2509175	2021-05-16
EPI_ISL_2509176	2021-05-16
EPI_ISL_2509278	2021-05-16
EPI_ISL_2509304	2021-05-13
EPI_ISL_2509307	2021-05-18
EPI_ISL_2509115	2021-05-09
EPI_ISL_2509178	2021-05-16
EPI_ISL_2543439	2021-05-16
EPI_ISL_2543589	2021-05-23
EPI_ISL_2543587	2021-05-23
EPI_ISL_2543595	2021-05-23
EPI_ISL_2543593	2021-05-23
EPI_ISL_2543621	2021-05-21
EPI_ISL_2543652	2021-05-26
EPI_ISL_2543650	2021-05-26
EPI_ISL_2543448	2021-05-18
EPI_ISL_2543503	2021-05-19
EPI_ISL_2543618	2021-05-21
EPI_ISL_2543521	2021-05-23
EPI_ISL_2543441	2021-05-16
EPI_ISL_2543656	2021-05-24
EPI_ISL_2543658	2021-05-25
EPI_ISL_2543663	2021-05-26
EPI_ISL_2557266	2021-05-23
EPI_ISL_2557293	2021-05-25
EPI_ISL_2557292	2021-05-24
EPI_ISL_2597247	2021-04-17
EPI_ISL_2597270	2021-04-20
EPI_ISL_2597261	2021-04-19
EPI_ISL_2597275	2021-04-20
EPI_ISL_3149145	2021-07-02
EPI_ISL_2009249	2021-04-14
EPI_ISL_2659146	2021-06-02
EPI_ISL_2659163	2021-05-30
EPI_ISL_2659166	2021-05-30
EPI_ISL_2659154	2021-05-31
EPI_ISL_2659176	2021-05-31
EPI_ISL_3981996	2021-08-11
EPI_ISL_3981997	2021-08-06
EPI_ISL_3982000	2021-08-07
EPI_ISL_3982410	2021-08-14
EPI_ISL_3982627	2021-08-01
EPI_ISL_3982679	2021-08-04
EPI_ISL_3982680	2021-08-04
EPI_ISL_3982629	2021-08-01
EPI_ISL_3987884	2021-08-09
EPI_ISL_3988258	2021-08-10
EPI_ISL_3988282	2021-08-13
EPI_ISL_3988284	2021-08-13
EPI_ISL_3988285	2021-08-13
EPI_ISL_3988286	2021-08-14
EPI_ISL_3988287	2021-08-13
EPI_ISL_3988288	2021-08-13
EPI_ISL_3988290	2021-08-13
EPI_ISL_3988291	2021-08-13
EPI_ISL_4005128	2021-08-06
EPI_ISL_4005129	2021-08-09
EPI_ISL_4005130	2021-08-08
EPI_ISL_4005203	2021-08-17
EPI_ISL_4005151	2021-08-01
EPI_ISL_2663418	2021-05-30
EPI_ISL_2663439	2021-05-30
EPI_ISL_2663578	2021-05-29
EPI_ISL_2663423	2021-05-30
EPI_ISL_2663431	2021-05-30
EPI_ISL_2663437	2021-05-28
EPI_ISL_2663438	2021-05-28
EPI_ISL_2663556	2021-05-25
EPI_ISL_2663558	2021-05-25
EPI_ISL_2663595	2021-05-30
EPI_ISL_2663596	2021-05-30
EPI_ISL_2663579	2021-05-30
EPI_ISL_1321485	2021-03-02
EPI_ISL_1321484	2021-02-15
EPI_ISL_1534580	2021-03-27
EPI_ISL_1534609	2021-03-31
EPI_ISL_1534594	2021-03-31
EPI_ISL_1470511	2021-03-19
EPI_ISL_1470448	2021-03-22
EPI_ISL_1470510	2021-03-19
EPI_ISL_1470547	2021-03-27
EPI_ISL_1470533	2021-03-28
EPI_ISL_1534597	2021-03-31
EPI_ISL_1541021	2021-03-29
EPI_ISL_1541057	2021-04-05
EPI_ISL_1541052	2021-04-04
EPI_ISL_2756117	2021-06-07
EPI_ISL_2756083	2021-06-07
EPI_ISL_2756089	2021-06-07
EPI_ISL_2756123	2021-06-10
EPI_ISL_2756164	2021-06-13
EPI_ISL_2756167	2021-06-13
EPI_ISL_2756320	2021-06-05
EPI_ISL_2892593	2021-05-18
EPI_ISL_2892603	2021-06-10
EPI_ISL_2892606	2021-06-12
EPI_ISL_2892614	2021-06-07
EPI_ISL_2892615	2021-06-16
EPI_ISL_2892618	2021-06-13
EPI_ISL_2892620	2021-06-09
EPI_ISL_2892621	2021-06-21
EPI_ISL_2892623	2021-06-18
EPI_ISL_2892626	2021-06-09
EPI_ISL_2892637	2021-06-14
EPI_ISL_2892647	2021-06-15
EPI_ISL_2892650	2021-06-15
EPI_ISL_2892651	2021-06-15
EPI_ISL_2892659	2021-06-21
EPI_ISL_2892663	2021-06-07
EPI_ISL_2892670	2021-06-08
EPI_ISL_2892690	2021-06-21
EPI_ISL_2892691	2021-06-21
EPI_ISL_2892700	2021-06-21
EPI_ISL_2892708	2021-06-14
EPI_ISL_2892735	2021-06-13
EPI_ISL_2892748	2021-06-21
EPI_ISL_2892756	2021-06-21
EPI_ISL_2892759	2021-06-13
EPI_ISL_2892760	2021-06-13
EPI_ISL_2892765	2021-06-22
EPI_ISL_2892822	2021-06-14
EPI_ISL_2892824	2021-06-21
EPI_ISL_2892952	2021-06-21
EPI_ISL_2892955	2021-06-22
EPI_ISL_2892958	2021-06-16
EPI_ISL_2892594	2021-05-19
EPI_ISL_2893012	2021-06-16
EPI_ISL_2894893	2021-06-23
EPI_ISL_2894912	2021-06-24
EPI_ISL_2894939	2021-06-27
EPI_ISL_2894940	2021-06-27
EPI_ISL_2894944	2021-06-28
EPI_ISL_2896147	2021-06-25
EPI_ISL_2896184	2021-06-28
EPI_ISL_1633363	2021-04-06
EPI_ISL_1633383	2021-04-07
EPI_ISL_1633476	2021-03-22
EPI_ISL_1633477	2021-03-23
EPI_ISL_1633428	2021-04-08
EPI_ISL_1633545	2021-04-06
EPI_ISL_1633420	2021-04-07
EPI_ISL_1633505	2021-04-01
EPI_ISL_1633421	2021-04-09
EPI_ISL_2391338	2021-05-10
EPI_ISL_12144413	2021-06-13
EPI_ISL_12144358	2021-05-24
EPI_ISL_12144456	2021-07-20
EPI_ISL_12144339	2021-05-24
EPI_ISL_12144455	2021-07-20
EPI_ISL_12144341	2021-06-01
EPI_ISL_12144287	2021-06-23
EPI_ISL_12144381	2021-07-17
EPI_ISL_12144451	2021-06-20
EPI_ISL_12144303	2021-06-21
EPI_ISL_1633527	2021-04-05
EPI_ISL_12012962	2021-07-08
EPI_ISL_12012954	2021-07-09
EPI_ISL_2597300	2021-04-14
EPI_ISL_2659151	2021-06-01
EPI_ISL_2659164	2021-05-30
EPI_ISL_2659134	2021-05-31
EPI_ISL_2543597	2021-05-24
EPI_ISL_2543599	2021-05-24
EPI_ISL_2508547	2021-05-12
EPI_ISL_2508549	2021-05-12
EPI_ISL_2508593	2021-05-10
EPI_ISL_3185480	2021-07-01
EPI_ISL_2756074	2021-06-07
EPI_ISL_2756225	2021-06-07
EPI_ISL_3132214	2021-06-26
EPI_ISL_3132229	2021-06-27
EPI_ISL_3132663	2021-07-04
EPI_ISL_3132653	2021-07-01
EPI_ISL_3132672	2021-07-03
EPI_ISL_3132664	2021-07-04
EPI_ISL_3144903	2021-06-29
EPI_ISL_3144935	2021-06-23
EPI_ISL_3149132	2021-07-04
EPI_ISL_3149142	2021-07-03
EPI_ISL_3149134	2021-07-04
EPI_ISL_1712319	2021-04-10
EPI_ISL_1712363	2021-04-12
EPI_ISL_1712361	2021-04-11
EPI_ISL_1712355	2021-04-11
EPI_ISL_1712352	2021-04-11
EPI_ISL_1712331	2021-04-12
EPI_ISL_1712333	2021-04-12
EPI_ISL_1712373	2021-04-13
EPI_ISL_2508585	2021-05-11
EPI_ISL_2509305	2021-05-09
EPI_ISL_3185412	2021-06-29
EPI_ISL_3185474	2021-07-02
EPI_ISL_3185475	2021-07-02
EPI_ISL_3185479	2021-07-03
EPI_ISL_3185553	2021-07-02
EPI_ISL_3185586	2021-07-03
EPI_ISL_3185646	2021-07-09
EPI_ISL_3185681	2021-07-10
EPI_ISL_3185707	2021-07-10
EPI_ISL_3185748	2021-07-12
EPI_ISL_3185760	2021-07-12
EPI_ISL_2543600	2021-05-18
EPI_ISL_2543437	2021-05-17
EPI_ISL_2543535	2021-05-23
EPI_ISL_2543537	2021-05-23
EPI_ISL_3220036	2021-06-22
EPI_ISL_3220125	2021-06-20
EPI_ISL_3220127	2021-06-22
EPI_ISL_3220134	2021-06-26
EPI_ISL_1321488	2021-03-09
EPI_ISL_2543541	2021-05-23
EPI_ISL_3262667	2021-07-16
EPI_ISL_3262672	2021-07-18
EPI_ISL_3262668	2021-07-18
EPI_ISL_4628779	2021-08-11
EPI_ISL_4631965	2021-08-21
EPI_ISL_4631964	2021-08-21
EPI_ISL_4632556	2021-08-28
EPI_ISL_4632661	2021-08-16
EPI_ISL_4632381	2021-08-20
EPI_ISL_4632767	2021-08-13
EPI_ISL_4632770	2021-08-13
EPI_ISL_4635491	2021-08-25
EPI_ISL_4635741	2021-08-17
EPI_ISL_4635743	2021-08-17
EPI_ISL_4635803	2021-08-23
EPI_ISL_2509183	2021-05-16
EPI_ISL_4658531	2021-09-06
EPI_ISL_3185438	2021-06-29
EPI_ISL_3185677	2021-07-10
EPI_ISL_2543592	2021-05-23
EPI_ISL_2009569	2021-04-25
EPI_ISL_2009244	2021-04-14
EPI_ISL_2009250	2021-04-14
EPI_ISL_2009574	2021-04-20
EPI_ISL_2009263	2021-04-18
EPI_ISL_2009288	2021-04-15
EPI_ISL_2009194	2021-04-05
EPI_ISL_2009576	2021-04-20
EPI_ISL_2009262	2021-04-18
EPI_ISL_2009199	2021-04-06
EPI_ISL_2009577	2021-04-20
EPI_ISL_2009579	2021-04-20
EPI_ISL_2009578	2021-04-20
EPI_ISL_2009561	2021-04-26
EPI_ISL_2009584	2021-04-25
EPI_ISL_2009575	2021-04-20
EPI_ISL_2009573	2021-04-20
EPI_ISL_2009581	2021-04-12
EPI_ISL_2009238	2021-04-06
EPI_ISL_2009242	2021-04-06
EPI_ISL_2009217	2021-04-12
EPI_ISL_2009246	2021-04-14
EPI_ISL_2009200	2021-04-06
EPI_ISL_2009205	2021-04-09
EPI_ISL_2009653	2021-04-19
EPI_ISL_2009647	2021-04-17
EPI_ISL_2009635	2021-04-18
EPI_ISL_2009654	2021-04-19
EPI_ISL_2009631	2021-04-19
EPI_ISL_2009633	2021-04-19
EPI_ISL_2009628	2021-04-17
EPI_ISL_2009648	2021-04-18
EPI_ISL_2009634	2021-04-19
EPI_ISL_2009639	2021-04-18
EPI_ISL_2009632	2021-04-19
EPI_ISL_2009642	2021-04-18
