taxa	date
EPI_ISL_3358552	2021-07-11
EPI_ISL_3358553	2021-07-12
EPI_ISL_3358554	2021-07-11
EPI_ISL_3358555	2021-07-11
EPI_ISL_3358557	2021-07-11
EPI_ISL_3363686	2021-07-27
EPI_ISL_3365064	2021-07-20
EPI_ISL_3365071	2021-07-22
EPI_ISL_3365060	2021-07-20
EPI_ISL_3365049	2021-07-20
EPI_ISL_3365052	2021-07-20
EPI_ISL_3368814	2021-07-17
EPI_ISL_3368815	2021-07-17
EPI_ISL_3368818	2021-07-19
EPI_ISL_3368428	2021-07-25
EPI_ISL_3368448	2021-07-27
EPI_ISL_3368466	2021-07-19
EPI_ISL_3368898	2021-07-08
EPI_ISL_3368901	2021-07-13
EPI_ISL_3368406	2021-07-26
EPI_ISL_3369287	2021-07-25
EPI_ISL_3369328	2021-07-23
EPI_ISL_3369361	2021-07-18
EPI_ISL_3369363	2021-07-12
EPI_ISL_3369415	2021-07-10
EPI_ISL_3369416	2021-07-09
EPI_ISL_3369432	2021-07-12
EPI_ISL_3369434	2021-07-12
EPI_ISL_3369418	2021-07-12
EPI_ISL_3369430	2021-07-12
EPI_ISL_1470536	2021-03-28
EPI_ISL_3369364	2021-07-12
EPI_ISL_4635558	2021-08-28
EPI_ISL_3536032	2021-07-28
EPI_ISL_3536029	2021-07-27
EPI_ISL_3536108	2021-08-01
EPI_ISL_3536124	2021-07-27
EPI_ISL_3536125	2021-08-01
EPI_ISL_3536129	2021-07-30
EPI_ISL_3536002	2021-07-27
EPI_ISL_3537163	2021-07-31
EPI_ISL_3537172	2021-07-31
EPI_ISL_3537350	2021-08-02
EPI_ISL_3537356	2021-08-03
EPI_ISL_3537359	2021-08-03
EPI_ISL_3537357	2021-07-30
EPI_ISL_3546364	2021-07-27
EPI_ISL_3546363	2021-07-27
EPI_ISL_3546365	2021-07-27
EPI_ISL_3546368	2021-07-19
EPI_ISL_3546392	2021-07-26
EPI_ISL_3369327	2021-07-20
EPI_ISL_3369411	2021-07-09
EPI_ISL_3369417	2021-07-12
EPI_ISL_4632429	2021-08-23
EPI_ISL_4635734	2021-08-23
EPI_ISL_4655076	2021-09-07
EPI_ISL_4659667	2021-09-06
EPI_ISL_3132649	2021-07-03
EPI_ISL_3132697	2021-07-05
EPI_ISL_12144574	2021-06-08
EPI_ISL_12144369	2021-05-09
EPI_ISL_12144361	2021-06-07
EPI_ISL_12144362	2021-06-06
EPI_ISL_12144438	2021-06-05
EPI_ISL_2391353	2021-05-09
EPI_ISL_2391053	2021-04-26
EPI_ISL_2391043	2021-04-28
EPI_ISL_2391066	2021-04-26
EPI_ISL_2391048	2021-04-28
EPI_ISL_2391095	2021-04-28
EPI_ISL_2391101	2021-04-29
EPI_ISL_2391103	2021-04-29
EPI_ISL_2391085	2021-04-26
EPI_ISL_2391161	2021-05-02
EPI_ISL_2391174	2021-05-04
