taxa	date
EPI_ISL_2391222	2021-05-02
EPI_ISL_2391212	2021-05-02
EPI_ISL_2391218	2021-05-02
EPI_ISL_2391202	2021-05-03
EPI_ISL_2391192	2021-04-28
EPI_ISL_2391225	2021-05-02
EPI_ISL_2391220	2021-05-02
EPI_ISL_2391221	2021-05-02
EPI_ISL_2391223	2021-05-02
EPI_ISL_2391354	2021-05-09
EPI_ISL_2391384	2021-04-16
EPI_ISL_2391462	2021-05-06
EPI_ISL_2391460	2021-05-05
EPI_ISL_2391458	2021-05-06
EPI_ISL_2391463	2021-05-06
EPI_ISL_2391233	2021-05-03
EPI_ISL_2391457	2021-05-06
EPI_ISL_2391389	2021-05-01
EPI_ISL_2391357	2021-05-11
EPI_ISL_2391459	2021-05-06
EPI_ISL_2508564	2021-05-11
EPI_ISL_2508575	2021-05-07
EPI_ISL_2508583	2021-05-11
EPI_ISL_2508558	2021-05-12
EPI_ISL_2508577	2021-05-10
EPI_ISL_2508582	2021-05-11
EPI_ISL_2509299	2021-05-19
EPI_ISL_2509311	2021-05-16
EPI_ISL_2509313	2021-05-17
EPI_ISL_2509314	2021-05-17
EPI_ISL_2509315	2021-05-17
EPI_ISL_2543518	2021-05-23
EPI_ISL_2543605	2021-05-23
EPI_ISL_2543514	2021-05-21
EPI_ISL_2543434	2021-05-15
EPI_ISL_2543444	2021-05-16
EPI_ISL_2543556	2021-05-23
EPI_ISL_2543579	2021-05-24
EPI_ISL_2543659	2021-05-25
EPI_ISL_2543443	2021-05-16
EPI_ISL_2543530	2021-05-23
EPI_ISL_2557272	2021-05-24
EPI_ISL_2557270	2021-05-24
EPI_ISL_2597258	2021-04-20
EPI_ISL_2597233	2021-04-13
EPI_ISL_2597238	2021-04-15
EPI_ISL_2597257	2021-04-20
EPI_ISL_2009637	2021-04-18
EPI_ISL_2659177	2021-06-03
EPI_ISL_12017329	2021-07-09
EPI_ISL_3982633	2021-08-02
EPI_ISL_3982683	2021-08-05
EPI_ISL_3987633	2021-08-09
EPI_ISL_3987634	2021-08-09
EPI_ISL_3987695	2021-08-05
EPI_ISL_3987892	2021-08-10
EPI_ISL_3988129	2021-08-10
EPI_ISL_3988237	2021-08-09
EPI_ISL_3988238	2021-08-09
EPI_ISL_3988247	2021-08-11
EPI_ISL_3987679	2021-08-08
EPI_ISL_3987688	2021-08-05
EPI_ISL_4005000	2021-08-11
EPI_ISL_4005003	2021-08-11
EPI_ISL_4005059	2021-08-02
EPI_ISL_4005060	2021-08-11
EPI_ISL_4005199	2021-08-13
EPI_ISL_4005200	2021-08-13
EPI_ISL_4005201	2021-08-16
EPI_ISL_2663421	2021-05-28
EPI_ISL_2663440	2021-05-30
EPI_ISL_2663585	2021-05-31
EPI_ISL_2663610	2021-05-31
EPI_ISL_2663567	2021-05-27
EPI_ISL_2663613	2021-05-31
EPI_ISL_2663609	2021-05-31
EPI_ISL_1321482	2021-03-01
EPI_ISL_1321479	2021-02-26
EPI_ISL_11976026	2021-07-20
EPI_ISL_11976027	2021-07-20
EPI_ISL_1534599	2021-03-30
EPI_ISL_1534586	2021-03-29
EPI_ISL_1470441	2021-03-17
EPI_ISL_1470555	2021-03-24
EPI_ISL_1470460	2021-03-24
EPI_ISL_1534573	2021-03-27
EPI_ISL_1541005	2021-03-15
EPI_ISL_1541039	2021-04-03
EPI_ISL_1541037	2021-04-03
EPI_ISL_2756131	2021-06-13
EPI_ISL_2756136	2021-06-12
EPI_ISL_2756091	2021-06-07
EPI_ISL_2756231	2021-06-07
EPI_ISL_2756235	2021-06-07
EPI_ISL_2756266	2021-06-06
EPI_ISL_2756271	2021-06-06
EPI_ISL_2756254	2021-06-08
EPI_ISL_2756239	2021-06-07
EPI_ISL_2756261	2021-06-06
EPI_ISL_2892600	2021-06-21
EPI_ISL_2892604	2021-06-10
EPI_ISL_2892640	2021-06-14
EPI_ISL_2892684	2021-06-13
EPI_ISL_2892695	2021-06-21
EPI_ISL_2892696	2021-06-21
EPI_ISL_2892697	2021-06-21
EPI_ISL_2892699	2021-06-21
EPI_ISL_2892704	2021-06-13
EPI_ISL_2892739	2021-06-13
EPI_ISL_2892763	2021-06-15
EPI_ISL_2892768	2021-06-21
EPI_ISL_2892776	2021-06-16
EPI_ISL_2892801	2021-06-15
EPI_ISL_2892804	2021-06-15
EPI_ISL_2892847	2021-06-14
EPI_ISL_2892880	2021-06-14
EPI_ISL_2892896	2021-06-13
EPI_ISL_2892917	2021-06-20
EPI_ISL_2892927	2021-06-20
EPI_ISL_2892935	2021-06-10
EPI_ISL_2892948	2021-06-17
EPI_ISL_2892953	2021-06-21
EPI_ISL_2894894	2021-06-18
EPI_ISL_2894950	2021-06-28
EPI_ISL_2896188	2021-06-28
EPI_ISL_1633369	2021-04-06
EPI_ISL_1633513	2021-04-02
EPI_ISL_1633515	2021-04-03
EPI_ISL_1633517	2021-04-03
EPI_ISL_1633501	2021-03-31
EPI_ISL_1633378	2021-04-04
EPI_ISL_1633398	2021-04-06
EPI_ISL_2391176	2021-05-01
EPI_ISL_3185790	2021-07-12
EPI_ISL_12144368	2021-04-26
EPI_ISL_12144363	2021-06-06
EPI_ISL_12144360	2021-06-06
EPI_ISL_12144473	2021-06-27
EPI_ISL_12144403	2021-05-05
EPI_ISL_12144380	2021-07-12
EPI_ISL_12144442	2021-06-16
EPI_ISL_12144437	2021-05-25
EPI_ISL_12144545	2021-05-12
EPI_ISL_12144440	2021-06-11
EPI_ISL_12144441	2021-06-12
EPI_ISL_12144547	2021-05-10
EPI_ISL_12012958	2021-07-26
EPI_ISL_11976014	2021-07-21
EPI_ISL_11976078	2021-06-27
EPI_ISL_11976160	2021-07-26
EPI_ISL_11976163	2021-07-20
EPI_ISL_2663598	2021-06-01
EPI_ISL_2508576	2021-05-08
EPI_ISL_2509312	2021-05-17
EPI_ISL_2543538	2021-05-23
EPI_ISL_2756075	2021-06-07
EPI_ISL_2756305	2021-06-06
EPI_ISL_2756308	2021-06-06
EPI_ISL_3132215	2021-06-26
EPI_ISL_3132219	2021-06-28
EPI_ISL_3132225	2021-06-30
EPI_ISL_3132636	2021-06-22
EPI_ISL_3132648	2021-07-02
EPI_ISL_3132665	2021-07-03
EPI_ISL_3144933	2021-07-01
EPI_ISL_3144939	2021-06-29
EPI_ISL_3149130	2021-07-04
EPI_ISL_3149135	2021-07-04
EPI_ISL_1712374	2021-04-13
EPI_ISL_3185537	2021-07-03
EPI_ISL_3185558	2021-07-06
EPI_ISL_3185565	2021-07-06
EPI_ISL_3185521	2021-07-02
EPI_ISL_3185574	2021-07-02
EPI_ISL_3185575	2021-07-02
EPI_ISL_3185581	2021-07-01
EPI_ISL_3185603	2021-07-06
EPI_ISL_3185650	2021-07-06
EPI_ISL_3185651	2021-07-06
EPI_ISL_3185765	2021-07-11
EPI_ISL_3185768	2021-07-12
EPI_ISL_3185782	2021-07-12
EPI_ISL_3185786	2021-07-09
EPI_ISL_3185787	2021-07-10
EPI_ISL_3185791	2021-07-13
EPI_ISL_2543637	2021-05-24
EPI_ISL_2543572	2021-05-17
EPI_ISL_3220122	2021-06-20
EPI_ISL_2597264	2021-04-20
EPI_ISL_3262664	2021-07-18
EPI_ISL_3262665	2021-07-17
EPI_ISL_3262670	2021-07-18
EPI_ISL_3262703	2021-07-21
EPI_ISL_3369419	2021-07-11
EPI_ISL_4628780	2021-08-14
EPI_ISL_4628781	2021-08-15
EPI_ISL_4630481	2021-08-17
EPI_ISL_4632079	2021-09-06
EPI_ISL_4632235	2021-08-26
EPI_ISL_4632380	2021-08-20
EPI_ISL_4632427	2021-08-23
EPI_ISL_4632428	2021-08-23
EPI_ISL_4635752	2021-08-19
EPI_ISL_4635742	2021-08-17
EPI_ISL_4635756	2021-08-20
EPI_ISL_2508588	2021-05-11
EPI_ISL_4649331	2021-08-22
EPI_ISL_4652861	2021-09-02
EPI_ISL_4652878	2021-09-02
EPI_ISL_4652871	2021-09-02
EPI_ISL_4652870	2021-09-02
EPI_ISL_4655075	2021-09-08
EPI_ISL_4655071	2021-09-08
EPI_ISL_4658535	2021-09-13
EPI_ISL_4659660	2021-09-07
EPI_ISL_3185742	2021-07-13
EPI_ISL_3358561	2021-07-12
EPI_ISL_3358563	2021-07-06
EPI_ISL_3363482	2021-07-27
EPI_ISL_3368819	2021-07-15
EPI_ISL_3535998	2021-07-27
EPI_ISL_2009571	2021-04-25
EPI_ISL_2009572	2021-04-24
EPI_ISL_2009211	2021-04-09
EPI_ISL_2009219	2021-04-13
EPI_ISL_2009202	2021-04-06
EPI_ISL_2009198	2021-04-06
EPI_ISL_2009570	2021-04-25
EPI_ISL_2009273	2021-04-13
EPI_ISL_2009626	2021-04-19
EPI_ISL_2009640	2021-04-18
EPI_ISL_2009627	2021-04-19
