taxa	lat	long
EPI_ISL_12144430	-42.4455814566718	-73.8129774619168
EPI_ISL_12144514	-33.3891595639769	-70.5918755662823
EPI_ISL_12144519	-33.3636634591088	-70.5708677127975
EPI_ISL_12144526	-38.7103219354486	-72.7581398534612
EPI_ISL_4632012	-22.3686222935931	-68.6200413281029
EPI_ISL_4632013	-22.4210962979676	-68.7692091182578
EPI_ISL_4632016	-22.5622836724231	-68.8221487758314
EPI_ISL_4632020	-41.4295243597965	-72.8032712062455
EPI_ISL_4632031	-34.1144134289996	-71.648270761922
EPI_ISL_4632040	-33.3797460141627	-70.68767925822
EPI_ISL_4632081	-37.1036859895096	-72.3760622877408
EPI_ISL_4632558	-33.450392821224	-70.6827401270074
EPI_ISL_4632562	-24.4277014204697	-68.918766900012
EPI_ISL_4632567	-23.4403536430929	-70.3643958758226
EPI_ISL_4632571	-33.4684458070394	-70.7158306302737
EPI_ISL_4632572	-33.6492408551904	-70.9249641581315
EPI_ISL_4632575	-33.3382555950867	-70.7538694569586
EPI_ISL_4636136	-20.2080117717332	-70.16348468298
EPI_ISL_4636149	-20.2089324016909	-70.1633240111349
EPI_ISL_4636150	-20.2075018931302	-70.1544780540696
EPI_ISL_4636151	-22.227115375721	-68.5966444869744
EPI_ISL_4636154	-20.2106783987277	-70.1618578073477
EPI_ISL_4636174	-33.4698994371925	-70.6332191628317
EPI_ISL_4636527	-33.4647287456373	-70.6195677841979
EPI_ISL_4636542	-36.7327510735542	-73.1215231528698
EPI_ISL_4636548	-23.7074855100118	-69.7113002494185
EPI_ISL_4652838	-33.5376645090705	-70.5691209015486
EPI_ISL_4653492	-43.8874666652496	-73.8099725229314
EPI_ISL_4653554	-20.2105786987359	-70.1596780568225
EPI_ISL_4653593	-43.8507545243273	-73.7646428853598
EPI_ISL_4654199	-18.4838271745084	-69.9776251434578
EPI_ISL_4654288	-33.6972503889507	-70.9187962640044
EPI_ISL_4655005	-45.9690535575503	-71.8564498071334
EPI_ISL_4655247	-33.2229412743395	-70.5008867978434
EPI_ISL_4655471	-24.5303253544359	-69.6952118022918
