taxa	date
EPI_ISL_5011416	2021-09-13
EPI_ISL_5011422	2021-09-13
EPI_ISL_5011429	2021-09-14
EPI_ISL_5011436	2021-09-13
EPI_ISL_5011441	2021-09-14
EPI_ISL_5011449	2021-09-15
EPI_ISL_5011463	2021-09-15
EPI_ISL_5011403	2021-09-19
EPI_ISL_4632865	2021-09-02
EPI_ISL_4635750	2021-08-18
EPI_ISL_4658023	2021-09-05
EPI_ISL_5411154	2021-09-15
EPI_ISL_5411156	2021-09-15
EPI_ISL_5411157	2021-09-16
EPI_ISL_5421791	2021-09-25
EPI_ISL_5421787	2021-09-24
EPI_ISL_12144578	2021-06-29
EPI_ISL_12144602	2021-09-20
EPI_ISL_5543960	2021-09-20
EPI_ISL_5543962	2021-09-20
EPI_ISL_5543964	2021-09-22
EPI_ISL_5543990	2021-09-20
EPI_ISL_5544000	2021-09-23
EPI_ISL_5543961	2021-09-20
EPI_ISL_5543978	2021-09-23
EPI_ISL_3981959	2021-08-01
EPI_ISL_3988253	2021-08-15
EPI_ISL_4005194	2021-08-12
EPI_ISL_5011454	2021-09-14
EPI_ISL_12144601	2021-09-14
EPI_ISL_12144454	2021-07-20
EPI_ISL_12144305	2021-06-30
EPI_ISL_11976061	2021-07-12
EPI_ISL_11976063	2021-07-12
EPI_ISL_11976153	2021-07-20
EPI_ISL_11976156	2021-07-20
EPI_ISL_4632253	2021-08-25
EPI_ISL_4632242	2021-08-19
EPI_ISL_4632245	2021-08-29
EPI_ISL_4632555	2021-08-20
EPI_ISL_4632816	2021-08-30
EPI_ISL_4632880	2021-08-27
EPI_ISL_4632452	2021-08-27
EPI_ISL_4632877	2021-08-30
EPI_ISL_4635516	2021-08-23
EPI_ISL_4636015	2021-08-29
EPI_ISL_4636597	2021-09-03
EPI_ISL_4636598	2021-09-02
EPI_ISL_4636599	2021-09-02
EPI_ISL_4636600	2021-09-02
EPI_ISL_4636027	2021-08-28
EPI_ISL_4649142	2021-08-17
EPI_ISL_4649148	2021-08-18
EPI_ISL_4649325	2021-08-24
EPI_ISL_4652671	2021-08-29
EPI_ISL_4654396	2021-09-13
EPI_ISL_4654397	2021-09-07
EPI_ISL_4654410	2021-09-10
EPI_ISL_4654411	2021-09-11
EPI_ISL_4654418	2021-09-11
EPI_ISL_4654419	2021-09-13
EPI_ISL_4654433	2021-09-10
EPI_ISL_4654438	2021-09-10
EPI_ISL_4654259	2021-09-14
EPI_ISL_4654400	2021-09-11
EPI_ISL_4654428	2021-09-07
EPI_ISL_4654432	2021-09-07
EPI_ISL_4654443	2021-09-10
EPI_ISL_4654437	2021-09-10
EPI_ISL_4655103	2021-08-19
EPI_ISL_4655081	2021-08-22
EPI_ISL_4655109	2021-08-23
EPI_ISL_4658016	2021-09-03
EPI_ISL_4658039	2021-09-04
EPI_ISL_4658046	2021-09-04
EPI_ISL_4658365	2021-09-14
EPI_ISL_4658017	2021-09-02
EPI_ISL_4658022	2021-09-04
EPI_ISL_4658030	2021-09-05
EPI_ISL_4658031	2021-09-02
EPI_ISL_4658050	2021-09-04
EPI_ISL_4658051	2021-09-01
EPI_ISL_4659826	2021-09-06
