taxa	date
EPI_ISL_5010736	2021-09-20
EPI_ISL_5010739	2021-09-20
EPI_ISL_5010788	2021-09-18
EPI_ISL_5010850	2021-09-20
EPI_ISL_3536121	2021-08-01
EPI_ISL_3537185	2021-08-03
EPI_ISL_3537300	2021-08-04
EPI_ISL_3546358	2021-07-31
EPI_ISL_3546359	2021-07-31
EPI_ISL_3546360	2021-07-27
EPI_ISL_5411218	2021-09-22
EPI_ISL_5411249	2021-09-21
EPI_ISL_5411250	2021-09-21
EPI_ISL_12144532	2021-09-24
EPI_ISL_12144483	2021-08-19
EPI_ISL_5431310	2021-09-20
EPI_ISL_5431318	2021-09-20
EPI_ISL_5431543	2021-09-24
EPI_ISL_5431544	2021-09-24
EPI_ISL_5431546	2021-09-24
EPI_ISL_5431547	2021-09-24
EPI_ISL_5431554	2021-10-03
EPI_ISL_5544272	2021-09-23
EPI_ISL_5544344	2021-09-25
EPI_ISL_3987898	2021-08-10
EPI_ISL_3988159	2021-08-14
EPI_ISL_3987626	2021-08-09
EPI_ISL_4005071	2021-08-09
EPI_ISL_4005135	2021-08-09
EPI_ISL_4005149	2021-08-16
EPI_ISL_4005068	2021-08-11
EPI_ISL_4005070	2021-08-08
EPI_ISL_4005211	2021-08-16
EPI_ISL_4656360	2021-09-14
EPI_ISL_12144506	2021-09-23
EPI_ISL_12144530	2021-09-23
EPI_ISL_12144531	2021-09-24
EPI_ISL_11976011	2021-07-25
EPI_ISL_4628775	2021-08-13
EPI_ISL_4630477	2021-08-19
EPI_ISL_4632011	2021-09-06
EPI_ISL_4632230	2021-08-30
EPI_ISL_4631642	2021-08-21
EPI_ISL_4632283	2021-08-30
EPI_ISL_4632639	2021-08-17
EPI_ISL_4632426	2021-08-23
EPI_ISL_4635488	2021-08-25
EPI_ISL_4635573	2021-08-29
EPI_ISL_4636596	2021-09-06
EPI_ISL_4652592	2021-08-28
EPI_ISL_4652610	2021-08-29
EPI_ISL_4654351	2021-09-09
EPI_ISL_4654380	2021-09-12
EPI_ISL_4655246	2021-09-10
EPI_ISL_4656127	2021-09-14
EPI_ISL_4656234	2021-09-18
EPI_ISL_4659640	2021-09-06
EPI_ISL_4659569	2021-09-06
EPI_ISL_4659574	2021-09-06
EPI_ISL_4704300	2021-09-10
EPI_ISL_4704398	2021-09-14
EPI_ISL_4704521	2021-09-13
EPI_ISL_3341921	2021-07-29
EPI_ISL_3341922	2021-07-29
