taxa	date
EPI_ISL_5431534	2021-09-25
EPI_ISL_5431572	2021-09-22
EPI_ISL_5011347	2021-09-20
EPI_ISL_5011372	2021-09-20
EPI_ISL_5011409	2021-09-19
EPI_ISL_5010678	2021-09-18
EPI_ISL_5010680	2021-09-17
EPI_ISL_5010681	2021-09-17
EPI_ISL_5010682	2021-09-18
EPI_ISL_5010687	2021-09-18
EPI_ISL_5010746	2021-09-15
EPI_ISL_5010748	2021-09-15
EPI_ISL_5010749	2021-09-16
EPI_ISL_5010750	2021-09-15
EPI_ISL_5010752	2021-09-14
EPI_ISL_5010753	2021-09-16
EPI_ISL_5010754	2021-09-16
EPI_ISL_5010755	2021-09-16
EPI_ISL_5010769	2021-09-16
EPI_ISL_5010772	2021-09-17
EPI_ISL_5010776	2021-09-15
EPI_ISL_5010777	2021-09-15
EPI_ISL_5010780	2021-09-16
EPI_ISL_5010783	2021-09-18
EPI_ISL_5010786	2021-09-18
EPI_ISL_5010807	2021-09-19
EPI_ISL_5010809	2021-09-19
EPI_ISL_5010815	2021-09-20
EPI_ISL_5010821	2021-09-20
EPI_ISL_5010843	2021-09-22
EPI_ISL_5010842	2021-09-21
EPI_ISL_5010851	2021-09-22
EPI_ISL_5010852	2021-09-22
EPI_ISL_5010862	2021-09-22
EPI_ISL_5010873	2021-09-21
EPI_ISL_5011056	2021-09-17
EPI_ISL_5011085	2021-09-20
EPI_ISL_5011201	2021-09-20
EPI_ISL_5010724	2021-09-20
EPI_ISL_5010787	2021-09-18
EPI_ISL_5010849	2021-09-21
EPI_ISL_5010791	2021-09-18
EPI_ISL_5011617	2021-09-21
EPI_ISL_5011623	2021-09-22
EPI_ISL_5011632	2021-09-22
EPI_ISL_5011636	2021-09-21
EPI_ISL_5011571	2021-09-21
EPI_ISL_5011730	2021-09-22
EPI_ISL_5011838	2021-09-22
EPI_ISL_5011873	2021-09-22
EPI_ISL_5431528	2021-09-24
EPI_ISL_5544299	2021-09-26
EPI_ISL_4652609	2021-08-27
EPI_ISL_4653970	2021-09-11
EPI_ISL_4659608	2021-09-08
EPI_ISL_4632586	2021-09-01
EPI_ISL_4635524	2021-08-25
EPI_ISL_4636475	2021-09-10
EPI_ISL_4655015	2021-09-08
EPI_ISL_4655017	2021-09-08
EPI_ISL_4656352	2021-09-15
EPI_ISL_5411134	2021-09-20
EPI_ISL_5411142	2021-09-20
EPI_ISL_5411146	2021-09-19
EPI_ISL_5411155	2021-09-17
EPI_ISL_5411163	2021-09-19
EPI_ISL_5411164	2021-09-19
EPI_ISL_5411165	2021-09-20
EPI_ISL_5411201	2021-09-24
EPI_ISL_5411208	2021-09-24
EPI_ISL_5411233	2021-09-23
EPI_ISL_5411236	2021-09-25
EPI_ISL_5411268	2021-09-22
EPI_ISL_5411276	2021-09-22
EPI_ISL_5411277	2021-09-22
EPI_ISL_5411281	2021-09-21
EPI_ISL_5411282	2021-09-21
EPI_ISL_5411285	2021-09-22
EPI_ISL_5411319	2021-09-21
EPI_ISL_5411323	2021-09-20
EPI_ISL_5411327	2021-09-19
EPI_ISL_5411144	2021-09-16
EPI_ISL_5421830	2021-09-27
EPI_ISL_5421831	2021-09-27
EPI_ISL_12144599	2021-08-19
EPI_ISL_12144596	2021-08-19
EPI_ISL_12144598	2021-08-19
EPI_ISL_12144354	2021-09-20
EPI_ISL_12144485	2021-09-16
EPI_ISL_12145270	2021-09-24
EPI_ISL_5431275	2021-09-26
EPI_ISL_5431282	2021-09-19
EPI_ISL_5431286	2021-09-23
EPI_ISL_5431288	2021-09-16
EPI_ISL_5431506	2021-09-29
EPI_ISL_5431507	2021-09-29
EPI_ISL_5431517	2021-10-03
EPI_ISL_5431521	2021-09-26
EPI_ISL_5431526	2021-10-02
EPI_ISL_5431527	2021-10-02
EPI_ISL_5431344	2021-09-22
EPI_ISL_5431364	2021-09-21
