taxa	date
EPI_ISL_5431530	2021-09-23
EPI_ISL_5431531	2021-09-23
EPI_ISL_5431607	2021-09-23
EPI_ISL_5431537	2021-09-30
EPI_ISL_5431538	2021-10-03
EPI_ISL_5431540	2021-09-21
EPI_ISL_5431548	2021-09-23
EPI_ISL_5431551	2021-09-21
EPI_ISL_5431553	2021-10-03
EPI_ISL_5431556	2021-09-24
EPI_ISL_5431559	2021-09-23
EPI_ISL_5431560	2021-09-23
EPI_ISL_5431561	2021-09-23
EPI_ISL_5431575	2021-09-24
EPI_ISL_5431581	2021-09-30
EPI_ISL_5431600	2021-09-23
EPI_ISL_5431338	2021-09-22
EPI_ISL_5431353	2021-09-22
EPI_ISL_5431361	2021-09-22
EPI_ISL_5431369	2021-09-20
EPI_ISL_5431372	2021-09-21
EPI_ISL_5431373	2021-09-20
EPI_ISL_5431374	2021-09-24
EPI_ISL_5431375	2021-09-24
EPI_ISL_5431376	2021-09-25
EPI_ISL_5431378	2021-09-22
EPI_ISL_5431379	2021-09-22
EPI_ISL_5431380	2021-09-22
EPI_ISL_5431381	2021-09-22
EPI_ISL_5431425	2021-09-22
EPI_ISL_5431432	2021-09-22
EPI_ISL_5431438	2021-09-30
EPI_ISL_5431445	2021-10-01
EPI_ISL_5431467	2021-09-26
EPI_ISL_5431478	2021-09-17
EPI_ISL_5431488	2021-09-23
EPI_ISL_5431490	2021-09-23
EPI_ISL_5431532	2021-09-23
EPI_ISL_5431456	2021-10-01
EPI_ISL_5431458	2021-10-02
EPI_ISL_5431466	2021-09-26
EPI_ISL_5431341	2021-09-21
EPI_ISL_5431363	2021-09-22
EPI_ISL_5431430	2021-09-28
EPI_ISL_5431436	2021-09-17
EPI_ISL_5431485	2021-09-24
EPI_ISL_5431505	2021-09-29
EPI_ISL_5431555	2021-09-24
EPI_ISL_5431573	2021-09-22
EPI_ISL_5431598	2021-10-01
EPI_ISL_5543916	2021-09-28
EPI_ISL_5543923	2021-09-28
EPI_ISL_5543951	2021-09-27
EPI_ISL_5544159	2021-09-27
EPI_ISL_5544286	2021-09-25
EPI_ISL_5544294	2021-09-23
EPI_ISL_5544201	2021-09-26
EPI_ISL_5544209	2021-09-23
EPI_ISL_5544236	2021-09-24
EPI_ISL_5545696	2021-09-26
EPI_ISL_3987627	2021-08-08
EPI_ISL_3987701	2021-08-07
EPI_ISL_3987703	2021-08-08
EPI_ISL_3987859	2021-08-10
EPI_ISL_4656381	2021-09-14
EPI_ISL_4632041	2021-09-07
EPI_ISL_12144486	2021-09-16
EPI_ISL_12144496	2021-09-13
EPI_ISL_12144490	2021-09-20
EPI_ISL_12144389	2021-09-18
EPI_ISL_12144394	2021-09-20
EPI_ISL_12144393	2021-09-20
EPI_ISL_12144391	2021-09-20
EPI_ISL_12144523	2021-09-25
EPI_ISL_12144527	2021-09-24
EPI_ISL_12144517	2021-09-26
EPI_ISL_12144501	2021-09-21
EPI_ISL_5431574	2021-09-24
EPI_ISL_5431423	2021-09-20
EPI_ISL_5010942	2021-09-21
EPI_ISL_4628776	2021-08-13
EPI_ISL_4632022	2021-09-06
EPI_ISL_4632033	2021-09-06
EPI_ISL_4632044	2021-09-07
EPI_ISL_4632226	2021-08-30
EPI_ISL_4631736	2021-08-21
EPI_ISL_4631777	2021-08-21
EPI_ISL_4631786	2021-08-21
EPI_ISL_4631799	2021-08-21
EPI_ISL_4632286	2021-08-30
EPI_ISL_4632353	2021-08-31
EPI_ISL_4632301	2021-08-31
EPI_ISL_4635477	2021-08-25
EPI_ISL_4635504	2021-08-26
EPI_ISL_4636114	2021-09-04
EPI_ISL_4636117	2021-09-02
EPI_ISL_4636121	2021-09-02
EPI_ISL_4636462	2021-09-11
EPI_ISL_4636471	2021-09-10
EPI_ISL_4636472	2021-09-10
EPI_ISL_4636509	2021-09-09
EPI_ISL_4636545	2021-09-03
EPI_ISL_4636593	2021-09-06
EPI_ISL_4636614	2021-09-01
EPI_ISL_4636118	2021-09-02
EPI_ISL_4636576	2021-09-06
EPI_ISL_4636119	2021-09-03
EPI_ISL_4652613	2021-08-26
EPI_ISL_4652843	2021-09-05
EPI_ISL_4652844	2021-09-06
EPI_ISL_4652768	2021-08-26
EPI_ISL_4652839	2021-09-06
EPI_ISL_4654135	2021-09-11
EPI_ISL_4654151	2021-09-11
EPI_ISL_4654333	2021-09-08
EPI_ISL_4654345	2021-09-08
EPI_ISL_4654128	2021-09-11
EPI_ISL_4654145	2021-09-10
EPI_ISL_4654158	2021-09-11
EPI_ISL_4654159	2021-09-13
EPI_ISL_4654185	2021-09-13
EPI_ISL_4654139	2021-09-12
EPI_ISL_4654287	2021-09-12
EPI_ISL_4654344	2021-09-13
EPI_ISL_4654363	2021-09-08
EPI_ISL_4655645	2021-09-13
EPI_ISL_4655021	2021-09-08
EPI_ISL_4655022	2021-09-08
EPI_ISL_4655641	2021-09-11
EPI_ISL_4655850	2021-09-12
EPI_ISL_4656090	2021-09-15
EPI_ISL_4656406	2021-09-14
EPI_ISL_4655006	2021-09-08
EPI_ISL_4655997	2021-09-12
EPI_ISL_4656054	2021-09-13
EPI_ISL_4656374	2021-09-16
EPI_ISL_4656426	2021-09-17
EPI_ISL_4656073	2021-09-13
EPI_ISL_4656218	2021-09-14
EPI_ISL_4656336	2021-09-14
EPI_ISL_4656345	2021-09-19
EPI_ISL_4656430	2021-09-15
EPI_ISL_4658572	2021-09-16
EPI_ISL_4657994	2021-09-05
EPI_ISL_4658000	2021-09-05
EPI_ISL_4658391	2021-09-14
EPI_ISL_4658545	2021-09-17
EPI_ISL_4658615	2021-09-14
EPI_ISL_4658401	2021-09-14
EPI_ISL_4658654	2021-09-15
EPI_ISL_4658664	2021-09-14
EPI_ISL_4658001	2021-09-04
EPI_ISL_4658121	2021-09-03
EPI_ISL_4658359	2021-09-16
EPI_ISL_4659626	2021-09-07
EPI_ISL_4659829	2021-09-06
EPI_ISL_4659800	2021-09-06
EPI_ISL_4704198	2021-09-14
EPI_ISL_4704414	2021-09-13
EPI_ISL_4704484	2021-09-13
EPI_ISL_4704251	2021-09-14
