taxa	lat	long
EPI_ISL_11976040	-38.7478300835487	-72.6780199709514
EPI_ISL_11976041	-33.5364583273568	-70.643829014762
EPI_ISL_11976047	-33.5514639520479	-70.6487148840771
EPI_ISL_11976084	-38.7195363818323	-72.6536947895351
EPI_ISL_11976094	-33.5213112441535	-70.6366197904879
EPI_ISL_11976120	-38.7627537752858	-72.6543884482003
EPI_ISL_11976121	-38.7178497460408	-72.6323308964606
EPI_ISL_11976122	-38.7581865374203	-72.7986323640137
EPI_ISL_11976123	-38.6583818005914	-72.5700615938906
EPI_ISL_11976124	-38.7202319041037	-72.7754966822996
EPI_ISL_11976130	-39.9392155592674	-73.4389743921094
EPI_ISL_12017324	-37.5208696755325	-72.2219750689693
EPI_ISL_12017326	-37.2466068342559	-71.9887085064344
EPI_ISL_12144322	-18.3730223936823	-70.0616157511282
EPI_ISL_12144398	-36.9969167123478	-72.9177295411763
EPI_ISL_12144401	-29.7598713861487	-71.2174797464614
EPI_ISL_12144405	-34.187424498789	-70.9336548822498
EPI_ISL_12144406	-34.2444289623488	-70.9322082273259
EPI_ISL_12144407	-34.058747112148	-70.7469644963495
EPI_ISL_12144408	-33.9265450965199	-70.5348396551468
EPI_ISL_12144409	-34.1769448842686	-70.7555647123835
EPI_ISL_12144410	-34.1095149635095	-70.8482127788676
EPI_ISL_12144472	-33.5432466142345	-70.6158937182663
EPI_ISL_12144589	-32.9372052939279	-70.212285940514
EPI_ISL_3185462	-33.462384889107	-70.6313585299084
EPI_ISL_3185466	-36.7601973680547	-73.107382995238
EPI_ISL_3185517	-33.5256722772044	-70.6191981978808
EPI_ISL_3185751	-37.0397802153496	-72.9416783802244
EPI_ISL_3537141	-38.7604634661708	-72.6166252958686
EPI_ISL_3982407	-38.7165575307891	-72.7616643217579
EPI_ISL_3987907	-33.05682497841	-71.5056863209902
EPI_ISL_3987908	-33.011274571974	-71.5298208562611
EPI_ISL_3987909	-33.012512369913	-71.5125475282037
EPI_ISL_3988099	-30.0231212212879	-71.3852314329774
EPI_ISL_4005118	-39.4602639766342	-71.8510258645335
EPI_ISL_4005119	-39.4898021542315	-72.0307559400019
EPI_ISL_4005120	-39.5979423518574	-72.3426367385086
EPI_ISL_4005121	-39.787841742718	-71.8861724658653
EPI_ISL_4630490	-37.5238581979672	-72.5057028570542
EPI_ISL_4631960	-37.4553075992581	-72.4860944328747
EPI_ISL_4632062	-33.4605829205404	-70.6630215130987
EPI_ISL_4632063	-33.5035863523001	-70.5215733194658
EPI_ISL_4632254	-27.9596314244609	-70.4066059256012
EPI_ISL_4632255	-26.2709412219377	-69.7505304708934
EPI_ISL_4632317	-38.6451210363506	-73.247722564899
EPI_ISL_4632534	-33.1135892709497	-71.6067858150589
EPI_ISL_4632535	-33.4152711885963	-70.7041358117643
EPI_ISL_4632867	-33.4742463502761	-70.5201022058821
EPI_ISL_4635513	-38.7468949644333	-73.3326425648778
EPI_ISL_4635515	-38.7771681019916	-73.3781520872602
EPI_ISL_4635759	-33.5273990750333	-70.6387058385799
EPI_ISL_4635760	-33.53292758694	-70.6484433128421
EPI_ISL_4636467	-35.120481220154	-71.1001378828889
EPI_ISL_4636491	-33.5296490006469	-70.5809537854402
EPI_ISL_4636585	-38.8136797328444	-73.3119410078209
EPI_ISL_4649153	-26.3909778364588	-69.4790118871671
EPI_ISL_4649154	-26.2652233403675	-69.5856274699015
EPI_ISL_4649161	-34.103617136543	-70.8527493161674
EPI_ISL_5010742	-33.4681316067115	-70.5582310884291
EPI_ISL_5011585	-33.618801586799	-70.9240085687497
EPI_ISL_5431292	-38.7729203255478	-73.3744513310528
EPI_ISL_5431584	-33.3869731614298	-70.5417015080937
