taxa	date
EPI_ISL_3536007	2021-07-23
EPI_ISL_3536008	2021-07-27
EPI_ISL_3537157	2021-07-29
EPI_ISL_3537158	2021-08-01
EPI_ISL_3537164	2021-07-31
EPI_ISL_3537168	2021-07-31
EPI_ISL_3537174	2021-08-02
EPI_ISL_3537175	2021-08-02
EPI_ISL_3537178	2021-07-29
EPI_ISL_3537182	2021-07-30
EPI_ISL_3537190	2021-08-02
EPI_ISL_3537192	2021-08-01
EPI_ISL_3537151	2021-08-02
EPI_ISL_3537159	2021-08-02
EPI_ISL_3537180	2021-08-02
EPI_ISL_3537308	2021-08-04
EPI_ISL_3537309	2021-08-04
EPI_ISL_3537316	2021-08-02
EPI_ISL_3537317	2021-08-03
EPI_ISL_3537318	2021-07-26
EPI_ISL_3537321	2021-08-03
EPI_ISL_3537322	2021-08-02
EPI_ISL_3537323	2021-08-02
EPI_ISL_3537324	2021-08-02
EPI_ISL_3537325	2021-08-02
EPI_ISL_3537326	2021-08-02
EPI_ISL_3537328	2021-08-03
EPI_ISL_3537330	2021-08-02
EPI_ISL_3537335	2021-07-29
EPI_ISL_3537337	2021-08-03
EPI_ISL_3537338	2021-08-03
EPI_ISL_3537344	2021-08-04
EPI_ISL_3537345	2021-08-04
EPI_ISL_3537346	2021-08-04
EPI_ISL_3537347	2021-08-03
EPI_ISL_3537348	2021-08-03
EPI_ISL_3546376	2021-07-26
EPI_ISL_3546377	2021-07-26
EPI_ISL_3546378	2021-07-26
EPI_ISL_3546382	2021-07-21
EPI_ISL_3546383	2021-07-18
EPI_ISL_3546384	2021-07-17
EPI_ISL_3546393	2021-07-30
EPI_ISL_3546374	2021-07-26
EPI_ISL_3546380	2021-07-22
EPI_ISL_3546391	2021-07-30
EPI_ISL_3546396	2021-07-26
EPI_ISL_3546398	2021-07-26
EPI_ISL_3369321	2021-07-22
EPI_ISL_3369323	2021-07-21
EPI_ISL_3262707	2021-07-20
EPI_ISL_3262711	2021-07-20
EPI_ISL_4631858	2021-08-22
EPI_ISL_4631862	2021-08-22
EPI_ISL_4631881	2021-08-21
EPI_ISL_4632323	2021-08-29
EPI_ISL_4632383	2021-08-22
EPI_ISL_4632619	2021-08-17
EPI_ISL_4635538	2021-08-26
EPI_ISL_4635543	2021-08-26
EPI_ISL_4635594	2021-08-24
EPI_ISL_4636042	2021-08-30
EPI_ISL_4636537	2021-09-10
EPI_ISL_2659184	2021-06-02
EPI_ISL_4655169	2021-09-08
EPI_ISL_4655182	2021-09-06
EPI_ISL_4655956	2021-09-15
EPI_ISL_4658067	2021-09-03
EPI_ISL_4659743	2021-09-06
EPI_ISL_3132660	2021-07-01
EPI_ISL_12144579	2021-06-30
EPI_ISL_12144575	2021-06-10
EPI_ISL_12144576	2021-06-15
EPI_ISL_12144577	2021-07-01
EPI_ISL_12144582	2021-07-09
EPI_ISL_12144608	2021-05-20
EPI_ISL_12144565	2021-06-30
EPI_ISL_12144388	2021-09-17
EPI_ISL_12144446	2021-05-17
EPI_ISL_2391330	2021-05-05
EPI_ISL_2391331	2021-05-05
EPI_ISL_2391332	2021-05-06
EPI_ISL_2391359	2021-05-07
EPI_ISL_2391341	2021-05-08
EPI_ISL_2391067	2021-04-25
EPI_ISL_2391006	2021-04-22
EPI_ISL_2391007	2021-04-23
EPI_ISL_2391010	2021-04-23
EPI_ISL_2391011	2021-04-23
EPI_ISL_2391012	2021-04-24
EPI_ISL_2391042	2021-04-28
EPI_ISL_2391046	2021-04-28
EPI_ISL_2391052	2021-04-26
EPI_ISL_2391032	2021-04-26
EPI_ISL_2391044	2021-04-28
EPI_ISL_2391047	2021-04-28
EPI_ISL_2391054	2021-04-27
EPI_ISL_2391072	2021-04-24
EPI_ISL_2391064	2021-04-27
EPI_ISL_2391076	2021-04-25
EPI_ISL_2391080	2021-04-25
EPI_ISL_2391081	2021-04-26
EPI_ISL_2391082	2021-04-26
EPI_ISL_2391083	2021-04-26
EPI_ISL_2391106	2021-04-30
EPI_ISL_2391089	2021-04-27
EPI_ISL_2391090	2021-04-27
EPI_ISL_2391092	2021-04-27
EPI_ISL_2391110	2021-04-30
EPI_ISL_2391104	2021-04-29
EPI_ISL_2391107	2021-04-30
EPI_ISL_2391111	2021-04-30
EPI_ISL_2391123	2021-04-30
EPI_ISL_2391126	2021-05-01
EPI_ISL_2391131	2021-05-01
EPI_ISL_2391132	2021-05-01
EPI_ISL_2391168	2021-05-03
EPI_ISL_2391183	2021-05-03
EPI_ISL_2391145	2021-04-27
EPI_ISL_2391147	2021-05-02
EPI_ISL_2391148	2021-04-27
EPI_ISL_2391151	2021-04-26
EPI_ISL_2391169	2021-05-02
EPI_ISL_2391158	2021-05-02
EPI_ISL_2391182	2021-05-03
EPI_ISL_2391166	2021-04-29
EPI_ISL_2391178	2021-05-01
EPI_ISL_2391205	2021-05-02
EPI_ISL_2391181	2021-05-03
EPI_ISL_2391219	2021-05-02
EPI_ISL_2391228	2021-05-04
EPI_ISL_2391216	2021-05-02
EPI_ISL_2391224	2021-05-02
EPI_ISL_2391229	2021-05-05
EPI_ISL_2391230	2021-05-05
EPI_ISL_2391239	2021-05-03
EPI_ISL_2391246	2021-05-04
EPI_ISL_2391247	2021-05-04
EPI_ISL_2391256	2021-05-03
EPI_ISL_2391258	2021-05-03
EPI_ISL_2391291	2021-05-04
EPI_ISL_2391298	2021-04-29
EPI_ISL_2391300	2021-05-07
EPI_ISL_2391316	2021-05-08
EPI_ISL_2391317	2021-05-08
EPI_ISL_2391320	2021-05-10
EPI_ISL_2391321	2021-05-10
EPI_ISL_2391325	2021-05-05
EPI_ISL_2391328	2021-05-08
EPI_ISL_2391390	2021-05-02
EPI_ISL_2391402	2021-05-04
EPI_ISL_2391394	2021-05-02
EPI_ISL_2391391	2021-05-01
EPI_ISL_2391412	2021-05-05
EPI_ISL_2391395	2021-05-02
EPI_ISL_2391398	2021-05-03
EPI_ISL_2391403	2021-05-04
EPI_ISL_2391411	2021-05-05
EPI_ISL_2391413	2021-05-05
EPI_ISL_2391414	2021-05-06
EPI_ISL_2391417	2021-05-07
EPI_ISL_2391418	2021-05-07
EPI_ISL_2391427	2021-05-10
EPI_ISL_2391444	2021-05-03
EPI_ISL_2391467	2021-05-05
EPI_ISL_2391453	2021-05-05
EPI_ISL_2391433	2021-05-05
EPI_ISL_2391452	2021-05-04
EPI_ISL_2391455	2021-05-05
EPI_ISL_2391456	2021-05-05
EPI_ISL_2391445	2021-05-03
EPI_ISL_2391461	2021-05-07
EPI_ISL_2391128	2021-05-01
EPI_ISL_2391171	2021-05-02
EPI_ISL_2391127	2021-05-01
EPI_ISL_2391468	2021-05-05
EPI_ISL_2391130	2021-05-01
EPI_ISL_2391137	2021-05-03
EPI_ISL_2391430	2021-05-10
EPI_ISL_2391210	2021-05-02
EPI_ISL_2391301	2021-05-09
EPI_ISL_2391355	2021-05-08
EPI_ISL_2391289	2021-05-04
EPI_ISL_2508553	2021-05-11
EPI_ISL_2508563	2021-05-11
EPI_ISL_2508548	2021-05-12
EPI_ISL_2508554	2021-05-12
EPI_ISL_2508556	2021-05-12
EPI_ISL_2508614	2021-05-10
EPI_ISL_2508599	2021-05-12
EPI_ISL_2508611	2021-05-10
EPI_ISL_2508601	2021-05-10
EPI_ISL_2508603	2021-05-12
EPI_ISL_2508605	2021-05-12
EPI_ISL_2508606	2021-05-12
EPI_ISL_2508609	2021-05-11
EPI_ISL_2508596	2021-05-10
EPI_ISL_2508602	2021-05-12
EPI_ISL_2508604	2021-05-12
EPI_ISL_2508612	2021-05-12
EPI_ISL_2509285	2021-05-16
EPI_ISL_2509120	2021-05-09
EPI_ISL_2509125	2021-05-10
EPI_ISL_2509168	2021-05-17
EPI_ISL_2509117	2021-05-09
EPI_ISL_2509128	2021-05-10
EPI_ISL_2509149	2021-05-13
EPI_ISL_2509157	2021-05-14
EPI_ISL_2509151	2021-05-13
EPI_ISL_2509152	2021-05-13
EPI_ISL_2509153	2021-05-13
EPI_ISL_2509163	2021-05-17
EPI_ISL_2509164	2021-05-17
EPI_ISL_2509284	2021-05-14
EPI_ISL_2509165	2021-05-17
EPI_ISL_2509173	2021-05-16
EPI_ISL_2509179	2021-05-16
EPI_ISL_2509185	2021-05-17
EPI_ISL_2509286	2021-05-16
EPI_ISL_2509287	2021-05-16
EPI_ISL_2509296	2021-05-17
EPI_ISL_2509292	2021-05-17
EPI_ISL_2509294	2021-05-17
EPI_ISL_2509279	2021-05-16
EPI_ISL_2509306	2021-05-18
EPI_ISL_2509309	2021-05-18
EPI_ISL_2509321	2021-05-18
EPI_ISL_2509316	2021-05-17
EPI_ISL_2509323	2021-05-18
EPI_ISL_2509147	2021-05-12
EPI_ISL_2509276	2021-05-16
EPI_ISL_2509283	2021-05-16
EPI_ISL_2509310	2021-05-18
EPI_ISL_2509319	2021-05-18
EPI_ISL_2509320	2021-05-18
EPI_ISL_2509126	2021-05-10
EPI_ISL_2509116	2021-05-09
EPI_ISL_2509124	2021-05-09
EPI_ISL_2543653	2021-05-25
EPI_ISL_2543570	2021-05-16
EPI_ISL_2543626	2021-05-25
EPI_ISL_2543580	2021-05-24
EPI_ISL_2543602	2021-05-23
EPI_ISL_2543584	2021-05-20
EPI_ISL_2543591	2021-05-23
EPI_ISL_2543585	2021-05-20
EPI_ISL_2543588	2021-05-23
EPI_ISL_2543619	2021-05-20
EPI_ISL_2543648	2021-05-24
EPI_ISL_2543640	2021-05-24
EPI_ISL_2543641	2021-05-24
EPI_ISL_2543438	2021-05-17
EPI_ISL_2543664	2021-05-25
EPI_ISL_2543436	2021-05-17
EPI_ISL_2543447	2021-05-18
EPI_ISL_2543450	2021-05-18
EPI_ISL_2543451	2021-05-18
EPI_ISL_2543455	2021-05-18
EPI_ISL_2543478	2021-05-18
EPI_ISL_2543456	2021-05-18
EPI_ISL_2543472	2021-05-18
EPI_ISL_2543493	2021-05-18
EPI_ISL_2543473	2021-05-18
EPI_ISL_2543477	2021-05-18
EPI_ISL_2543475	2021-05-18
EPI_ISL_2543495	2021-05-18
EPI_ISL_2543476	2021-05-18
EPI_ISL_2543501	2021-05-19
EPI_ISL_2543505	2021-05-21
EPI_ISL_2543520	2021-05-23
EPI_ISL_2543526	2021-05-22
EPI_ISL_2543504	2021-05-20
EPI_ISL_2543511	2021-05-21
EPI_ISL_2543524	2021-05-24
EPI_ISL_2543540	2021-05-23
EPI_ISL_2543512	2021-05-21
EPI_ISL_2543525	2021-05-23
EPI_ISL_2543519	2021-05-23
EPI_ISL_2543523	2021-05-24
EPI_ISL_2543522	2021-05-24
EPI_ISL_2543527	2021-05-22
EPI_ISL_2543554	2021-05-18
EPI_ISL_2543534	2021-05-23
EPI_ISL_2543544	2021-05-19
EPI_ISL_2543547	2021-05-19
EPI_ISL_2543552	2021-05-24
EPI_ISL_2543553	2021-05-21
EPI_ISL_2543557	2021-05-21
EPI_ISL_2543558	2021-05-21
EPI_ISL_2543571	2021-05-17
EPI_ISL_2543576	2021-05-16
EPI_ISL_2543607	2021-05-23
EPI_ISL_2543596	2021-05-23
EPI_ISL_2543657	2021-05-24
EPI_ISL_2543639	2021-05-24
EPI_ISL_2543488	2021-05-17
EPI_ISL_2543651	2021-05-25
EPI_ISL_2543662	2021-05-25
EPI_ISL_2557261	2021-05-25
EPI_ISL_2557289	2021-05-27
EPI_ISL_2557285	2021-05-25
EPI_ISL_2557257	2021-05-25
EPI_ISL_2557252	2021-05-25
EPI_ISL_2557254	2021-05-25
EPI_ISL_2557259	2021-05-25
EPI_ISL_2557260	2021-05-25
EPI_ISL_2557263	2021-05-23
EPI_ISL_2557265	2021-05-23
EPI_ISL_2557274	2021-05-25
EPI_ISL_2557276	2021-05-25
EPI_ISL_2557290	2021-05-26
EPI_ISL_2557298	2021-05-25
EPI_ISL_2557280	2021-05-26
EPI_ISL_2557286	2021-05-25
EPI_ISL_2557282	2021-05-25
EPI_ISL_2557287	2021-05-24
EPI_ISL_2566537	2021-05-11
EPI_ISL_2566536	2021-05-12
EPI_ISL_2597236	2021-04-15
EPI_ISL_2597237	2021-04-15
EPI_ISL_2597241	2021-04-15
EPI_ISL_2597254	2021-04-19
EPI_ISL_2597298	2021-04-14
EPI_ISL_2597253	2021-04-19
EPI_ISL_2597281	2021-04-21
EPI_ISL_2597246	2021-04-17
EPI_ISL_2597280	2021-04-21
EPI_ISL_2597286	2021-04-20
EPI_ISL_2597287	2021-04-20
EPI_ISL_2597297	2021-04-16
EPI_ISL_2597231	2021-04-14
EPI_ISL_2597263	2021-04-19
EPI_ISL_3149116	2021-07-02
EPI_ISL_3149125	2021-07-01
EPI_ISL_3149129	2021-07-03
EPI_ISL_2009623	2021-04-18
EPI_ISL_2009609	2021-04-18
EPI_ISL_2009614	2021-04-19
EPI_ISL_2009610	2021-04-18
EPI_ISL_2659119	2021-05-29
EPI_ISL_2659138	2021-06-01
EPI_ISL_2659139	2021-05-31
EPI_ISL_2659142	2021-06-03
EPI_ISL_2659148	2021-06-01
EPI_ISL_2659159	2021-06-01
EPI_ISL_12012963	2021-07-26
EPI_ISL_12012961	2021-07-26
EPI_ISL_2659147	2021-06-02
EPI_ISL_2659155	2021-06-01
EPI_ISL_2659131	2021-05-31
EPI_ISL_2659150	2021-05-31
EPI_ISL_2659173	2021-06-02
EPI_ISL_2659141	2021-05-31
EPI_ISL_2659144	2021-06-02
EPI_ISL_2659125	2021-05-31
EPI_ISL_2659129	2021-05-31
EPI_ISL_2659140	2021-05-31
EPI_ISL_2659169	2021-05-30
EPI_ISL_2659174	2021-06-03
EPI_ISL_2659181	2021-06-01
EPI_ISL_2659182	2021-06-01
EPI_ISL_2659185	2021-06-02
EPI_ISL_2659187	2021-06-02
EPI_ISL_2659162	2021-05-30
EPI_ISL_2659145	2021-06-01
EPI_ISL_2659186	2021-06-02
EPI_ISL_2659170	2021-05-29
EPI_ISL_12013412	2021-07-18
EPI_ISL_2659172	2021-06-02
EPI_ISL_2659175	2021-06-02
EPI_ISL_3981962	2021-08-05
EPI_ISL_3981980	2021-08-10
EPI_ISL_3981981	2021-08-05
EPI_ISL_3981984	2021-08-09
EPI_ISL_3981988	2021-08-09
EPI_ISL_3981989	2021-08-09
EPI_ISL_3981993	2021-08-10
EPI_ISL_3981998	2021-08-08
EPI_ISL_3982001	2021-08-08
EPI_ISL_3981964	2021-08-09
EPI_ISL_3981966	2021-08-09
EPI_ISL_3981965	2021-08-09
EPI_ISL_3982394	2021-08-13
EPI_ISL_3982396	2021-08-15
EPI_ISL_3982404	2021-08-15
EPI_ISL_3982405	2021-08-12
EPI_ISL_3982414	2021-08-16
EPI_ISL_3982415	2021-08-16
EPI_ISL_3982416	2021-08-16
EPI_ISL_3982417	2021-08-16
EPI_ISL_3982418	2021-08-16
EPI_ISL_3982419	2021-08-16
EPI_ISL_3982420	2021-08-16
EPI_ISL_3982421	2021-08-16
EPI_ISL_3982425	2021-08-16
EPI_ISL_3982635	2021-08-02
EPI_ISL_3982647	2021-08-03
EPI_ISL_3982648	2021-08-03
EPI_ISL_3982652	2021-08-04
EPI_ISL_3982662	2021-08-03
EPI_ISL_3982663	2021-08-03
EPI_ISL_3982665	2021-08-03
EPI_ISL_3982666	2021-08-03
EPI_ISL_3982670	2021-08-05
EPI_ISL_3982671	2021-08-05
EPI_ISL_3982676	2021-08-03
EPI_ISL_3982403	2021-08-15
EPI_ISL_3982632	2021-08-04
EPI_ISL_3982684	2021-08-05
EPI_ISL_3982685	2021-08-05
EPI_ISL_3987630	2021-08-07
EPI_ISL_3987644	2021-08-08
EPI_ISL_3987645	2021-08-09
EPI_ISL_3987646	2021-08-09
EPI_ISL_3987647	2021-08-09
EPI_ISL_3987650	2021-08-07
EPI_ISL_3987652	2021-08-06
EPI_ISL_3987653	2021-08-06
EPI_ISL_3987654	2021-08-06
EPI_ISL_3987655	2021-08-07
EPI_ISL_3987657	2021-08-05
EPI_ISL_3987658	2021-08-07
EPI_ISL_3987659	2021-08-05
EPI_ISL_3987660	2021-08-05
EPI_ISL_3987666	2021-08-02
EPI_ISL_3987669	2021-08-06
EPI_ISL_3987673	2021-08-07
EPI_ISL_3987677	2021-08-04
EPI_ISL_3987683	2021-08-05
EPI_ISL_3987685	2021-08-09
EPI_ISL_3987870	2021-08-09
EPI_ISL_3987885	2021-08-08
EPI_ISL_3987891	2021-08-09
EPI_ISL_3987904	2021-08-10
EPI_ISL_3987913	2021-08-11
EPI_ISL_3987914	2021-08-11
EPI_ISL_3988105	2021-08-07
EPI_ISL_3988121	2021-08-11
EPI_ISL_3988130	2021-08-12
EPI_ISL_3988131	2021-08-12
EPI_ISL_3988132	2021-08-12
EPI_ISL_3988133	2021-08-12
EPI_ISL_3988135	2021-08-12
EPI_ISL_3988136	2021-08-12
EPI_ISL_3988137	2021-08-12
EPI_ISL_3988138	2021-08-10
EPI_ISL_3988141	2021-08-09
EPI_ISL_3988142	2021-08-13
EPI_ISL_3988147	2021-08-13
EPI_ISL_3988232	2021-08-07
EPI_ISL_3988241	2021-08-11
EPI_ISL_3988245	2021-08-11
EPI_ISL_3988250	2021-08-12
EPI_ISL_3988267	2021-08-13
EPI_ISL_3988273	2021-08-14
EPI_ISL_3988283	2021-08-13
EPI_ISL_3988293	2021-08-17
EPI_ISL_3988106	2021-08-07
EPI_ISL_3988212	2021-08-07
EPI_ISL_3988249	2021-08-12
EPI_ISL_3987676	2021-08-06
EPI_ISL_3987903	2021-08-11
EPI_ISL_3988240	2021-08-11
EPI_ISL_3988274	2021-08-14
EPI_ISL_3988294	2021-08-14
EPI_ISL_3988297	2021-08-16
EPI_ISL_3988298	2021-08-16
EPI_ISL_4005011	2021-08-02
EPI_ISL_4005012	2021-08-02
EPI_ISL_4005020	2021-08-02
EPI_ISL_4005013	2021-08-02
EPI_ISL_4005014	2021-08-02
EPI_ISL_4005015	2021-08-02
EPI_ISL_4005022	2021-08-02
EPI_ISL_4005016	2021-08-02
EPI_ISL_4005017	2021-08-02
EPI_ISL_4005028	2021-08-11
EPI_ISL_4005032	2021-08-10
EPI_ISL_4005033	2021-08-10
EPI_ISL_4005034	2021-08-09
EPI_ISL_4005037	2021-08-09
EPI_ISL_4005040	2021-08-09
EPI_ISL_4005041	2021-08-09
EPI_ISL_4005042	2021-08-09
EPI_ISL_4005043	2021-08-10
EPI_ISL_4005048	2021-08-02
EPI_ISL_4005086	2021-08-08
EPI_ISL_4005088	2021-08-09
EPI_ISL_4005099	2021-08-07
EPI_ISL_4005110	2021-08-08
EPI_ISL_4005111	2021-08-11
EPI_ISL_4005112	2021-08-10
EPI_ISL_4005113	2021-08-10
EPI_ISL_4005114	2021-08-09
EPI_ISL_4005115	2021-08-09
EPI_ISL_4005116	2021-08-10
EPI_ISL_4005152	2021-08-01
EPI_ISL_4005156	2021-08-04
EPI_ISL_4005166	2021-08-16
EPI_ISL_4005174	2021-08-11
