taxa	date
EPI_ISL_5010818	2021-09-21
EPI_ISL_5010819	2021-09-20
EPI_ISL_5010824	2021-09-20
EPI_ISL_4635482	2021-08-25
EPI_ISL_4636581	2021-09-04
EPI_ISL_5431283	2021-09-17
EPI_ISL_5431300	2021-09-20
EPI_ISL_5431277	2021-09-23
EPI_ISL_5431427	2021-09-20
EPI_ISL_5431428	2021-09-24
EPI_ISL_5431435	2021-09-20
EPI_ISL_3982638	2021-08-03
EPI_ISL_3982639	2021-08-03
EPI_ISL_3988156	2021-08-13
EPI_ISL_4005052	2021-08-09
EPI_ISL_4005058	2021-08-10
EPI_ISL_4005126	2021-08-06
EPI_ISL_4005005	2021-08-09
EPI_ISL_11992229	2021-07-07
EPI_ISL_3185598	2021-07-11
EPI_ISL_4630483	2021-08-17
EPI_ISL_4630523	2021-08-17
EPI_ISL_4630486	2021-08-16
EPI_ISL_4632061	2021-09-06
EPI_ISL_4632236	2021-08-27
EPI_ISL_4632249	2021-08-28
EPI_ISL_4631959	2021-08-23
EPI_ISL_4632251	2021-08-30
EPI_ISL_4632313	2021-08-31
EPI_ISL_4632359	2021-08-27
EPI_ISL_4632542	2021-08-30
EPI_ISL_4632545	2021-09-01
EPI_ISL_4632547	2021-08-31
EPI_ISL_4632549	2021-09-01
EPI_ISL_4632553	2021-08-31
EPI_ISL_4632554	2021-08-31
EPI_ISL_4632730	2021-08-17
EPI_ISL_4635479	2021-08-24
EPI_ISL_4635480	2021-08-23
EPI_ISL_4635481	2021-08-24
EPI_ISL_4635607	2021-08-27
EPI_ISL_4636040	2021-08-30
EPI_ISL_4636135	2021-09-03
EPI_ISL_4636137	2021-09-03
EPI_ISL_4636580	2021-08-31
EPI_ISL_4636607	2021-09-02
EPI_ISL_4636608	2021-09-02
EPI_ISL_4636615	2021-08-30
EPI_ISL_4649292	2021-08-23
EPI_ISL_4652681	2021-08-27
EPI_ISL_4652680	2021-08-27
EPI_ISL_4652897	2021-09-05
EPI_ISL_4652898	2021-09-04
EPI_ISL_4652645	2021-08-29
EPI_ISL_4652675	2021-08-27
EPI_ISL_4652742	2021-08-27
EPI_ISL_4652747	2021-08-24
EPI_ISL_4653523	2021-09-11
EPI_ISL_4653977	2021-09-13
EPI_ISL_4654095	2021-09-12
EPI_ISL_4655565	2021-09-09
