taxa	lat	long
EPI_ISL_11992229	-33.5559663622373	-70.6232727735589
EPI_ISL_3185598	-33.4909248146895	-70.65603829202
EPI_ISL_3982638	-39.8152452947395	-73.0099584714578
EPI_ISL_3982639	-39.7867706510661	-73.3629321736201
EPI_ISL_3988156	-33.0604440447579	-70.2569079563869
EPI_ISL_4005005	-39.7975432492341	-73.0083485146934
EPI_ISL_4005052	-39.7671571383381	-73.1637975819503
EPI_ISL_4005058	-32.7589580313693	-70.6995247725361
EPI_ISL_4005126	-39.7966249823194	-73.1322148207936
EPI_ISL_4630483	-32.6369823071097	-70.7354317769614
EPI_ISL_4630486	-36.8050142122127	-72.9290475071935
EPI_ISL_4630523	-32.9603939633055	-70.2103993178013
EPI_ISL_4631959	-32.7360860633432	-70.7287088814141
EPI_ISL_4632061	-42.0137106257031	-73.7761798416727
EPI_ISL_4632236	-39.6819291764965	-72.1617684879698
EPI_ISL_4632249	-39.8168384125754	-72.0061180620072
EPI_ISL_4632251	-32.8945627258176	-70.3302270772371
EPI_ISL_4632313	-36.7996937954289	-73.0514332800086
EPI_ISL_4632359	-38.677263809012	-72.7205087502876
EPI_ISL_4632542	-40.581129955541	-73.046503111206
EPI_ISL_4632545	-23.2269625003806	-70.4717415021782
EPI_ISL_4632547	-23.1288529808907	-70.5049088677265
EPI_ISL_4632549	-23.1539809596952	-70.5476140358704
EPI_ISL_4632553	-20.2109096815707	-70.1604127893748
EPI_ISL_4632554	-23.0969813470654	-70.3307248079709
EPI_ISL_4632730	-34.1385039714531	-70.7976476583659
EPI_ISL_4635479	-32.7805384042992	-70.6742944829501
EPI_ISL_4635480	-33.0612650182191	-70.3895266300206
EPI_ISL_4635481	-32.9771583834749	-70.3602009463274
EPI_ISL_4635482	-32.6724681421486	-70.7200953537434
EPI_ISL_4635607	-20.2079732490998	-70.1634541607576
EPI_ISL_4636040	-36.5557892964351	-71.9756255481016
EPI_ISL_4636135	-20.2032003061777	-70.0200062401389
EPI_ISL_4636137	-20.2523429627739	-70.0510901177255
EPI_ISL_4636580	-39.8191447605585	-71.9378580255006
EPI_ISL_4636581	-36.9171752187593	-72.2932447716501
EPI_ISL_4636607	-24.5153243509773	-70.0369617458578
EPI_ISL_4636608	-23.9069587009067	-70.4780658345719
EPI_ISL_4636615	-20.2955229735777	-70.0253732636115
EPI_ISL_4649292	-39.2980768719003	-71.7514420980962
EPI_ISL_4652645	-36.8655174755486	-73.0361776953991
EPI_ISL_4652675	-32.7072933872158	-70.7870154770183
EPI_ISL_4652680	-36.8350268455221	-73.1191712935159
EPI_ISL_4652681	-36.7943892567098	-73.0440358175772
EPI_ISL_4652742	-32.7700567127587	-70.7027215620498
EPI_ISL_4652747	-32.7650956900649	-70.8045083575281
EPI_ISL_4652897	-39.7466672858806	-72.2942745147998
EPI_ISL_4652898	-39.6100217438035	-71.9364788798745
EPI_ISL_4653523	-36.8059057890954	-73.1380667915492
EPI_ISL_4653977	-20.207722289774	-70.1550683166358
EPI_ISL_4654095	-37.4595177836292	-72.1454466257216
EPI_ISL_4655565	-39.7594985954902	-71.797520188377
EPI_ISL_5010818	-37.1353871311973	-72.7762638675039
EPI_ISL_5010819	-36.9734949866777	-72.9491903288385
EPI_ISL_5010824	-37.2613249647804	-72.2551727654912
EPI_ISL_5431277	-23.0552795587897	-70.3679521888041
EPI_ISL_5431283	-37.5751291713986	-72.5606243460526
EPI_ISL_5431300	-39.3895847534002	-72.1804960211798
EPI_ISL_5431427	-39.7677037202822	-71.8424778156545
EPI_ISL_5431428	-39.5383679350176	-71.9243053810737
EPI_ISL_5431435	-33.0355935332785	-71.5262373166645
