taxa	lat	long
EPI_ISL_11976024	-33.454017182672	-70.6956305055192
EPI_ISL_11976025	-18.651295195437	-70.0310674756176
EPI_ISL_11976048	-33.5909058415466	-70.6312156690973
EPI_ISL_11976049	-33.5460517878077	-70.6220009924049
EPI_ISL_11976053	-20.2771468015343	-70.0672220313429
EPI_ISL_11976055	-20.2073599050929	-70.1545827447107
EPI_ISL_11976056	-20.2081886913396	-70.1641705823568
EPI_ISL_11976057	-24.9044076482863	-68.7194942943407
EPI_ISL_11976097	-20.2056863854963	-70.1024230052684
EPI_ISL_11976098	-20.2090650150333	-70.0258668940795
EPI_ISL_11976099	-20.2075051944362	-70.154419265007
EPI_ISL_11976100	-20.2108340120052	-70.1603921927677
EPI_ISL_11976148	-20.2461113248261	-70.1110191697772
EPI_ISL_11976150	-20.2081730766306	-70.1640451294782
EPI_ISL_11976155	-20.2107518277062	-70.1604147550215
EPI_ISL_12012950	-20.0965525058813	-69.7677590026826
EPI_ISL_12017322	-33.4462826595532	-70.6295835086637
EPI_ISL_12144296	-22.303548103031	-70.0124318849899
EPI_ISL_12144297	-24.5376932435522	-70.5331708098551
EPI_ISL_12144298	-22.0399650835536	-70.078884255106
EPI_ISL_12144299	-21.8684180111915	-70.1135518630664
EPI_ISL_12144301	-21.9667283102707	-70.0600343587631
EPI_ISL_12144302	-24.3527185059225	-68.8162565226515
EPI_ISL_12144314	-18.7263740180453	-70.0538301166572
EPI_ISL_12144328	-18.5371905855271	-69.9823318271382
EPI_ISL_12144564	-20.2323055941311	-70.0364632457872
EPI_ISL_3185396	-23.6711058042161	-69.1807961268472
EPI_ISL_3185397	-24.1857535187486	-68.5056885085597
EPI_ISL_3185398	-24.6694165149754	-69.2803282071012
EPI_ISL_3185440	-18.4481063485044	-69.9114909924447
EPI_ISL_3185499	-18.8093040579101	-69.9696149095261
EPI_ISL_3185725	-18.3648697135387	-70.3463476764969
EPI_ISL_3185769	-20.2802476738511	-70.1094645534805
EPI_ISL_3185788	-22.0391192363025	-70.0030480593365
EPI_ISL_3185802	-18.5668203603517	-70.1757515740966
EPI_ISL_3537187	-24.4417735812841	-68.867999727512
EPI_ISL_3982002	-20.2080226289727	-70.1641088775227
EPI_ISL_3982669	-33.1287982827953	-71.5115322504636
EPI_ISL_3982673	-33.1192970646489	-71.7029968404897
EPI_ISL_3987681	-20.2094001468127	-70.1633370668336
EPI_ISL_3987918	-18.5598245139394	-69.3346774420542
EPI_ISL_3987919	-18.330890097374	-69.2023200037411
EPI_ISL_3988271	-20.2093236955855	-70.1633150553331
EPI_ISL_4005123	-20.2107256006399	-70.1619473636172
EPI_ISL_4005143	-33.1396976886516	-71.6345082581278
EPI_ISL_4005219	-20.2095345940768	-70.1632650559679
EPI_ISL_4005244	-20.2547524342428	-70.0975693660157
EPI_ISL_4005249	-38.9496960402608	-72.7507338318388
EPI_ISL_4628789	-18.8835116608478	-69.1345387647451
EPI_ISL_4628790	-20.2093798646948	-70.1634377000953
EPI_ISL_4632243	-33.4722779030125	-70.5220399644077
EPI_ISL_4632390	-20.2675190317045	-70.0785338073924
EPI_ISL_4632393	-20.2365466273182	-70.0559250486907
EPI_ISL_4632394	-20.2108696923227	-70.1605758198228
EPI_ISL_4632478	-34.756247386228	-71.2066143107121
EPI_ISL_4632479	-34.7867709330758	-71.0235233739384
EPI_ISL_4632487	-20.2270789478985	-70.0214739256347
EPI_ISL_4632539	-33.4839204069894	-70.5306016826593
EPI_ISL_4632622	-20.2857990718216	-70.0911958762383
EPI_ISL_4632746	-18.6603275252311	-69.2045296235056
EPI_ISL_4632823	-34.7321506677582	-71.2882748673698
EPI_ISL_4632824	-34.7237621508622	-71.2756065558258
EPI_ISL_4632831	-34.4351292996866	-72.0079440826071
EPI_ISL_4632832	-34.5476298323216	-70.9965386605814
EPI_ISL_4632858	-34.7351207900006	-71.2072015317973
EPI_ISL_4632859	-34.7706275718463	-71.2950822037799
EPI_ISL_4632878	-34.5561553378313	-70.9382844927106
EPI_ISL_4635472	-20.2074815812742	-70.1544346072595
EPI_ISL_4635476	-20.2075309571863	-70.154376050772
EPI_ISL_4635521	-37.5609332204745	-72.5443877577328
EPI_ISL_4635532	-34.7248302414179	-71.2614983570793
EPI_ISL_4635535	-34.7627730711911	-71.2000798319594
EPI_ISL_4635604	-20.9411019025635	-69.4134766503047
EPI_ISL_4635610	-20.2108111995146	-70.1603667395753
EPI_ISL_4635779	-20.2105793817265	-70.1596648527394
EPI_ISL_4635780	-20.3020198217617	-70.0263952046394
EPI_ISL_4635812	-33.4586184009714	-70.6418992376125
EPI_ISL_4636009	-20.2881704561926	-70.0514120630384
EPI_ISL_4636018	-34.7667187339433	-71.2610875193616
EPI_ISL_4636019	-34.3639348008504	-70.8235346543362
EPI_ISL_4636028	-34.3670565137273	-70.923552957951
EPI_ISL_4636129	-20.7623987697441	-69.2522703921765
EPI_ISL_4636140	-20.2042095753956	-70.0330214732025
EPI_ISL_4636144	-20.2075587002762	-70.154978936716
EPI_ISL_4636466	-35.0991541110505	-71.1742328224922
EPI_ISL_4636501	-34.8094961139686	-71.0632589924915
EPI_ISL_4652657	-34.4225191145741	-70.8901451205013
EPI_ISL_4654401	-36.7836367749509	-72.3749034538398
EPI_ISL_4659683	-20.2074955908491	-70.1543002731303
EPI_ISL_5010705	-20.2065160975605	-70.1620133976958
EPI_ISL_5431443	-34.008522111963	-70.5643532170951
