taxa	lat	long
EPI_ISL_12012954	-27.3922338294959	-70.1197199685384
EPI_ISL_12012962	-33.0688240160847	-71.377731722518
EPI_ISL_12144287	-33.4712561904607	-70.5908500536809
EPI_ISL_12144303	-23.2203547831761	-70.3507156492311
EPI_ISL_12144339	-38.6991015620028	-72.6752899535478
EPI_ISL_12144341	-38.7284268227234	-72.7896570971582
EPI_ISL_12144345	-38.8281992450165	-72.5381222688821
EPI_ISL_12144347	-38.9020411234427	-72.2582649497963
EPI_ISL_12144358	-38.7585156470877	-72.7528013300797
EPI_ISL_12144381	-37.2860203230557	-72.8751928304358
EPI_ISL_12144412	-34.4056360440256	-71.3437646173414
EPI_ISL_12144413	-34.3564019188927	-71.2733155840314
EPI_ISL_12144414	-34.3685843994585	-71.3771504018508
EPI_ISL_12144449	-35.4797391347564	-71.7200564698351
EPI_ISL_12144451	-35.670385768003	-70.5995817652869
EPI_ISL_12144455	-35.3887490878424	-71.6307720929188
EPI_ISL_12144456	-35.4491177660315	-71.6555395160661
EPI_ISL_1321484	-33.3849392439213	-70.5544453220809
EPI_ISL_1321485	-33.5728608072809	-70.5615802599321
EPI_ISL_1321488	-33.5407173702458	-70.6308939887179
EPI_ISL_1470419	-34.9996161433846	-71.2532054711664
EPI_ISL_1470448	-20.2063572598837	-70.1618848090495
EPI_ISL_1470510	-33.5842729130606	-70.6395052236077
EPI_ISL_1470511	-33.5629894605753	-70.5409024491531
EPI_ISL_1470514	-33.5368834789892	-70.6368989781564
EPI_ISL_1470518	-33.5394140750861	-70.6243148700864
EPI_ISL_1470527	-36.8607066595674	-73.0198967028173
EPI_ISL_1470533	-34.9327669999026	-71.1947630669728
EPI_ISL_1470547	-40.1355676500196	-72.6187003642739
EPI_ISL_1470553	-20.2080248248271	-70.1638789494742
EPI_ISL_1534580	-33.5773430072281	-70.5632935715504
EPI_ISL_1534594	-33.4148319081806	-70.6776217987318
EPI_ISL_1534597	-33.2988908567454	-70.824619485511
EPI_ISL_1534609	-18.4764157177918	-70.1079989050351
EPI_ISL_1541001	-33.5403044735192	-70.6230245196642
EPI_ISL_1541021	-38.6715625477116	-72.6417551753541
EPI_ISL_1541049	-36.852633873816	-73.097522652142
EPI_ISL_1541052	-36.8302966091693	-73.085100821783
EPI_ISL_1541057	-18.3812043493975	-70.2431451410146
EPI_ISL_1633363	-20.2107722292676	-70.1603114834914
EPI_ISL_1633383	-18.7807075029023	-69.9861550586398
EPI_ISL_1633420	-33.5388712695569	-70.6275458520174
EPI_ISL_1633421	-33.5390338720675	-70.613157863407
EPI_ISL_1633428	-18.2302082002235	-69.7258855087797
EPI_ISL_1633476	-33.549089883317	-70.624859352981
EPI_ISL_1633477	-33.6052500473224	-70.6378777863608
EPI_ISL_1633505	-33.5449706695108	-70.6256891390308
EPI_ISL_1633527	-20.2095080880788	-70.1633110448066
EPI_ISL_1633545	-33.3771055918811	-70.8773908701973
EPI_ISL_1712319	-37.0428701110361	-73.0377336399786
EPI_ISL_1712331	-35.3719347108882	-71.6161057978235
EPI_ISL_1712333	-35.4479713886707	-71.6487950999216
EPI_ISL_1712352	-20.2081413708208	-70.1640858527466
EPI_ISL_1712355	-20.2105688598547	-70.159737695313
EPI_ISL_1712361	-20.2703028295868	-70.1085463644586
EPI_ISL_1712363	-20.2487251585286	-70.045079145012
EPI_ISL_1712373	-33.4393035849654	-70.7339135618351
EPI_ISL_2009194	-33.5688410904643	-70.6184342994804
EPI_ISL_2009199	-33.5404051047306	-70.6487279289302
EPI_ISL_2009200	-33.5549336692317	-70.6158615519394
EPI_ISL_2009205	-33.5510448144536	-70.641351702061
EPI_ISL_2009217	-33.5453177640257	-70.6256369509777
EPI_ISL_2009238	-38.7550280995711	-72.7909746780598
EPI_ISL_2009242	-38.7085837931778	-72.6961614581658
EPI_ISL_2009244	-18.6345738708639	-70.2369820945142
EPI_ISL_2009246	-18.6068708513724	-70.1990453758666
EPI_ISL_2009249	-18.8499036269556	-70.103806021295
EPI_ISL_2009250	-18.5706880031513	-69.6709797125251
EPI_ISL_2009262	-35.0724131676526	-71.047927615009
EPI_ISL_2009263	-35.5278057762916	-71.6094645537813
EPI_ISL_2009288	-33.3750525181716	-70.6659665903159
EPI_ISL_2009561	-23.9477329828488	-69.5950341117219
EPI_ISL_2009569	-41.4647658349134	-73.2419946701505
EPI_ISL_2009573	-36.2820417686183	-71.9061565302181
EPI_ISL_2009574	-36.3964473471136	-71.8493604602759
EPI_ISL_2009575	-36.2798845410454	-72.0525084139116
EPI_ISL_2009576	-36.3343621490117	-71.905720883494
EPI_ISL_2009577	-36.2736316240198	-72.0672610079305
EPI_ISL_2009578	-36.352001650497	-71.8336538708325
EPI_ISL_2009579	-36.3065570632846	-71.7975990432108
EPI_ISL_2009581	-33.5511115324674	-70.6170099537858
EPI_ISL_2009584	-20.2048201026326	-70.0672341570092
EPI_ISL_2009628	-41.1068385110392	-73.0604208954136
EPI_ISL_2009631	-18.748741749009	-70.0248074867893
EPI_ISL_2009632	-18.3589598845202	-69.6743605451749
EPI_ISL_2009633	-35.8290977271288	-70.7606659184896
EPI_ISL_2009634	-18.6519354079032	-69.9532541763587
EPI_ISL_2009635	-26.2848752087867	-70.648520957671
EPI_ISL_2009639	-27.6860326546171	-70.6489613394204
EPI_ISL_2009642	-37.245846594195	-72.8738333812888
EPI_ISL_2009647	-39.8352616514427	-72.7910714799001
EPI_ISL_2009648	-39.8352888804259	-73.0098462399318
EPI_ISL_2009653	-33.1368936509718	-71.6011075755747
EPI_ISL_2009654	-33.103638175237	-71.642699098511
EPI_ISL_2391031	-18.6136817904334	-70.1209241233748
EPI_ISL_2391034	-18.3056288505451	-69.9281675285482
EPI_ISL_2391035	-18.7423489266627	-70.0316349669489
EPI_ISL_2391058	-39.9885795248172	-72.8062185550162
EPI_ISL_2391070	-38.7068375478736	-72.7165631474677
EPI_ISL_2391071	-38.6957301823901	-72.7880665205663
EPI_ISL_2391074	-38.6538430212388	-72.6837184984822
EPI_ISL_2391112	-32.6751833209497	-71.431851438459
EPI_ISL_2391129	-33.0376326541882	-71.6500101553234
EPI_ISL_2391136	-35.4097129036455	-71.6467130168809
EPI_ISL_2391139	-35.4493882951706	-71.6957235869975
EPI_ISL_2391140	-35.7125638729756	-71.2148745870016
EPI_ISL_2391160	-34.0963253282453	-70.8643713986929
EPI_ISL_2391175	-37.7905572960082	-72.1140676429182
EPI_ISL_2391179	-37.1908226560611	-71.8853936008769
EPI_ISL_2391184	-18.6506638907049	-69.6236079197792
EPI_ISL_2391199	-37.0244381485452	-72.8417286960224
EPI_ISL_2391204	-36.9029715390591	-73.0702672572351
EPI_ISL_2391207	-26.4032734016417	-69.5506804966915
EPI_ISL_2391213	-27.5272145952529	-70.5433593059001
EPI_ISL_2391226	-36.878904819951	-73.020369999954
EPI_ISL_2391227	-36.832452634286	-72.9979629515833
EPI_ISL_2391231	-33.3735223732921	-70.7771874518965
EPI_ISL_2391242	-34.3544189114463	-70.8500740298831
EPI_ISL_2391243	-34.4180653957643	-70.8743589117029
EPI_ISL_2391244	-34.411021336107	-70.7784855450586
EPI_ISL_2391245	-34.4481724535606	-70.8116769759331
EPI_ISL_2391267	-20.2095387916978	-70.1632977118471
EPI_ISL_2391333	-34.0264899536125	-70.7706419756934
EPI_ISL_2391338	-34.1529431877015	-70.8075480710479
EPI_ISL_2391344	-20.2073811775425	-70.1545621098069
EPI_ISL_2391371	-33.3762761867643	-70.3914869155423
EPI_ISL_2391397	-33.5547171426386	-70.6437840357088
EPI_ISL_2391404	-33.6037272451152	-70.6451581314717
EPI_ISL_2391422	-33.5444413087876	-70.6411488796319
EPI_ISL_2391447	-33.4280322491918	-70.6805416096784
EPI_ISL_2508547	-34.1091133784736	-70.5762029367042
EPI_ISL_2508549	-42.422712014106	-73.8025222466682
EPI_ISL_2508557	-36.2886270321072	-72.0373857647131
EPI_ISL_2508584	-33.4467651606538	-70.5857802461024
EPI_ISL_2508585	-38.6706079381502	-72.5788083715868
EPI_ISL_2508591	-38.9318592527189	-72.2448722403443
